"","Site","Site_Code","Date","Lat","Long","Watershed","Watershed_Level","Status","Location","Turbidity","TSS","ChlA","DOC","DTN","pH","ANC","SC","Na","NH4","K","Mg","Ca","F","Cl","NO3","PO4","SO4"
"507","Poudre Below Rustic","PBR",2021-12-14,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.34,0.36,7.61,639.28,67.39,3.3,0.02,1.15,1.28,4.83,0.09,1.82,0.56,0,5.23
"508","Poudre South Fork","SFM",2021-12-14,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.72,0.28,6.73,363.75,38.82,2.87,0.02,0.61,0.74,2.74,0.14,0.71,0.6,0,3.15
"509","Poudre Below S. Fork","PSF",2021-12-14,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.2,0.31,7.65,599.27,64.76,3.47,0.02,1.09,1.26,4.71,0.09,1.87,0.54,0,5.39
"510","Poudre South Fork","SFM",2022-01-28,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,2.88,0.32,6.78,400.84,51.47,3.6,0.04,0.59,1.76,3.2,0.06,0.82,0.84,0,3.21
"511","JWC-Joe Wright @ Aspen Glen Campground","JWC",2022-02-03,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.54,0.3,7.11,513.6,81.14,2.44,0.06,1.08,4.16,9.86,0.06,1.31,0.29,0,5.81
"512","Poudre Above Joe Wright","PJW",2022-02-03,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,2,NA,3.02,0.6,7.26,349.18,49.62,3.06,0.05,0.71,1.11,6.2,0.05,0.84,1.5,0,3.17
"513","Poudre Below Rustic","PBR",2022-02-03,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.53,0.39,7.31,662.08,85.17,3.82,0.05,1.21,3.09,8.48,0.07,1.99,0.79,0,5.47
"514","Poudre Below S. Fork","PSF",2022-02-03,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.18,0.36,7.31,626.5,81.39,3.86,0.05,1.06,3.17,8.14,0.07,1.83,0.8,0,5.15
"515","Poudre Above North Fork","PNF",2022-02-03,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,5.09,0.34,7.46,785.22,115.26,4.81,0.04,1.15,4.41,14.01,0.06,3.13,0.73,0,6.25
"516","JWC-Joe Wright @ Aspen Glen Campground","JWC",2022-03-01,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.67,0.3,7.52,553.39,68.45,2.43,0.04,1.14,1.81,7.1,0.04,1.33,0.23,0,6.19
"517","Poudre Above Joe Wright","PJW",2022-03-01,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,112.8,NA,2.7,0.53,7.23,392.38,50.81,3.53,0.04,0.78,0.97,4.95,0.02,0.84,1.45,0,3.16
"518","Poudre Below Rustic","PBR",2022-03-01,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.99,0.29,7.6,636.48,78.65,3.46,0.05,1.14,2.09,8.83,0.06,1.94,0.61,0,5.18
"519","Poudre Below S. Fork","PSF",2022-03-01,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.57,0.26,7.48,554.39,69.35,3.62,0.03,1.01,1.75,7.02,0.07,1.82,0.54,0,4.83
"520","Poudre Above North Fork","PNF",2022-03-01,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.12,0.17,7.68,658.99,83.52,4.02,0.04,1,2.41,9.26,0.08,2.86,0.27,0,5.35
"521","JWC-Joe Wright @ Aspen Glen Campground","JWC",2022-03-28,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.59,0.24,7.46,542.11,75,2.96,0.04,1.21,1.26,9.24,0.03,2.19,0.28,0,7.78
"522","Poudre Above Joe Wright","PJW",2022-03-28,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,3.42,NA,3.03,0.88,7.12,365.37,52.07,2.76,0.05,0.91,0.98,5.28,0.03,1.06,3.51,0,3.98
"523","Poudre Below Rustic","PBR",2022-03-28,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.1,0.46,7.44,587.97,76.83,3.72,0.04,1.1,1.92,7.85,0.06,2.12,1.34,0,5.91
"524","Poudre Below S. Fork","PSF",2022-03-28,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.06,0.57,7.53,576.78,81.52,3.84,0.04,1.06,1.82,8.17,0.06,2.03,1.75,0,5.82
"525","Poudre Above North Fork","PNF",2022-03-28,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.11,0.34,7.55,663.68,90.36,3.69,0.04,1.07,2.15,8.68,0.07,2.98,0.78,0,6.01
"526","Beaver","BEAV",2022-03-31,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,2.8,0.78,6.84,330.16,50.96,3.44,0.06,0.77,1.02,4.41,0.03,1.13,3.03,0,3.9
"527","Poudre South Fork","SFM",2022-03-31,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.32,1.01,7.03,450.91,67.17,4.21,0.05,0.94,1.48,5.48,0.09,1.6,3.55,0,5.63
"528","Beaver","BEAV",2022-04-19,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,4.65,0.72,7.04,349.47,51.64,6.41,0.02,0.78,0.73,3.37,0.03,0.99,2.28,0,4.15
"529","Poudre South Fork","SFM",2022-04-19,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,3.56,0.76,7.29,455.49,66.46,5.64,0.01,0.84,1.68,5.74,0.12,1.25,2.92,0,5.34
"530","JWC-Joe Wright @ Aspen Glen Campground","JWC",2022-04-27,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,5.21,0.57,7.73,578.79,77.35,1.59,0.02,1.33,1.99,10.01,0.04,2,1.55,0,6.37
"531","Poudre Above Joe Wright","PJW",2022-04-27,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,2.52,NA,4.57,1.39,7.37,328.32,41.66,2.88,0.01,0.85,0.89,3.69,0.03,0.84,0.14,0,3.2
"532","Poudre Below Rustic","PBR",2022-04-27,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.82,1.28,7.66,536.67,86.45,4.38,0.01,1.35,2.65,8.8,0.05,2,4.86,0,6.88
"533","Poudre Below S. Fork","PSF",2022-04-27,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.92,1.26,7.62,522.14,84,3.85,0.03,1.34,2.66,8.16,0.05,1.93,4.73,0,6.85
"534","Poudre Above North Fork","PNF",2022-04-27,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.67,1.16,7.63,537.99,82.52,4.84,0.03,1.03,1.99,8.73,0.07,2.27,4.39,0,7.12
"535","Beaver","BEAV",2022-05-11,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,3.99,1.21,6.69,210.93,44.69,2.08,0.01,1,0.54,5.37,0.02,1,4.3,0,4.27
"536","Poudre South Fork","SFM",2022-05-13,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.23,0.86,6.97,512.08,63.87,4.89,0.01,0.88,1.74,5.61,0.08,1.21,1.22,0,5.44
"537","JWC-Joe Wright @ Aspen Glen Campground","JWC",2022-05-16,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,3.51,4.87,0.81,7.3,531.56,70.14,1.75,0.02,1.44,1.89,8.71,0.05,1.85,0.28,0,6.11
"538","Poudre Above Joe Wright","PJW",2022-05-16,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.02,5.19,1.04,7.28,293.28,39.74,2.78,0.03,0.8,0.7,4,0.06,0.86,0.18,0,3
"539","Sleeping Elephant","SLEP",2022-05-16,40.682439,-105.771986,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.18,5.51,0.92,6.95,393.55,52.29,1.67,0.01,0.94,1.56,6.21,0.02,0.83,1.23,0,3.88
"540","Poudre Below Rustic","PBR",2022-05-16,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.29,5.09,0.96,7.59,485.8,76.91,3.78,0.02,1.1,2,7.45,0.04,2.12,0.6,0,7.21
"541","Poudre Below S. Fork","PSF",2022-05-16,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.13,4.98,0.99,7.37,570.77,77.58,3.44,0.03,1.03,2.1,8,0.06,1.88,1.22,0,5.98
"542","Poudre Above North Fork","PNF",2022-05-16,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.43,4.83,1.01,7.64,580.34,78.57,5.02,0.04,0.99,2.11,7.88,0.05,1.99,1.22,0,6.45
"543","Beaver","BEAV",2022-05-23,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,3.8,1,6.99,221.41,39.21,1.9,0.04,0.76,0.65,4.66,0.02,0.82,3.13,0,3.74
"544","JWC-Joe Wright @ Aspen Glen Campground","JWC",2022-05-31,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,4.38,3.99,0.71,7.29,482.58,59.06,1.91,0.05,1.04,1.78,6.6,0.02,1.33,0.27,0,4
"545","Poudre Above Joe Wright","PJW",2022-05-31,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.64,4.24,0.7,6.92,212.37,31.3,1.25,0.01,0.67,0.71,3.9,0.02,0.46,1.74,0,2.35
"546","Sleeping Elephant","SLEP",2022-05-31,40.682439,-105.771986,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,2.02,4.13,0.61,7.04,312.24,45.07,1.54,0.01,0.81,1.5,5.13,0.02,0.8,1.51,0,3.02
"547","Poudre Below Rustic","PBR",2022-05-31,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.96,4.06,0.6,7.31,368.45,52.15,1.91,0.01,0.85,2,5.45,0.02,1.89,1.55,0,5.37
"548","Poudre Below S. Fork","PSF",2022-05-31,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1,3.96,0.57,6.94,397.14,52.14,1.74,0.01,0.8,2,4.91,0.02,0.84,1.42,0,3.11
"549","Poudre Above North Fork","PNF",2022-05-31,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.87,3.98,0.56,7.25,474.36,59.57,3.87,0.04,0.82,1.94,5.18,0.03,0.99,1.49,0,3.26
"550","Joe Wright Reservoir","JOER",2022-06-01,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,NA,3.4,0.36,7.15,339.03,46.24,1.64,0.02,0.69,1.31,5.77,0.02,1.25,0.67,0,2.91
"551","Chambers Inlet","CBRI",2022-06-01,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,0.35,3.19,0.41,7.26,399.35,52.17,1.82,0.03,0.84,1.33,6.1,0.06,1.13,1.11,0,3.2
"552","Beaver","BEAV",2022-06-06,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,3.01,0.63,6.87,130.94,25.21,1.36,0,0.55,0.59,3.47,0.02,0.42,1.62,0,1.89
"553","Poudre Below S. Fork","PSF",2022-06-07,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.04,0.62,7,360.72,49.71,1.78,0.02,0.79,1.89,4.99,0.02,0.81,1.44,0,3.02
"554","Poudre Below Rustic","PBR",2022-06-07,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.15,0.62,7.23,292.92,51.47,2.21,0.02,0.8,2,5.05,0.02,1.45,1.02,0,4.34
"555","Poudre Above Joe Wright","PJW",2022-06-07,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,4.49,0.67,6.98,212.99,32.2,1.33,0.02,0.7,0.66,3.87,0.02,0.37,0.69,0,2.23
"556","Joe Wright Reservoir","JOER",2022-06-07,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,8.71,3.22,0.27,7.05,375.68,49.65,1.6,0.02,0.72,1.34,5.98,0.03,1.12,0.63,0,2.9
"557","Chambers Inlet","CBRI",2022-06-07,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,1.82,3.32,0.47,7.14,333,48.13,1.9,0.03,0.8,1.28,6.05,0.06,1.09,1.08,0,3.05
"558","Joe Wright Reservoir","JOER",2022-06-14,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,2.53,3.29,0.34,7.14,387.05,54.41,2.15,0.07,1.26,1.22,7.73,0.03,0.9,0.81,0,2.67
"559","Chambers Inlet","CBRI",2022-06-14,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,2.95,3.67,0.42,7.19,302.16,54.94,2.24,0.05,1.29,2.06,8.03,0.04,1.07,0.83,0,2.77
"560","Beaver","BEAV",2022-06-21,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,NA,NA,7,148.21,21.35,1.25,0.01,0.44,0.54,2.69,0.02,0.26,0.61,0,1.26
"561","Poudre Above North Fork","PNF",2022-06-22,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.94,NA,NA,7.21,388.71,44.51,1.57,0.01,0.62,1.24,5.22,0.1,0.5,0.63,0,2.36
"562","Poudre at Legacy Bridge","LEGC",2022-06-22,40.6006194,-105.0860344,"CLP Mainstem Fort Collins",NA,"Partially Burned","Inflow",NA,NA,0.86,NA,NA,7.02,421,56.93,1.79,0.02,0.75,1.46,6.89,0.12,0.87,0.65,0,3.83
"563","Joe Wright Reservoir","JOER",2022-06-22,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,2.34,3.66,0.35,7.44,412.23,51.26,1.94,0.05,0.97,1.44,6.62,0.12,0.71,0.38,0,2.63
"564","Poudre at Timberline","TMBR",2022-06-22,NA,NA,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,1.3,NA,NA,7.34,800.34,134.22,7.5,0.06,1,3.3,14.06,0.14,4.34,0.96,0,17.86
"565","Chambers Inlet","CBRI",2022-06-22,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,1.1,3.77,0.39,7.22,322.77,44.39,1.39,0.03,0.72,1.33,6.39,0.04,0.6,0.44,0,2.14
"566","Poudre at ELC","ELC",2022-06-22,40.5519476,-105.0105977,"CLP Mainstem Fort Collins",NA,"Partially Burned","Inflow",NA,NA,1.13,NA,NA,7.23,880.51,164.56,6.33,0.07,1.02,4.15,18.2,0.04,5.49,1.03,0,23.21
"567","Poudre at Archery Range","ARCH",2022-06-22,40.5479138,-105.0011275,"CLP Mainstem Fort Collins",NA,"Partially Burned","Inflow",NA,NA,0.83,NA,NA,7.77,1119.11,261.29,8,0.09,1.23,6.85,32.62,0.17,6.96,1.3,0,46.52
"568","JWC-Joe Wright @ Aspen Glen Campground","JWC",2022-06-22,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,3.67,NA,NA,7.3,300.6,42.95,1.42,0.06,0.79,1.22,6.15,0.02,0.66,0.28,0,2.33
"569","Poudre Below Rustic","PBR",2022-06-22,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.17,3.77,0.42,7.28,255.06,39.05,1.4,0.02,0.75,1.15,5.6,0.01,0.47,0.65,0,2.52
"570","Joe Wright Reservoir","JOER",2022-06-23,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,0.92,3.44,0.39,7.6,413.61,51.75,1.94,0.03,0.97,1.44,6.49,0.11,0.7,0.38,0,2.69
"571","Chambers Inlet","CBRI",2022-06-23,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,0.74,3.82,0.35,7.4,323.42,43.86,1.41,0.03,0.72,1.32,6.39,0.06,0.57,0.47,0,2.29
"572","Sleeping Elephant","SLEP",2022-06-27,40.682439,-105.771986,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,NA,NA,7.21,392.36,48.39,1.35,0.09,0.83,1.24,6.72,0.01,0.66,0.62,0,2.34
"573","Joe Wright Reservoir","JOER",2022-06-28,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,1.1,3.48,0.34,7.35,425.2,58,2.76,0.02,1.13,1.69,7.41,0.1,0.84,0.24,0.13,3.06
"574","Chambers Inlet","CBRI",2022-06-28,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,0.59,3.92,0.32,7.41,327.57,41.46,1.18,0.03,0.65,1.52,5.41,0.04,0.59,0.33,0,1.89
"575","Beaver","BEAV",2022-06-29,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,1.55,NA,NA,7.01,145.36,20.88,1.22,0.03,0.35,0.6,2.67,0.06,0.24,0.36,0,0.91
"576","Poudre South Fork","SFM",2022-06-29,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.83,NA,NA,7.06,201.16,23.63,1.39,0.03,0.37,0.66,2.7,0.12,0.28,0.36,0,1.06
"577","Joe Wright Reservoir","JOER",2022-07-05,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,1.73,3.51,0.32,7.37,385.44,46.75,1.34,0.01,0.65,1.21,5.72,0.11,0.64,0.19,0.2,2.38
"578","Chambers Inlet","CBRI",2022-07-05,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,0.66,4,0.3,7.44,316.43,41.68,1.37,0.02,0.73,1.23,5.5,0.05,0.57,0.37,0,2.18
"579","Poudre Below Rustic","PBR",2022-07-05,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,NA,NA,NA,7.22,312.97,51.23,1.45,0.02,2.44,2.05,6.42,0.01,0.71,0.48,0.66,3.28
"580","Beaver","BEAV",2022-07-06,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,NA,NA,6.89,167.99,23.89,1.31,0.02,0.38,0.71,3.42,0.07,0.24,0.37,0,0.79
"581","Poudre Above Joe Wright","PJW",2022-07-11,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.62,NA,0.44,7.02,244.31,37.67,0.99,0.02,0.49,1.07,5.35,0.02,0.26,0.63,0,3.94
"582","Poudre Below Rustic","PBR",2022-07-11,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.01,NA,NA,7.12,252.56,36.51,1.3,0.03,0.63,1.14,5.3,0.01,0.39,0.45,0,2.74
"583","Poudre Below S. Fork","PSF",2022-07-11,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.84,NA,NA,7.02,354.22,42.12,1.35,0.03,0.64,1.17,5.37,0.01,0.42,0.4,0,2.73
"584","Poudre Above North Fork","PNF",2022-07-11,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.89,NA,NA,7.35,356.88,41.23,1.41,0.01,0.64,1.15,5.18,0.12,0.48,0.35,0,2.51
"585","Sleeping Elephant","SLEP",2022-07-11,40.682439,-105.771986,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.87,NA,NA,7.34,321.78,39.7,1.08,0.02,0.57,1.05,5.29,0.01,0.28,0.56,0,2.76
"586","JWC-Joe Wright @ Aspen Glen Campground","JWC",2022-07-11,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.75,NA,NA,7.37,347.99,40.99,1.22,0.04,0.74,1.08,5.57,0.02,0.51,0.26,0,1.79
"587","Joe Wright Reservoir","JOER",2022-07-12,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,1.2,NA,NA,7.22,344.81,40.33,1.17,0.02,0.59,1.13,5.01,0.1,0.53,0.07,0,2.03
"588","Chambers Inlet","CBRI",2022-07-12,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,0.7,NA,NA,7.21,358.56,41.21,1.2,0.02,0.78,1.13,5.21,0.03,0.54,0.32,0,2.01
"589","Beaver","BEAV",2022-07-18,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,0.9,NA,NA,6.99,201.89,27.01,1.67,0.01,0.41,0.74,3.73,0.07,0.26,0.14,0,0.8
"590","Poudre South Fork","SFM",2022-07-18,40.61825,-105.525583,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.8,NA,NA,7,249.89,29.77,1.66,0.01,0.42,0.74,3.78,0.07,0.26,0.15,0,1.05
"591","Joe Wright Reservoir","JOER",2022-07-19,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,2.09,NA,NA,7.19,421,50.77,1.43,0.03,0.62,1.34,6.91,0.09,0.56,0.09,0,2.67
"592","Chambers Inlet","CBRI",2022-07-19,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,0.83,NA,NA,7.08,424,48.78,1.58,0.02,0.69,1.24,6.68,0.03,0.59,0.3,0,1.97
"593","JWC-Joe Wright @ Aspen Glen Campground","JWC",2022-07-25,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,2.2,NA,NA,7.28,396.32,47.07,1.41,0.07,0.75,1.13,6.66,0.02,0.58,0.27,0,2.27
"594","Poudre Above Joe Wright","PJW",2022-07-25,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.8,NA,NA,7.03,284,42.68,1.18,0.03,0.54,1.03,5.93,0.07,0.21,0.71,0,5.02
"595","Sleeping Elephant","SLEP",2022-07-25,40.682439,-105.771986,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,1.34,NA,NA,6.93,382.28,47.52,1.34,0.02,0.64,1.14,6.54,0.01,0.33,0.67,0,3.6
"596","Poudre Below Rustic","PBR",2022-07-25,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.84,NA,NA,7.21,395.98,48.21,1.6,0.03,0.7,1.32,6.93,0.05,0.48,0.53,0,3.62
"597","Poudre Below S. Fork","PSF",2022-07-25,40.694953,-105.448748,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.88,NA,NA,7.12,397.51,50.77,1.71,0.01,0.69,1.43,6.97,0.04,0.49,0.4,0,2.89
"598","Poudre Above North Fork","PNF",2022-07-25,40.702459,-105.241588,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.89,NA,NA,7.15,413.54,52.15,1.79,0.01,0.71,1.34,7.03,0.05,0.59,0.3,0,3.22
"599","Poudre at Bellvue Diversion","PBD",2022-07-25,40.663976,-105.215337,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.88,NA,NA,7.52,584.71,69.58,2.49,0.01,0.76,1.8,9.06,0.06,1.47,0.25,0,3.46
"600","Joe Wright Reservoir","JOER",2022-07-26,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,2.85,NA,NA,7.25,399.37,51.51,1.49,0.03,0.65,1.43,6.99,0.09,0.59,0.07,0,2.7
"601","Chambers Inlet","CBRI",2022-07-26,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,0.81,NA,NA,6.94,421.23,50.63,1.61,0.02,0.74,1.33,6.89,0.04,0.53,0.22,0,2.22
"602","Beaver","BEAV",2022-08-01,40.579336,-105.5940998,"Hourglass Reservoir",NA,"Partially Burned","Inflow",NA,NA,NA,NA,NA,6.79,234.96,27.8,1.58,0.01,0.38,0.66,3.45,0.04,0.23,0.31,0,0.79
"603","Joe Wright Reservoir","JOER",2022-08-02,40.55593744,-105.8749619,"Joe Wright Reservoir",0.0487342633328366,"Partially Burned","Reservoir",NA,NA,2.52,NA,NA,7.24,434.34,51.53,1.45,0.02,0.64,1.39,6.81,0.1,0.48,0.07,0,3.11
"604","Chambers Inlet","CBRI",2022-08-02,40.57795281,-105.8572773,"Chambers Reservoir",0.110674579706441,"Partially Burned","Inflow",NA,NA,0.85,NA,NA,6.95,489.07,52.14,1.72,0.01,0.77,1.29,6.89,0.04,0.57,0.24,0,2.34
"605","JWC-Joe Wright @ Aspen Glen Campground","JWC",2022-08-08,40.62055,-105.8183,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,2.64,NA,NA,7.44,379.73,43.38,1.25,0.03,0.62,1,6,0.02,0.53,0.18,0,2.19
"606","Poudre Above Joe Wright","PJW",2022-08-08,40.634567,-105.807017,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.91,NA,NA,7.04,336.31,47.04,1.09,0.03,0.45,0.94,6.3,0.04,0.18,0.65,0,5.41
"607","Sleeping Elephant","SLEP",2022-08-08,40.682439,-105.771986,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.86,NA,NA,6.94,376.9,48,1.39,0.02,0.66,1.22,6.62,0.02,0.34,0.69,0,3.63
"608","Poudre Below Rustic","PBR",2022-08-08,40.700221,-105.544028,"CLP Mainstem Canyon",NA,"Partially Burned","Mainstem",NA,NA,0.61,NA,NA,7.43,395.35,52.1,1.78,0.02,0.65,1.37,6.8,0.03,0.49,0.54,0,3.78
