Date,Ta_C,Ts_C,SM_5,SM_20,SM_50
2015-10-22,5.573430213468085,10.557446865042554,0.3381314866595745,0.21947234,0.13975319076595744
2015-10-23,8.42307505009375,10.3927083511875,0.30696937435416666,0.21715989466666666,0.169852083125
2015-10-24,9.937847435302084,9.503125001947916,0.28414750375000003,0.20711927244791667,0.1656375013125
2015-10-25,12.95858309190625,10.009374991104167,0.27180552596875,0.199637498125,0.16221979045833335
2015-10-26,11.754174694479167,10.814583351114583,0.26296062668750003,0.19402395647916668,0.15946614694791666
2015-10-27,8.925147384197917,9.63333331546875,0.25397947963541667,0.18942864644791668,0.15650885498958333
2015-10-28,7.174757226270834,8.293750012864583,0.24441927186458334,0.18458541536458334,0.15304687840625
2015-10-29,6.1107817665625,8.159375011916667,0.236902812125,0.18130052294791668,0.15072707841666666
2015-10-30,7.37792679665625,8.3572916437500009,0.23141875171875,0.17824583841666666,0.14881457860416666
2015-10-31,12.1933929775,8.688541680552083,0.22475385390625,0.17584635636458334,0.14691978883333334
2015-11-01,13.953325937083333,9.108333334375,0.216170103375,0.17349999584375,0.1452109360625
2015-11-02,13.130261968020834,9.233333309604166,0.20713218559375,0.17089687388541666,0.14342239560416667
2015-11-03,14.788602650166666,9.148958360145834,0.19835541429166667,0.16819635307291667,0.14126197973958335
2015-11-04,8.022475530854166,8.4895833481875,0.21569323110416666,0.16877187571875,0.14015521026041666
2015-11-05,2.3459355271458335,7.08124999203125,0.2955016685833333,0.21292760439583333,0.17589948222916665
2015-11-06,0.78074500621875,5.055208313010417,0.27244135685416665,0.20556093971875,0.17181770476041666
2015-11-07,2.81455007034375,4.143749994520833,0.2643571910625,0.20137291720833334,0.16791301945833334
2015-11-08,9.624590409375,4.722916657697916,0.2602356248125,0.19797291202083334,0.16554895938541667
2015-11-09,9.336234296239583,5.427083330822916,0.2559437516145833,0.1947765591875,0.16381353983333333
2015-11-10,9.62500774253125,6.08333332340625,0.2514702066666667,0.19232395732291666,0.16143176938541667
2015-11-11,3.572966314208333,4.582291652708333,0.26034916861458335,0.19596302166666668,0.16349479155208332
2015-11-12,2.64025860309375,3.4124999965625,0.2685241691770833,0.20692447980208334,0.17104739339583333
2015-11-13,5.08653923603125,3.2552083233854168,0.263233127,0.20328542108333333,0.1690817695
2015-11-14,10.123254830875,4.1354166666770835,0.2602469810625,0.19985884833333334,0.1672843755
2015-11-15,10.17130646121875,4.514583329364584,0.25637521081250003,0.19715833041666667,0.165398438875
2015-11-16,5.229796462375,3.9979166413125,0.25159510055208334,0.19405051888541666,0.16329999675
2015-11-17,3.4239181255208333,3.5437499930833334,0.25460395707291666,0.19343072727083332,0.16358333272916667
2015-11-18,3.47991158809375,3.55520833534375,0.255864274125,0.19706978927083332,0.16559322917708333
2015-11-19,-0.03428161009375,2.6770833109583334,0.2513907301041667,0.19423645791666666,0.16385781009375
2015-11-20,0.46999464125,2.383333332927083,0.250209896,0.19274010330208333,0.16263593565625
2015-11-21,-3.3011184752604166,1.5447916711666667,0.24933562454166666,0.19359010342708333,0.16234374871875001
2015-11-22,4.948435071291667,1.2291666685520832,0.24386291725,0.1919874991875,0.16078541598958335
2015-11-23,8.61126075696875,2.194791661572917,0.24554333466666667,0.19215572817708335,0.16120156165625
2015-11-24,9.693496485416667,2.99166663975,0.245157291625,0.19128801941666665,0.16098020816666667
2015-11-25,1.40444349990625,2.3499999965416665,0.24180781396875,0.18977395960416668,0.160431249375
2015-11-26,-8.53214317596875,1.8302083350833334,0.2406383329375,0.1854531225625,0.15836823014583334
2015-11-27,-11.273429056614583,2.1364583003854167,0.246020210375,0.18433750025,0.15953698070833333
2015-11-28,-8.1775368056875,2.25,0.25219687392708334,0.18639166602083335,0.16303437471875
2015-11-29,-7.333529165854166,2.232291683666667,0.25670448228125,0.18834843796875,0.1666734390625
2015-11-30,-5.16424500928125,2.198958369875,0.25805563324999997,0.189649999,0.167549998
2015-12-01,1.4806487148125,1.7583333340833334,0.256818017625,0.18966771091666668,0.16771822855208335
