Date,Ts_C,SM_5,SM_20,SM_40,SM_50
2015-12-03,0.5659090909090909,0.28570454545454543,0.28945454545454546,0.21136363636363636,0.12906818181818183
2015-12-04,0.553125,0.28732291666666665,0.2994895833333333,0.21791666666666668,0.14234375
2015-12-05,0.5010416666666667,0.2867395833333333,0.30245833333333333,0.22264583333333335,0.14797916666666666
2015-12-06,0.5,0.2833645833333333,0.3031979166666667,0.22363541666666667,0.14936458333333333
2015-12-07,0.5,0.27648958333333334,0.30096875,0.22163541666666667,0.14710416666666665
2015-12-08,0.46458333333333335,0.26664583333333336,0.29890625,0.2214375,0.14601041666666667
2015-12-09,0.4,0.25409375,0.29592708333333334,0.22085416666666666,0.1425
2015-12-10,0.4,0.23571875,0.29352083333333334,0.218625,0.14192708333333334
2015-12-11,0.4,0.22036458333333334,0.28941666666666666,0.20857291666666666,0.14090625
2015-12-12,0.33125,0.21085416666666665,0.28380208333333334,0.208,0.14
2015-12-13,0.3020833333333333,0.20740625,0.2790416666666667,0.20914583333333334,0.14
2015-12-14,0.3,0.20657291666666666,0.27416666666666667,0.21,0.14
2015-12-15,0.3,0.20560416666666664,0.26970833333333333,0.21026041666666667,0.14
2015-12-16,0.3,0.20420833333333333,0.2651875,0.21146874999999998,0.1405625
2015-12-17,0.3,0.20255208333333335,0.2609375,0.21,0.142
2015-12-18,0.3,0.20069791666666667,0.25690625,0.2102395833333333,0.1424375
2015-12-19,0.29791666666666666,0.19814583333333335,0.25215625,0.21,0.142
2015-12-20,0.3,0.19615625,0.24677083333333333,0.21,0.14144791666666665
2015-12-21,0.3,0.19503125000000002,0.241375,0.20951041666666667,0.14059375
2015-12-22,0.3,0.195,0.236625,0.20808333333333331,0.14
2015-12-23,0.3,0.195,0.23255208333333335,0.208,0.14
2015-12-24,0.3,0.1948125,0.23,0.208,0.14
2015-12-25,0.3,0.19405208333333335,0.229,0.208,0.14
2015-12-26,0.3,0.19496875,0.229,0.208,0.14
2015-12-27,0.3,0.195,0.229,0.208,0.14
2015-12-28,0.3,0.195,0.229,0.208,0.14
2015-12-29,0.3,0.1946875,0.22761458333333334,0.208,0.14
2015-12-30,0.3,0.194,0.22517708333333333,0.208,0.14
2015-12-31,0.3,0.19338541666666667,0.22208333333333333,0.20771874999999998,0.13945833333333335
2016-01-01,0.3,0.19248958333333333,0.21853125,0.207,0.139
2016-01-02,0.29583333333333334,0.1909375,0.21453125,0.207,0.139
2016-01-03,0.23125,0.1894375,0.21144791666666665,0.207,0.139
2016-01-04,0.2,0.1875625,0.207625,0.207,0.139
2016-01-05,0.2,0.18589583333333334,0.20417708333333334,0.207,0.13887500000000003
2016-01-06,0.19062500000000002,0.18416666666666667,0.20161458333333335,0.20541666666666666,0.13740625
2016-01-07,0.17916666666666667,0.18347916666666667,0.19895833333333335,0.205,0.137
2016-01-08,0.16979166666666667,0.183,0.19759375,0.205,0.137
2016-01-09,0.19791666666666669,0.183,0.19607291666666668,0.20422916666666666,0.13696875
2016-01-10,0.19895833333333335,0.183,0.196,0.20311458333333335,0.136
2016-01-11,0.2,0.183,0.196,0.203,0.136
2016-01-12,0.2,0.18228125,0.19697916666666668,0.21003125,NA
2016-01-13,0.2,0.18148958333333332,0.198,0.213,0.144
2016-01-14,0.2,0.18134375,0.198,0.21228125,0.144
2016-01-15,0.2,0.18125,0.198,0.212,0.144
2016-01-16,0.2,0.18151041666666667,0.19761458333333334,0.21139583333333334,0.144
2016-01-17,0.2,0.18201041666666667,0.19834375,0.212,0.144
2016-01-18,0.2,0.18203125,0.19873958333333333,0.21172916666666666,0.14372916666666666
2016-01-19,0.2,0.182,0.19808333333333333,0.21066666666666667,0.143
2016-01-20,0.2,0.18202083333333333,0.198,0.21019791666666665,0.14237499999999997
2016-01-21,0.2,0.18201041666666667,0.198,0.21,0.142
2016-01-22,0.2,0.1823125,0.19827083333333334,0.20978125,0.142
2016-01-23,0.2,0.18290625,0.199,0.20835416666666665,0.142
2016-01-24,0.2,0.183,0.19983333333333334,0.208,0.142
2016-01-25,0.2,0.183,0.2,0.208,0.142
2016-01-26,0.22291666666666668,0.18301041666666668,0.2,0.20775,0.14161458333333332
2016-01-27,0.25104166666666666,0.18313541666666666,0.2,0.207,0.141
2016-01-28,0.26458333333333334,0.18367708333333332,0.2,0.207,0.140375
2016-01-29,0.29583333333333334,0.184,0.20087500000000003,0.207,0.14
2016-01-30,0.2989583333333333,0.184,0.20118750000000002,0.20672916666666666,0.14
2016-01-31,0.29791666666666666,0.184,0.202,0.2051875,0.14
2016-02-01,0.284375,0.184,0.202,0.205,0.14
2016-02-02,0.29791666666666666,0.184,0.202,0.205,0.14
2016-02-03,0.29791666666666666,0.18422916666666667,0.202,0.205,0.14
2016-02-04,0.3,0.18490625,0.202,0.20406249999999998,0.14
2016-02-05,0.3,0.185,0.2027604166666667,0.20345833333333332,0.14
2016-02-06,0.3,0.1854375,0.203,0.203,0.14
2016-02-07,0.3,0.186,0.203,0.203,0.13993750000000002
2016-02-08,0.3,0.186,0.203,0.203,0.13902083333333334
2016-02-09,0.2989583333333333,0.186,0.203,0.203,0.139
2016-02-10,0.3,0.18585416666666665,0.203,0.203,0.139
2016-02-11,0.2947916666666667,0.18513541666666666,0.20282291666666669,0.20240625,0.139
2016-02-12,0.2864583333333333,0.185,0.202,0.202,0.139
2016-02-13,0.25729166666666664,0.185,0.202,0.202,0.139
2016-02-14,0.20520833333333335,0.185,0.202,0.202,0.139
2016-02-15,0.23645833333333333,0.185,0.202,0.202,0.139
2016-02-16,0.22291666666666668,0.18532291666666667,0.202,0.202,0.13835416666666667
2016-02-17,0.25729166666666664,0.18595833333333334,0.202,0.202,0.13796875
2016-02-18,0.25729166666666664,0.186,0.202,0.20198958333333333,0.1370104166666667
2016-02-19,0.25729166666666664,0.186,0.202,0.2010104166666667,0.137
2016-02-20,0.284375,0.186,0.202,0.201,0.137
2016-02-21,0.29583333333333334,0.186,0.202,0.20010416666666667,0.137
2016-02-22,0.2989583333333333,0.186,0.202,0.2,0.137
2016-02-23,0.3,0.1865,0.2029166666666667,0.2,0.137
2016-02-24,0.3,0.187,0.203,0.2,0.137
2016-02-25,0.3,0.187,0.203,0.2,0.137
2016-02-26,0.3,0.187,0.203,0.2,0.137
2016-02-27,0.3,0.18701041666666668,0.203,0.2,0.137
2016-02-28,0.3,0.18704166666666666,0.203,0.1994166666666667,0.137
2016-02-29,0.3,0.18701041666666668,0.203,0.19875,0.137
2016-03-01,0.2989583333333333,0.187,0.203,0.198,0.137
2016-03-02,0.29791666666666666,0.18702083333333333,0.203,0.198,0.137
2016-03-03,0.2864583333333333,0.1865,0.203,0.1980625,0.1365
2016-03-04,0.22604166666666667,0.1860625,0.203,0.198,0.136
2016-03-05,0.27708333333333335,0.186,0.203,0.198,0.13586458333333334
2016-03-06,0.28020833333333334,0.186,0.203,0.198,0.135
2016-03-07,0.2875,0.18616666666666667,0.203,0.198,0.135
2016-03-08,0.225,0.18691666666666668,0.203,0.198,0.135
2016-03-09,0.29270833333333335,0.18698958333333332,0.203,0.19783333333333333,0.135
2016-03-10,0.2375,0.187,0.203,0.19703125000000002,0.135
2016-03-11,0.24479166666666666,0.187,0.203,0.197,0.135
2016-03-12,0.24375,0.187,0.203,0.19634375,0.135
2016-03-13,0.2583333333333333,0.187,0.20313541666666668,0.196,0.13410416666666666
2016-03-14,0.2989583333333333,0.18701041666666668,0.204,0.196,0.134
2016-03-15,0.3,0.18765625,0.204,0.196,0.134
2016-03-16,0.2989583333333333,0.188,0.20451041666666667,0.196,0.134
2016-03-17,0.3,0.188,0.205,0.196,0.134
2016-03-18,0.3,0.18846875,0.205,0.196,0.134
2016-03-19,0.3,0.189,0.205,0.196,0.134
2016-03-20,0.3,0.189,0.20517708333333332,0.196,0.134
2016-03-21,0.3,0.18936458333333334,0.20663541666666665,0.1955,0.134
2016-03-22,0.3,0.19,0.207,0.195,0.134
2016-03-23,0.3,0.19,0.207,0.195,0.134
2016-03-24,0.3,0.19011458333333334,0.207,0.195,0.134
2016-03-25,0.3,0.19098958333333332,0.20782291666666666,0.195,0.134
2016-03-26,0.3,0.191,0.208,0.195,0.134
2016-03-27,0.2989583333333333,0.19101041666666668,0.208,0.195,0.134
2016-03-28,0.3,0.19166666666666668,0.208,0.195,0.13352083333333334
2016-03-29,0.3,0.192,0.20926041666666667,0.195,0.133
2016-03-30,0.2989583333333333,0.19236458333333334,0.21,0.195,0.133
2016-03-31,0.3,0.193,0.21,0.195,0.133
2016-04-01,0.3,0.193,0.21066666666666667,0.195,0.13298958333333333
2016-04-02,0.3020833333333333,0.193,0.21165625,0.195,0.13201041666666669
2016-04-03,0.3072916666666667,0.19366666666666668,0.212,0.195,0.132
2016-04-04,0.3145833333333333,0.194,0.212,0.195,0.132
2016-04-05,0.3208333333333333,0.194,0.21271874999999998,0.195,0.132
2016-04-06,0.33541666666666664,0.19455208333333335,0.213,0.195,0.132
2016-04-07,0.346875,0.195,0.21364583333333334,0.195,0.132
2016-04-08,0.3302083333333333,0.1951875,0.21466666666666667,0.195,NA
2016-04-09,0.32395833333333335,0.19565625,0.215,0.195,NA
2016-04-10,0.35625,0.19594791666666667,0.21558333333333332,0.195,NA
2016-04-11,0.3625,0.1960625,0.217,0.195,NA
2016-04-12,0.36041666666666666,0.19696875,0.21787499999999999,0.195,NA
2016-04-13,0.3729166666666667,0.19798958333333333,0.219,0.195,NA
2016-04-14,0.371875,0.19863541666666668,0.219,0.195,NA
2016-04-15,0.375,0.2000625,0.22003125,0.195,NA
2016-04-16,0.3770833333333333,0.20154166666666667,0.2216875,0.195,NA
2016-04-17,0.3729166666666667,0.20363541666666665,0.22447916666666667,0.195,NA
2016-04-18,0.3854166666666667,0.20553125,0.22657291666666668,0.195,NA
2016-04-19,0.3770833333333333,0.20715625,0.22941666666666669,0.195,NA
2016-04-20,0.3885416666666667,0.20880208333333333,0.23210416666666667,0.19577083333333334,NA
2016-04-21,0.40625,0.20940625,0.23273958333333333,0.19610416666666666,NA
2016-04-22,0.5,0.21198958333333331,0.23597916666666666,0.19848958333333333,NA
2016-04-23,0.5,0.23009375,0.27411458333333333,0.20244791666666667,NA
2016-04-24,0.5,0.25704166666666667,0.32696875000000003,0.25333333333333335,NA
2016-04-25,0.5,0.27348958333333334,0.35344791666666664,0.28760416666666666,NA
2016-04-26,0.5,0.28643749999999996,0.37553125,0.33467708333333335,NA
2016-04-27,0.5,0.29502083333333334,0.3846354166666667,0.3506666666666666,NA
2016-04-28,NA,NA,0.39014583333333336,0.3490833333333333,NA
2016-04-29,NA,NA,0.39389583333333333,0.3473645833333333,NA
2016-04-30,NA,NA,0.39756250000000004,0.3445,NA
2016-05-01,NA,NA,0.40146875000000004,0.3422604166666667,NA
2016-05-02,NA,NA,0.4055625,0.34,NA
2016-05-03,NA,NA,0.4138958333333333,0.3433229166666667,NA
2016-05-04,NA,NA,0.43354166666666666,0.41304166666666664,NA
2016-05-05,NA,NA,0.4466354166666667,0.42933333333333334,NA
2016-05-06,NA,NA,0.45887500000000003,0.43232291666666667,NA
2016-05-07,NA,NA,0.46871875,0.42957291666666664,NA
2016-05-08,NA,NA,0.47594791666666664,0.41859375,NA
2016-05-09,NA,NA,0.48042708333333334,0.40931249999999997,NA
2016-05-10,NA,NA,0.4822083333333333,0.4006354166666667,NA
2016-05-11,NA,NA,0.48332291666666666,0.39395833333333335,NA
2016-05-12,NA,NA,0.4827083333333333,0.38896875000000003,NA
2016-05-13,NA,NA,0.48369791666666667,0.38565625000000003,NA
2016-05-14,NA,NA,0.49875,0.41585416666666664,NA
2016-05-15,NA,NA,0.5072604166666667,0.43722916666666667,NA
2016-05-16,NA,NA,0.5074166666666666,0.43373958333333335,NA
2016-05-17,NA,NA,0.50365625,0.41982291666666666,NA
2016-05-18,NA,NA,0.5066458333333334,0.4266041666666667,NA
2016-05-19,NA,NA,0.5116875,0.43894791666666666,NA
2016-05-20,NA,NA,0.5144270833333333,0.44433333333333336,NA
2016-05-21,NA,NA,0.5154895833333334,0.4444375,NA
2016-05-22,NA,NA,0.5164375,0.44528125,NA
2016-05-23,NA,NA,0.5157395833333334,0.4387083333333333,NA
2016-05-24,NA,NA,0.5171458333333333,0.4431979166666667,NA
2016-05-25,NA,NA,0.5162291666666666,0.4381979166666667,NA
2016-05-26,NA,NA,0.51515625,0.43276041666666665,NA
2016-05-27,NA,NA,0.51015625,0.41713541666666665,NA
2016-05-28,NA,NA,0.5099479166666667,0.41826041666666663,NA
2016-05-29,NA,NA,0.5154062500000001,0.4375625,NA
2016-05-30,NA,NA,0.5159479166666667,0.43659375,NA
2016-05-31,NA,NA,0.5163541666666667,0.44027083333333333,NA
2016-06-01,NA,NA,0.51696875,0.44203125,NA
2016-06-02,NA,NA,0.5179375,0.44408333333333333,NA
2016-06-03,NA,NA,0.5181354166666667,0.4438958333333333,NA
2016-06-04,NA,NA,0.5187291666666667,0.44463541666666667,NA
2016-06-05,NA,NA,0.5159473684210526,0.4427684210526316,NA
2016-06-06,0.5,0.37033333333333335,0.51478125,0.44192708333333336,0.37453125
2016-06-07,0.5,0.36391666666666667,0.5192395833333333,0.44092708333333336,0.3683020833333333
2016-06-08,0.5,0.36492708333333335,0.5185833333333334,0.4384895833333333,0.355625
2016-06-09,0.5,0.36554166666666665,0.5195520833333334,0.44202083333333336,0.3717916666666667
2016-06-10,0.5,0.37024999999999997,0.51975,0.44416666666666665,0.39188541666666665
2016-06-11,0.5010416666666667,0.37415625,0.5204583333333334,0.44565625000000003,0.39813541666666663
2016-06-12,0.5010416666666667,0.38035416666666666,0.5175000000000001,0.44514583333333335,0.38694791666666667
2016-06-13,0.5010416666666667,0.3838020833333333,0.5130520833333333,0.44192708333333336,0.3651875
2016-06-14,0.5020833333333333,0.38523958333333336,0.51265625,0.44302083333333336,0.35380208333333335
2016-06-15,0.503125,0.3864166666666667,0.5113125000000001,0.44063541666666667,0.36615625
2016-06-16,0.503125,0.3889166666666667,0.51559375,0.4384166666666667,0.35590625
2016-06-17,0.509375,0.39025,0.5242291666666666,0.44021875,0.35183333333333333
2016-06-18,0.5125,0.3911041666666667,0.521875,0.43984375,0.3576666666666667
2016-06-19,0.7479166666666667,0.40675,0.52259375,0.43628125,0.34121875
2016-06-20,4.3375,0.3912291666666667,0.5228229166666667,0.42541666666666667,0.31723958333333335
2016-06-21,7.96875,0.3611979166666667,0.5142187500000001,0.40860416666666666,0.2998854166666667
2016-06-22,8.682291666666666,0.34303125,0.50216666666666665,0.39216666666666666,0.2878645833333333
2016-06-23,10.197916666666666,0.3375104166666667,0.4958958333333333,0.38383333333333336,0.28017708333333335
2016-06-24,10.451041666666667,0.3349375,0.49482291666666667,0.38192708333333336,0.27670833333333333
2016-06-25,11.211458333333333,0.32956250000000004,0.48891666666666667,0.376,0.2723541666666667
2016-06-26,11.838541666666666,0.3188854166666667,0.47904166666666664,0.36697916666666663,0.26673958333333336
2016-06-27,12.34375,0.3068125,0.46871875,0.35759375,0.26090625
2016-06-28,12.183333333333334,0.29441666666666666,0.45909375,0.34952083333333334,0.25567708333333333
2016-06-29,11.70625,0.2934583333333333,0.4542916666666667,0.3344479166666667,0.24791666666666667
2016-06-30,10.26875,0.31059375,0.46261458333333333,0.32494791666666667,0.24925
2016-07-01,10,0.33247916666666666,0.4830625,0.3431666666666667,0.26327083333333334
2016-07-02,10.040625,0.33234375,0.48590625,0.34884374999999995,0.26266666666666666
2016-07-03,10.645833333333334,0.32809375,0.48328125,0.3465520833333333,0.25896875
2016-07-04,10.372916666666667,0.32286458333333334,0.47894791666666664,0.34215625,0.25536458333333334
2016-07-05,9.871875,0.3221145833333333,0.4769791666666666,0.3397291666666667,0.25507291666666665
2016-07-06,9.359375,0.33768750000000003,0.49297916666666663,0.366375,0.2790104166666667
2016-07-07,10.439583333333333,0.3273854166666667,0.4846770833333333,0.35594791666666664,0.26733333333333337
2016-07-08,10.510416666666666,0.316125,0.47529166666666667,0.3451666666666667,0.25847916666666665
2016-07-09,11.329166666666666,0.30563541666666666,0.4679479166666667,0.33756250000000004,0.25254166666666666
2016-07-10,12.390625,0.2890729166666667,0.4606354166666667,0.33107291666666666,0.2479375
2016-07-11,11.890625,0.26747916666666666,0.45298958333333333,0.32383333333333336,0.24217708333333332
2016-07-12,11.153125,0.24444791666666668,0.44473958333333335,0.3161979166666667,0.23734375
2016-07-13,11.155208333333333,0.22041666666666668,0.43644791666666666,0.3093958333333333,0.2326875
2016-07-14,11.25625,0.20144791666666667,0.42607291666666663,0.3028125,0.22830208333333335
2016-07-15,10.61875,0.19115625,0.41594791666666664,0.29614583333333333,0.22459375
2016-07-16,10.634375,0.18667708333333333,0.4065625,0.2905625,0.22166666666666668
2016-07-17,11.026041666666666,0.18365625,0.3971145833333333,NA,0.21919791666666666
2016-07-18,10.833333333333334,0.18251041666666667,0.3902291666666667,0.28011458333333333,0.21685416666666665
2016-07-19,10.85,0.1828125,0.38545833333333335,0.27597916666666666,0.21501041666666668
2016-07-20,11.222916666666666,0.18436458333333333,0.38759375,0.27270833333333333,0.21622916666666667
2016-07-21,11.166666666666666,0.18597916666666667,0.3951875,0.274125,0.21735416666666665
2016-07-22,11.757291666666667,0.18834375,0.40046875000000004,0.27447916666666666,0.21555208333333334
2016-07-23,12.828125,0.19278125000000002,0.4030416666666667,0.27464583333333337,0.21465625
2016-07-24,11.892708333333333,0.19413541666666667,0.40108333333333335,0.27323958333333337,0.21354166666666666
2016-07-25,12.308333333333334,0.195,0.39734375,0.27007291666666666,0.21135416666666665
2016-07-26,11.541666666666666,0.19320833333333334,0.39315625000000004,0.26742708333333337,0.21039583333333334
2016-07-27,12.360416666666667,0.19265625,0.38835416666666667,0.26346875000000003,0.2079895833333333
2016-07-28,12.310416666666667,0.18933333333333333,0.37834375,0.25977083333333334,0.20621874999999998
2016-07-29,12.236458333333333,0.18633333333333332,0.36693749999999997,0.254125,0.20398958333333334
2016-07-30,12.715625,0.18339583333333334,0.34804166666666664,0.248375,0.20186458333333335
2016-07-31,12.15625,0.17996874999999998,0.33008333333333334,0.243,0.2003125
2016-08-01,12.673958333333333,0.17767708333333332,0.3108958333333333,0.23785416666666664,0.19743750000000002
2016-08-02,11.344791666666667,0.17345833333333333,0.2918645833333333,0.23283333333333334,0.19538541666666667
2016-08-03,11.663541666666667,0.17252083333333332,0.2777395833333333,0.2285104166666667,0.19376041666666668
2016-08-04,10.277083333333334,0.16960416666666667,0.27020833333333333,0.22605208333333335,0.19280208333333335
2016-08-05,9.913541666666667,0.17021875,0.269625,0.22564583333333335,0.20255208333333333
2016-08-06,9.947916666666666,0.17983333333333332,0.2729375,0.22892708333333334,0.23246875
2016-08-07,11.216666666666667,0.19539583333333335,0.2778229166666667,0.23147916666666668,0.22777083333333334
2016-08-08,11.469791666666667,0.20397916666666666,0.2820625,0.23467708333333334,0.22523958333333333
2016-08-09,11.205208333333333,0.20767708333333332,0.28460416666666666,0.235625,0.22290625
2016-08-10,11.03125,0.2074895833333333,0.28429166666666666,0.23616666666666666,0.22005208333333334
2016-08-11,10.511458333333334,0.20855208333333333,0.28528125,0.23603125,0.21640625
2016-08-12,9.717708333333333,0.20832291666666666,0.2846770833333333,0.23514583333333333,0.2141875
2016-08-13,9.226041666666667,0.20577083333333332,0.2810729166666667,0.2339375,0.21128125
2016-08-14,9.742708333333333,0.2021875,0.2749166666666667,0.23198958333333333,0.20977083333333332
2016-08-15,9.308333333333334,0.1960104166666667,0.2682083333333333,0.23072916666666668,0.20742708333333332
2016-08-16,9.46875,0.19196875,0.26346875000000003,0.22885416666666666,0.20458333333333334
2016-08-17,9.54375,0.18810416666666666,0.2581354166666667,0.2273125,0.20169791666666667
