Date,Stage_cm
2018-01-15,19.809375
2018-01-16,19.361458333333335
2018-01-17,19.636458333333334
2018-01-18,19.263541666666665
2018-01-19,18.396875
2018-01-20,18.566666666666666
2018-01-21,19.169791666666665
2018-01-22,19.06875
2018-01-23,18.879166666666666
2018-01-24,18.65416666666667
2018-01-25,19.160416666666666
2018-01-26,18.902083333333334
2018-01-27,18.558333333333334
2018-01-28,18.702083333333334
2018-01-29,18.541666666666668
2018-01-30,17.430208333333333
2018-01-31,18.697916666666664
2018-02-01,18.971875
2018-02-02,18.413541666666667
2018-02-03,16.790625
2018-02-04,18.563541666666666
2018-02-05,17.414583333333333
2018-02-06,17.78125
2018-02-07,16.929166666666667
2018-02-08,16.2375
2018-02-09,18.115625
2018-02-10,17.9375
2018-03-05,16.62291666666667
2018-03-06,16.378125
2018-03-07,16.076041666666665
2018-03-08,16.130208333333332
2018-03-09,16.302083333333332
2018-03-10,16.05625
2018-03-11,NA
2018-03-12,15.333333333333334
2018-03-13,15.122916666666667
2018-03-14,14.660416666666666
2018-03-15,15.927083333333334
2018-03-16,16.765625
2018-03-17,16.697916666666668
2018-03-18,16.217708333333334
2018-03-19,17.403125
2018-03-20,16.592708333333334
2018-03-21,16.051041666666666
2018-03-22,12.372916666666667
2018-03-23,14.429166666666667
2018-03-24,16.575
2018-03-25,14.601041666666667
2018-03-26,19.185416666666665
2018-03-27,18.230208333333334
2018-03-28,19.727083333333333
2018-03-29,19.577083333333334
2018-03-30,18.885416666666668
2018-03-31,20.905208333333334
2018-04-01,20.811458333333334
2018-04-02,18.7
2018-04-03,20.0375
2018-04-04,17.094791666666666
2018-04-05,18.248958333333334
2018-04-06,18.225
2018-04-07,17.061458333333334
2018-04-08,18.109375
2018-04-09,16.934375
2018-04-10,16.742708333333333
2018-04-11,15.1375
2018-04-12,17.76875
2018-04-13,14.441666666666666
2018-04-14,16.20625
2018-04-15,14.330208333333333
2018-04-16,15.51875
2018-04-17,15.986458333333333
2018-04-18,16.951041666666665
2018-04-19,15.497916666666667
2018-04-20,13.3625
2018-04-21,14.438541666666666
2018-04-22,15.073958333333334
2018-04-23,13.401041666666666
2018-04-24,13.811458333333333
2018-04-25,14.607291666666667
2018-04-26,12.683333333333334
2018-04-27,11.860416666666666
2018-04-28,11.361458333333333
2018-04-29,14.841666666666667
2018-04-30,14.759375
2018-05-01,17.969791666666666
2018-05-02,19.653125
2018-05-03,25.35
2018-05-04,27.158680555555556
2018-05-05,26.570833333333333
2018-05-06,26.20625
2018-05-07,25.78125
2018-05-08,25.064583333333335
2018-05-09,24.473958333333332
2018-05-10,23.875
2018-05-11,23.5375
2018-05-12,24.520833333333332
2018-05-13,27.934375
2018-05-14,27.01875
2018-05-15,26.523958333333333
2018-05-16,25.969791666666666
2018-05-17,25.273958333333333
2018-05-18,24.808333333333334
2018-05-19,24.361458333333335
2018-05-20,24.144791666666666
2018-05-21,23.532291666666666
2018-05-22,23.084375
2018-05-23,22.666666666666668
2018-05-24,22.130208333333332
2018-05-25,21.691666666666666
2018-05-26,21.266666666666666
2018-05-27,20.86875
2018-05-28,20.665625
2018-05-29,20.400000000000002
2018-05-30,20.003125
2018-05-31,19.590625
2018-06-01,19.109375
2018-06-02,18.788541666666667
2018-06-03,18.6
2018-06-04,18.304166666666667
2018-06-05,17.95104166666667
2018-06-06,17.8125
2018-06-07,17.565625
2018-06-08,17.134375
2018-06-09,16.775
2018-06-10,16.292708333333334
2018-06-11,15.938541666666667
2018-06-12,15.785416666666666
2018-06-13,15.558333333333334
2018-06-14,15.383333333333333
