Date,SM_5,SM_40,SM_50,Ts_C
2017-03-01,0.42215625,0.56015625,0.44077083333333333,0.7
2017-03-02,0.4233854166666667,0.5603854166666667,0.4407916666666667,0.7
2017-03-03,0.4245,0.56034375,0.44083333333333335,0.7
2017-03-04,0.42541666666666667,0.5602916666666667,0.44078125,0.7
2017-03-05,0.426375,0.5603958333333334,0.44086458333333334,0.7
2017-03-06,0.427,0.5603750000000001,0.44077083333333333,0.6989583333333332
2017-03-07,0.4278958333333333,0.5603020833333334,0.441,0.6968749999999999
2017-03-08,0.429,0.5600312500000001,0.441,0.6802083333333333
2017-03-09,0.4298020833333333,0.56,0.441,0.671875
2017-03-10,0.43047916666666663,0.56,0.441,0.646875
2017-03-11,0.431375,0.56,0.441,0.634375
2017-03-12,0.432,0.56,0.441,0.621875
2017-03-13,0.4326875,0.56,0.441,0.615625
2017-03-14,0.43326041666666665,0.56,0.441,0.6052083333333333
2017-03-15,0.434,0.56,0.441,0.6041666666666666
2017-03-16,0.434,0.56,0.441,0.6010416666666667
2017-03-17,0.4346145833333333,0.5603125000000001,0.4421979166666667,0.6041666666666666
2017-03-18,0.43522916666666667,0.5610520833333333,0.44483333333333336,0.6
2017-03-19,0.4360833333333333,0.5620416666666668,0.45405208333333336,0.6010416666666667
2017-03-20,0.4369895833333333,0.5639791666666666,0.45784375,0.6020833333333333
2017-03-21,0.4376875,0.564,0.4592291666666667,0.6010416666666667
2017-03-22,0.4388958333333333,0.5647395833333333,0.46,0.6010416666666667
2017-03-23,0.4401145833333333,0.565,0.46,0.6010416666666667
2017-03-24,0.4418229166666667,0.565,0.46078125000000003,0.6010416666666667
2017-03-25,0.4437916666666667,0.565,0.46186458333333336,0.6
2017-03-26,0.44604166666666667,0.565,0.4619479166666667,0.6
2017-03-27,0.4478854166666667,0.565,0.462,0.6
2017-03-28,0.449625,0.565,0.462,0.6
2017-03-29,0.45125000000000004,0.5648229166666666,0.46207291666666667,0.6
2017-03-30,0.45252083333333337,0.5643333333333332,0.46228125000000003,0.6
2017-03-31,0.45375,0.564,0.46258333333333335,0.6
2017-04-01,0.4551145833333333,0.564,0.463,0.6
2017-04-02,0.4561145833333333,0.564,0.463,0.6
2017-04-03,0.45755208333333336,0.564,0.463,0.6
