date_time,"Event, units (LGR S/N: 10497667, SEN S/N: 10497667)"
9/13/2016 1:10,93.2
9/13/2016 1:29,93.3
9/13/2016 1:42,93.4
9/13/2016 2:20,93.5
9/13/2016 2:33,93.6
9/13/2016 2:54,93.7
9/13/2016 3:08,93.8
9/13/2016 3:27,93.9
9/13/2016 3:46,94
9/13/2016 4:22,94.1
9/13/2016 4:42,94.2
9/13/2016 5:17,94.3
9/13/2016 5:33,94.4
9/13/2016 6:13,94.5
9/13/2016 6:54,94.6
9/13/2016 8:30,94.7
9/13/2016 11:14,94.8
9/23/2016 21:27,94.9
9/23/2016 21:35,95
9/23/2016 21:45,95.1
10/6/2016 3:30,95.2
10/6/2016 3:42,95.3
10/6/2016 4:04,95.4
10/6/2016 4:45,95.5
10/6/2016 8:29,95.6
10/6/2016 8:38,95.7
10/6/2016 8:45,95.8
10/11/2016 11:52,95.9
10/11/2016 11:55,96
10/11/2016 22:54,96.1
10/11/2016 22:57,96.2
10/11/2016 23:01,96.3
10/11/2016 23:05,96.4
10/11/2016 23:08,96.5
10/11/2016 23:11,96.6
10/11/2016 23:13,96.7
10/11/2016 23:14,96.8
10/11/2016 23:20,96.9
10/11/2016 23:22,97
10/11/2016 23:27,97.1
10/11/2016 23:31,97.2
10/11/2016 23:36,97.3
10/11/2016 23:38,97.4
10/11/2016 23:43,97.5
10/11/2016 23:47,97.6
10/11/2016 23:52,97.7
10/11/2016 23:54,97.8
10/11/2016 23:57,97.9
10/11/2016 23:58,98
10/12/2016 0:03,98.1
10/12/2016 0:10,98.2
10/12/2016 7:54,98.3
10/12/2016 8:19,98.4
10/18/2016 23:16,98.5
10/18/2016 23:21,98.6
10/19/2016 0:30,98.7
10/19/2016 0:52,98.8
10/25/2016 18:58,98.9
10/25/2016 18:59,99
10/25/2016 18:59,99.1
11/3/2016 15:04,99.2
11/17/2016 9:15,99.3
11/17/2016 10:48,99.4
11/17/2016 11:54,99.5
11/18/2016 11:22,99.6
11/18/2016 12:52,99.7
11/18/2016 13:05,99.8
11/18/2016 13:32,99.9
11/18/2016 14:23,100
11/18/2016 14:41,100.1
11/18/2016 14:57,100.2
11/19/2016 10:30,100.3
11/19/2016 11:07,100.4
11/19/2016 11:13,100.5
11/19/2016 11:23,100.6
11/19/2016 11:30,100.7
11/19/2016 11:45,100.8
11/19/2016 11:53,100.9
11/19/2016 12:01,101
11/19/2016 12:14,101.1
11/19/2016 12:42,101.2
11/19/2016 13:03,101.3
11/19/2016 13:44,101.4
11/19/2016 14:06,101.5
11/19/2016 14:26,101.6
11/19/2016 14:44,101.7
11/19/2016 15:16,101.8
11/19/2016 15:36,101.9
11/19/2016 16:30,102
11/20/2016 10:38,102.1
11/20/2016 10:54,102.2
11/20/2016 11:02,102.3
11/22/2016 0:10,102.4
11/22/2016 0:17,102.5
11/22/2016 0:38,102.6
11/22/2016 0:47,102.7
11/22/2016 1:00,102.8
11/22/2016 1:06,102.9
11/22/2016 1:10,103
11/22/2016 1:14,103.1
11/22/2016 1:20,103.2
11/22/2016 1:25,103.3
11/22/2016 1:31,103.4
11/22/2016 1:35,103.5
11/22/2016 1:42,103.6
11/22/2016 1:47,103.7
11/22/2016 1:55,103.8
11/22/2016 1:59,103.9
11/22/2016 2:05,104
11/22/2016 2:08,104.1
11/22/2016 2:11,104.2
11/22/2016 2:14,104.3
11/22/2016 2:18,104.4
11/22/2016 2:21,104.5
11/22/2016 2:27,104.6
11/22/2016 2:40,104.7
11/23/2016 10:28,104.8
12/4/2016 11:05,104.9
12/4/2016 11:21,105
12/9/2016 14:25,105.1
12/9/2016 14:32,105.2
12/9/2016 14:38,105.3
12/9/2016 14:45,105.4
12/9/2016 14:51,105.5
12/9/2016 15:03,105.6
12/9/2016 15:11,105.7
12/9/2016 15:23,105.8
12/9/2016 15:34,105.9
12/9/2016 15:50,106
12/9/2016 16:16,106.1
12/10/2016 11:24,106.2
12/10/2016 12:23,106.3
12/10/2016 13:31,106.4
12/10/2016 13:35,106.5
12/10/2016 13:43,106.6
12/10/2016 13:50,106.7
12/10/2016 13:58,106.8
12/10/2016 14:07,106.9
12/10/2016 14:14,107
12/10/2016 14:22,107.1
12/10/2016 14:31,107.2
12/10/2016 14:38,107.3
12/10/2016 14:43,107.4
12/10/2016 14:51,107.5
12/10/2016 14:55,107.6
12/10/2016 15:01,107.7
12/10/2016 15:09,107.8
12/11/2016 10:21,107.9
12/11/2016 10:52,108
12/11/2016 10:54,108.1
12/11/2016 10:56,108.2
12/11/2016 10:59,108.3
12/12/2016 13:10,108.4
2/26/2017 12:49,0.1
2/26/2017 12:54,0.2
2/26/2017 12:57,0.3
2/26/2017 13:06,0.4
2/26/2017 13:14,0.5
2/26/2017 13:40,0.6
2/26/2017 13:46,0.7
2/26/2017 13:52,0.8
2/26/2017 14:18,0.9
2/26/2017 15:22,1
2/26/2017 16:00,1.1
2/27/2017 9:23,1.2
2/27/2017 10:06,1.3
2/27/2017 10:12,1.4
2/27/2017 10:19,1.5
2/27/2017 10:31,1.6
2/27/2017 10:56,1.7
2/27/2017 11:06,1.8
2/27/2017 11:10,1.9
2/27/2017 11:18,2
2/27/2017 11:24,2.1
2/27/2017 11:29,2.2
2/27/2017 11:34,2.3
2/27/2017 11:40,2.4
2/27/2017 11:46,2.5
2/27/2017 11:50,2.6
2/27/2017 11:55,2.7
2/27/2017 12:08,2.8
2/27/2017 12:21,2.9
2/27/2017 12:27,3
2/27/2017 12:31,3.1
2/27/2017 12:33,3.2
2/27/2017 12:36,3.3
2/27/2017 12:40,3.4
2/27/2017 12:44,3.5
2/27/2017 12:47,3.6
2/27/2017 12:50,3.7
2/27/2017 12:53,3.8
2/27/2017 12:55,3.9
2/27/2017 13:00,4
2/27/2017 13:06,4.1
2/27/2017 13:12,4.2
2/27/2017 13:21,4.3
2/27/2017 13:35,4.4
3/11/2017 6:41,4.5
3/23/2017 21:27,4.6
3/23/2017 21:46,4.7
3/23/2017 21:49,4.8
3/23/2017 21:53,4.9
3/23/2017 22:02,5
3/23/2017 22:12,5.1
3/23/2017 23:21,5.2
3/23/2017 23:45,5.3
3/24/2017 3:12,5.4
3/24/2017 3:31,5.5
3/24/2017 4:06,5.6
3/26/2017 13:00,5.7
3/26/2017 13:04,5.8
3/26/2017 13:05,5.9
3/26/2017 13:08,6
3/26/2017 13:19,6.1
3/26/2017 13:45,6.2
3/26/2017 15:04,6.3
3/26/2017 15:05,6.4
3/26/2017 15:06,6.5
3/26/2017 15:07,6.6
3/26/2017 15:09,6.7
3/26/2017 15:33,6.8
3/26/2017 15:39,6.9
3/26/2017 15:43,7
3/26/2017 15:52,7.1
3/26/2017 17:12,7.2
3/26/2017 17:16,7.3
3/26/2017 17:25,7.4
3/26/2017 18:24,7.5
3/26/2017 18:45,7.6
3/27/2017 13:44,7.7
3/28/2017 6:54,7.8
3/28/2017 7:21,7.9
3/28/2017 7:40,8
3/28/2017 7:49,8.1
3/28/2017 7:57,8.2
3/28/2017 8:01,8.3
3/28/2017 8:07,8.4
3/28/2017 8:11,8.5
3/28/2017 8:20,8.6
3/28/2017 8:26,8.7
3/28/2017 8:32,8.8
3/28/2017 8:36,8.9
3/28/2017 8:43,9
3/28/2017 8:46,9.1
3/28/2017 8:52,9.2
3/28/2017 8:58,9.3
3/28/2017 9:06,9.4
3/28/2017 9:15,9.5
3/28/2017 9:25,9.6
3/28/2017 9:31,9.7
3/28/2017 10:08,9.8
3/28/2017 10:45,9.9
3/28/2017 14:19,10
3/28/2017 14:51,10.1
3/28/2017 15:56,10.2
3/28/2017 16:20,10.3
3/28/2017 16:37,10.4
3/28/2017 16:49,10.5
3/28/2017 16:59,10.6
3/28/2017 17:09,10.7
3/28/2017 17:15,10.8
3/28/2017 17:19,10.9
3/28/2017 17:28,11
3/28/2017 17:33,11.1
3/28/2017 17:40,11.2
3/28/2017 17:48,11.3
3/28/2017 18:01,11.4
3/28/2017 18:05,11.5
3/28/2017 18:10,11.6
3/28/2017 18:14,11.7
3/28/2017 18:19,11.8
3/28/2017 18:25,11.9
3/28/2017 18:34,12
3/28/2017 18:44,12.1
3/28/2017 18:55,12.2
3/28/2017 19:02,12.3
3/28/2017 19:10,12.4
3/28/2017 19:20,12.5
3/28/2017 19:27,12.6
3/28/2017 19:34,12.7
3/28/2017 19:39,12.8
3/28/2017 19:43,12.9
3/28/2017 19:51,13
3/28/2017 19:58,13.1
3/28/2017 20:08,13.2
3/28/2017 20:20,13.3
3/28/2017 20:40,13.4
3/28/2017 20:55,13.5
3/28/2017 21:18,13.6
3/28/2017 23:01,13.7
3/29/2017 2:58,13.8
3/31/2017 0:27,13.9
3/31/2017 0:36,14
3/31/2017 0:39,14.1
3/31/2017 0:51,14.2
3/31/2017 1:03,14.3
3/31/2017 6:41,14.4
3/31/2017 7:03,14.5
3/31/2017 7:21,14.6
3/31/2017 7:29,14.7
3/31/2017 7:43,14.8
3/31/2017 7:57,14.9
3/31/2017 8:17,15
3/31/2017 8:28,15.1
3/31/2017 8:42,15.2
3/31/2017 8:52,15.3
3/31/2017 9:09,15.4
3/31/2017 9:17,15.5
3/31/2017 9:40,15.6
3/31/2017 9:56,15.7
3/31/2017 10:19,15.8
3/31/2017 10:35,15.9
3/31/2017 11:20,16
3/31/2017 11:37,16.1
3/31/2017 12:11,16.2
3/31/2017 12:19,16.3
3/31/2017 12:39,16.4
3/31/2017 12:53,16.5
3/31/2017 13:13,16.6
3/31/2017 13:25,16.7
3/31/2017 13:51,16.8
3/31/2017 14:14,16.9
3/31/2017 14:22,17
3/31/2017 14:31,17.1
3/31/2017 14:42,17.2
3/31/2017 14:51,17.3
3/31/2017 15:07,17.4
3/31/2017 15:15,17.5
3/31/2017 15:25,17.6
3/31/2017 15:33,17.7
3/31/2017 15:43,17.8
3/31/2017 15:53,17.9
3/31/2017 16:06,18
3/31/2017 16:22,18.1
3/31/2017 16:45,18.2
3/31/2017 16:48,18.3
3/31/2017 17:02,18.4
3/31/2017 17:17,18.5
3/31/2017 20:49,18.6
3/31/2017 21:04,18.7
3/31/2017 21:28,18.8
3/31/2017 21:50,18.9
4/1/2017 12:22,19
4/1/2017 12:24,19.1
4/1/2017 12:25,19.2
4/1/2017 12:27,19.3
4/1/2017 12:29,19.4
4/1/2017 12:31,19.5
4/1/2017 12:32,19.6
4/1/2017 12:34,19.7
4/1/2017 12:35,19.8
4/1/2017 12:37,19.9
4/1/2017 12:38,20
4/1/2017 12:39,20.1
4/1/2017 12:41,20.2
4/1/2017 12:43,20.3
4/1/2017 12:45,20.4
4/1/2017 12:46,20.5
4/1/2017 12:48,20.6
4/1/2017 12:49,20.7
4/1/2017 12:52,20.8
4/1/2017 12:53,20.9
4/1/2017 12:55,21
4/1/2017 12:57,21.1
4/1/2017 13:00,21.2
4/1/2017 13:01,21.3
4/1/2017 13:04,21.4
4/1/2017 13:06,21.5
4/1/2017 13:08,21.6
4/1/2017 13:10,21.7
4/1/2017 13:13,21.8
4/1/2017 13:15,21.9
4/1/2017 13:18,22
4/1/2017 13:21,22.1
4/1/2017 13:28,22.2
4/1/2017 13:31,22.3
4/1/2017 13:38,22.4
4/1/2017 13:40,22.5
4/1/2017 13:45,22.6
4/1/2017 13:49,22.7
4/1/2017 13:54,22.8
4/1/2017 14:01,22.9
4/1/2017 14:07,23
4/2/2017 8:04,23.1
4/2/2017 23:47,23.2
4/2/2017 23:56,23.3
4/3/2017 0:01,23.4
4/3/2017 3:45,23.5
4/4/2017 11:43,23.6
4/4/2017 11:45,23.7
4/4/2017 11:47,23.8
4/4/2017 11:48,23.9
4/4/2017 11:50,24
4/4/2017 11:52,24.1
4/4/2017 11:54,24.2
4/4/2017 11:55,24.3
4/4/2017 11:57,24.4
4/4/2017 11:58,24.5
4/4/2017 12:00,24.6
4/4/2017 12:01,24.7
4/4/2017 12:02,24.8
4/4/2017 12:03,24.9
4/4/2017 12:06,25
4/4/2017 12:07,25.1
4/4/2017 12:09,25.2
4/4/2017 12:10,25.3
4/4/2017 12:13,25.4
4/4/2017 12:15,25.5
4/4/2017 12:16,25.6
4/5/2017 9:11,25.7
4/5/2017 9:12,25.8
4/5/2017 9:14,25.9
4/5/2017 9:16,26
4/5/2017 9:17,26.1
4/5/2017 9:18,26.2
4/5/2017 9:19,26.3
4/5/2017 9:22,26.4
4/5/2017 9:23,26.5
4/5/2017 9:25,26.6
4/5/2017 9:26,26.7
4/5/2017 9:28,26.8
4/5/2017 9:29,26.9
4/5/2017 9:32,27
4/5/2017 9:34,27.1
4/5/2017 9:36,27.2
4/5/2017 9:38,27.3
4/5/2017 9:40,27.4
4/5/2017 9:41,27.5
4/5/2017 9:43,27.6
4/5/2017 9:45,27.7
4/5/2017 9:47,27.8
4/5/2017 9:49,27.9
4/5/2017 9:51,28
4/9/2017 1:07,28.1
4/20/2017 18:20,28.2
4/20/2017 18:26,28.3
4/20/2017 18:31,28.4
4/20/2017 18:33,28.5
4/20/2017 18:34,28.6
4/20/2017 18:35,28.7
4/20/2017 18:37,28.8
4/20/2017 18:38,28.9
4/20/2017 18:40,29
4/20/2017 18:42,29.1
4/20/2017 18:44,29.2
4/20/2017 18:45,29.3
4/20/2017 18:49,29.4
4/20/2017 18:50,29.5
4/20/2017 18:53,29.6
4/20/2017 18:54,29.7
4/20/2017 18:55,29.8
4/20/2017 18:56,29.9
4/20/2017 18:58,30
4/20/2017 18:59,30.1
4/20/2017 19:00,30.2
4/20/2017 19:01,30.3
4/20/2017 19:02,30.4
4/20/2017 19:03,30.5
4/20/2017 19:05,30.6
4/20/2017 19:07,30.7
4/20/2017 19:21,30.8
4/20/2017 20:53,30.9
4/20/2017 21:08,31
4/20/2017 21:21,31.1
4/20/2017 21:52,31.2
4/20/2017 22:46,31.3
4/20/2017 23:23,31.4
4/20/2017 23:25,31.5
4/20/2017 23:28,31.6
4/20/2017 23:30,31.7
4/20/2017 23:34,31.8
4/20/2017 23:36,31.9
4/20/2017 23:40,32
4/20/2017 23:42,32.1
4/20/2017 23:48,32.2
4/20/2017 23:51,32.3
4/20/2017 23:55,32.4
4/20/2017 23:58,32.5
4/21/2017 0:01,32.6
4/21/2017 0:05,32.7
4/21/2017 0:12,32.8
4/21/2017 0:14,32.9
4/21/2017 0:18,33
4/21/2017 0:21,33.1
4/21/2017 0:26,33.2
4/21/2017 0:29,33.3
4/21/2017 0:32,33.4
4/21/2017 0:36,33.5
4/21/2017 1:01,33.6
4/21/2017 1:12,33.7
4/21/2017 1:21,33.8
4/21/2017 1:27,33.9
4/21/2017 1:33,34
4/21/2017 1:36,34.1
4/21/2017 1:46,34.2
4/21/2017 1:48,34.3
4/21/2017 1:53,34.4
4/21/2017 1:57,34.5
4/21/2017 2:04,34.6
4/21/2017 2:08,34.7
4/21/2017 2:15,34.8
4/21/2017 2:20,34.9
4/21/2017 2:31,35
4/21/2017 2:37,35.1
4/21/2017 2:41,35.2
4/21/2017 2:46,35.3
4/21/2017 2:52,35.4
4/21/2017 2:57,35.5
4/21/2017 3:03,35.6
4/21/2017 3:06,35.7
4/21/2017 3:11,35.8
4/21/2017 3:15,35.9
4/21/2017 3:20,36
4/21/2017 3:24,36.1
4/21/2017 3:28,36.2
4/21/2017 3:30,36.3
4/21/2017 3:33,36.4
4/21/2017 3:36,36.5
4/21/2017 3:39,36.6
4/21/2017 3:42,36.7
4/21/2017 3:45,36.8
4/21/2017 3:47,36.9
4/21/2017 3:50,37
4/21/2017 3:52,37.1
4/21/2017 3:53,37.2
4/21/2017 3:54,37.3
4/21/2017 3:56,37.4
4/21/2017 3:57,37.5
4/21/2017 4:00,37.6
4/21/2017 4:02,37.7
4/21/2017 4:04,37.8
4/21/2017 4:06,37.9
4/21/2017 4:09,38
4/21/2017 4:12,38.1
4/21/2017 4:17,38.2
4/21/2017 4:20,38.3
4/21/2017 4:23,38.4
4/21/2017 4:26,38.5
4/21/2017 4:29,38.6
4/21/2017 4:31,38.7
4/21/2017 4:35,38.8
4/21/2017 4:40,38.9
4/21/2017 7:06,39
4/21/2017 14:10,39.1
4/21/2017 17:22,39.2
4/21/2017 18:34,39.3
4/21/2017 19:21,39.4
4/21/2017 19:50,39.5
4/21/2017 19:58,39.6
4/21/2017 20:01,39.7
4/21/2017 20:12,39.8
4/21/2017 20:29,39.9
4/21/2017 22:35,40
4/21/2017 22:53,40.1
4/21/2017 23:10,40.2
4/21/2017 23:28,40.3
4/22/2017 0:35,40.4
4/22/2017 0:54,40.5
4/22/2017 1:51,40.6
4/22/2017 3:50,40.7
4/22/2017 5:23,40.8
4/22/2017 6:18,40.9
4/24/2017 19:04,41
4/24/2017 23:10,41.1
4/24/2017 23:11,41.2
4/24/2017 23:12,41.3
4/24/2017 23:12,41.4
4/24/2017 23:13,41.5
4/24/2017 23:14,41.6
4/24/2017 23:14,41.7
4/24/2017 23:15,41.8
4/24/2017 23:16,41.9
4/24/2017 23:17,42
4/24/2017 23:19,42.1
4/24/2017 23:22,42.2
4/24/2017 23:25,42.3
4/24/2017 23:29,42.4
4/24/2017 23:32,42.5
4/24/2017 23:35,42.6
4/24/2017 23:38,42.7
4/24/2017 23:40,42.8
4/24/2017 23:42,42.9
4/24/2017 23:44,43
4/24/2017 23:47,43.1
4/24/2017 23:49,43.2
4/24/2017 23:52,43.3
4/24/2017 23:56,43.4
4/24/2017 23:58,43.5
4/25/2017 0:00,43.6
4/25/2017 0:04,43.7
4/25/2017 12:42,43.8
4/25/2017 13:16,43.9
4/27/2017 11:38,44
4/27/2017 11:50,44.1
4/27/2017 12:05,44.2
4/27/2017 12:11,44.3
4/27/2017 12:23,44.4
4/27/2017 12:26,44.5
4/27/2017 12:29,44.6
4/27/2017 12:32,44.7
4/27/2017 12:38,44.8
4/27/2017 12:48,44.9
4/28/2017 13:49,45
4/28/2017 15:18,45.1
4/29/2017 15:35,45.2
4/29/2017 15:40,45.3
4/29/2017 15:51,45.4
4/29/2017 15:55,45.5
4/29/2017 16:02,45.6
4/29/2017 16:07,45.7
4/29/2017 16:15,45.8
4/29/2017 16:21,45.9
4/29/2017 16:28,46
4/29/2017 16:34,46.1
4/29/2017 16:41,46.2
4/29/2017 16:47,46.3
4/29/2017 16:56,46.4
4/29/2017 17:03,46.5
4/29/2017 17:15,46.6
4/29/2017 17:29,46.7
4/29/2017 18:01,46.8
4/29/2017 18:41,46.9
4/30/2017 8:22,47
4/30/2017 8:35,47.1
4/30/2017 8:42,47.2
4/30/2017 8:49,47.3
4/30/2017 8:55,47.4
4/30/2017 9:05,47.5
4/30/2017 9:11,47.6
4/30/2017 9:13,47.7
4/30/2017 9:20,47.8
4/30/2017 9:21,47.9
4/30/2017 9:27,48
4/30/2017 9:31,48.1
4/30/2017 9:34,48.2
4/30/2017 9:39,48.3
4/30/2017 9:43,48.4
4/30/2017 9:47,48.5
4/30/2017 9:52,48.6
4/30/2017 9:54,48.7
4/30/2017 10:01,48.8
4/30/2017 10:04,48.9
4/30/2017 10:09,49
4/30/2017 10:13,49.1
4/30/2017 10:18,49.2
4/30/2017 10:21,49.3
4/30/2017 10:25,49.4
4/30/2017 10:28,49.5
4/30/2017 10:32,49.6
4/30/2017 10:35,49.7
4/30/2017 10:38,49.8
4/30/2017 10:41,49.9
4/30/2017 10:44,50
4/30/2017 10:46,50.1
4/30/2017 10:48,50.2
4/30/2017 10:50,50.3
4/30/2017 10:53,50.4
4/30/2017 10:55,50.5
4/30/2017 10:57,50.6
4/30/2017 10:58,50.7
5/2/2017 21:58,50.8
5/2/2017 22:01,50.9
5/2/2017 22:04,51
5/2/2017 22:17,51.1
5/2/2017 23:45,51.2
5/3/2017 3:32,51.3
5/8/2017 16:09,51.4
5/8/2017 20:52,51.5
5/8/2017 21:36,51.6
5/8/2017 23:17,51.7
5/8/2017 23:29,51.8
5/8/2017 23:35,51.9
5/8/2017 23:44,52
5/8/2017 23:56,52.1
5/9/2017 1:39,52.2
5/9/2017 1:53,52.3
5/9/2017 2:03,52.4
5/9/2017 2:29,52.5
5/9/2017 3:38,52.6
5/9/2017 3:53,52.7
5/9/2017 9:27,52.8
5/9/2017 10:25,52.9
5/10/2017 5:06,53
5/10/2017 8:10,53.1
5/10/2017 9:01,53.2
5/10/2017 9:13,53.3
5/10/2017 9:20,53.4
5/10/2017 9:25,53.5
5/10/2017 9:32,53.6
5/10/2017 9:37,53.7
5/10/2017 9:40,53.8
5/10/2017 9:42,53.9
5/10/2017 9:45,54
5/10/2017 9:47,54.1
5/10/2017 9:52,54.2
5/10/2017 10:01,54.3
5/10/2017 10:10,54.4
5/10/2017 10:20,54.5
5/10/2017 15:33,54.6
5/10/2017 15:43,54.7
5/10/2017 15:50,54.8
5/10/2017 16:01,54.9
5/10/2017 16:15,55
5/10/2017 16:41,55.1
5/10/2017 21:24,55.2
5/10/2017 21:49,55.3
5/11/2017 0:47,55.4
5/11/2017 1:03,55.5
5/11/2017 1:28,55.6
5/11/2017 6:51,55.7
5/16/2017 14:58,55.8
5/17/2017 18:01,55.9
5/17/2017 18:08,56
5/17/2017 18:11,56.1
5/17/2017 18:59,56.2
5/17/2017 19:30,56.3
5/17/2017 20:05,56.4
5/17/2017 20:13,56.5
5/17/2017 20:21,56.6
5/17/2017 20:29,56.7
5/17/2017 20:39,56.8
5/17/2017 20:50,56.9
5/17/2017 20:58,57
5/17/2017 21:01,57.1
5/17/2017 21:05,57.2
5/17/2017 21:08,57.3
5/17/2017 21:11,57.4
5/17/2017 21:12,57.5
5/17/2017 21:15,57.6
5/17/2017 21:16,57.7
5/17/2017 21:18,57.8
5/17/2017 21:21,57.9
5/17/2017 21:25,58
5/17/2017 21:28,58.1
5/17/2017 21:33,58.2
5/17/2017 21:41,58.3
5/17/2017 22:08,58.4
5/17/2017 22:16,58.5
5/17/2017 22:23,58.6
5/17/2017 22:30,58.7
5/17/2017 22:54,58.8
5/17/2017 22:59,58.9
5/17/2017 23:03,59
5/17/2017 23:07,59.1
5/17/2017 23:10,59.2
5/17/2017 23:12,59.3
5/17/2017 23:15,59.4
5/17/2017 23:18,59.5
5/17/2017 23:21,59.6
5/17/2017 23:24,59.7
5/17/2017 23:28,59.8
5/17/2017 23:30,59.9
5/17/2017 23:34,60
5/17/2017 23:37,60.1
5/17/2017 23:41,60.2
5/17/2017 23:47,60.3
5/17/2017 23:54,60.4
5/17/2017 23:58,60.5
5/18/2017 0:05,60.6
5/18/2017 0:11,60.7
5/18/2017 0:19,60.8
5/18/2017 0:24,60.9
5/18/2017 0:33,61
5/18/2017 0:40,61.1
5/18/2017 0:48,61.2
5/18/2017 0:55,61.3
5/18/2017 1:06,61.4
5/18/2017 1:15,61.5
5/18/2017 1:27,61.6
5/18/2017 1:42,61.7
5/18/2017 1:57,61.8
5/18/2017 2:03,61.9
5/18/2017 2:10,62
5/18/2017 2:15,62.1
5/18/2017 2:22,62.2
5/18/2017 2:29,62.3
5/18/2017 2:39,62.4
5/18/2017 2:44,62.5
5/18/2017 2:51,62.6
5/18/2017 2:56,62.7
5/18/2017 3:02,62.8
5/18/2017 3:06,62.9
5/18/2017 3:11,63
5/18/2017 3:14,63.1
5/18/2017 3:18,63.2
5/18/2017 3:20,63.3
5/18/2017 3:23,63.4
5/18/2017 3:26,63.5
5/18/2017 3:30,63.6
5/18/2017 3:34,63.7
5/18/2017 3:40,63.8
5/18/2017 3:46,63.9
5/18/2017 3:51,64
5/18/2017 3:54,64.1
5/18/2017 4:01,64.2
5/18/2017 4:06,64.3
5/18/2017 4:11,64.4
5/18/2017 4:14,64.5
5/18/2017 4:21,64.6
5/18/2017 4:25,64.7
5/18/2017 4:29,64.8
5/18/2017 4:33,64.9
5/18/2017 4:37,65
5/18/2017 4:41,65.1
5/18/2017 4:44,65.2
5/18/2017 4:48,65.3
5/18/2017 4:52,65.4
5/18/2017 4:56,65.5
5/18/2017 5:02,65.6
5/18/2017 5:07,65.7
5/18/2017 5:14,65.8
5/18/2017 5:17,65.9
5/18/2017 5:22,66
5/18/2017 5:25,66.1
5/18/2017 5:30,66.2
5/18/2017 5:35,66.3
5/18/2017 5:55,66.4
5/18/2017 6:17,66.5
5/18/2017 6:27,66.6
5/18/2017 6:34,66.7
5/19/2017 11:13,66.8
5/19/2017 11:15,66.9
5/19/2017 11:17,67
5/19/2017 11:19,67.1
5/19/2017 11:23,67.2
5/19/2017 11:26,67.3
5/19/2017 11:28,67.4
5/19/2017 11:30,67.5
5/19/2017 11:32,67.6
5/19/2017 11:36,67.7
5/19/2017 11:38,67.8
5/19/2017 11:41,67.9
5/19/2017 11:47,68
5/19/2017 11:50,68.1
5/19/2017 11:54,68.2
5/19/2017 11:56,68.3
5/19/2017 11:59,68.4
5/19/2017 12:01,68.5
5/19/2017 12:03,68.6
5/19/2017 12:04,68.7
5/19/2017 12:06,68.8
5/19/2017 12:07,68.9
5/19/2017 12:09,69
5/19/2017 12:10,69.1
5/19/2017 12:12,69.2
5/19/2017 12:14,69.3
5/19/2017 12:16,69.4
5/19/2017 12:17,69.5
5/19/2017 12:19,69.6
5/19/2017 12:20,69.7
5/19/2017 12:21,69.8
5/19/2017 12:22,69.9
5/19/2017 12:24,70
5/19/2017 12:24,70.1
5/19/2017 12:26,70.2
5/19/2017 12:27,70.3
5/19/2017 12:29,70.4
5/19/2017 12:30,70.5
5/19/2017 12:32,70.6
5/19/2017 12:33,70.7
5/19/2017 12:37,70.8
5/19/2017 12:37,70.9
5/19/2017 12:38,71
5/19/2017 12:39,71.1
5/19/2017 12:41,71.2
5/19/2017 12:42,71.3
5/19/2017 12:43,71.4
5/19/2017 12:44,71.5
5/19/2017 12:46,71.6
5/19/2017 12:47,71.7
5/19/2017 12:48,71.8
5/19/2017 12:49,71.9
5/19/2017 12:50,72
5/19/2017 12:51,72.1
5/19/2017 12:53,72.2
5/19/2017 12:54,72.3
5/19/2017 12:56,72.4
5/19/2017 12:57,72.5
5/19/2017 12:58,72.6
5/19/2017 12:59,72.7
5/19/2017 13:00,72.8
5/19/2017 13:01,72.9
5/19/2017 13:02,73
5/19/2017 13:03,73.1
5/19/2017 13:04,73.2
5/19/2017 13:05,73.3
5/19/2017 13:06,73.4
5/19/2017 13:06,73.5
5/19/2017 13:08,73.6
5/19/2017 13:08,73.7
5/19/2017 13:10,73.8
5/19/2017 13:11,73.9
5/19/2017 13:12,74
5/19/2017 13:13,74.1
5/19/2017 13:14,74.2
5/19/2017 13:15,74.3
5/19/2017 13:16,74.4
5/19/2017 13:17,74.5
5/19/2017 13:18,74.6
5/19/2017 13:19,74.7
5/19/2017 13:20,74.8
5/19/2017 13:21,74.9
5/19/2017 13:22,75
5/19/2017 13:23,75.1
5/19/2017 13:25,75.2
5/19/2017 13:26,75.3
5/19/2017 13:27,75.4
5/19/2017 13:28,75.5
5/19/2017 13:30,75.6
5/19/2017 13:30,75.7
5/19/2017 13:32,75.8
5/19/2017 13:33,75.9
5/19/2017 13:34,76
5/19/2017 13:35,76.1
5/19/2017 13:37,76.2
5/19/2017 13:38,76.3
5/19/2017 13:39,76.4
5/19/2017 13:40,76.5
5/19/2017 13:41,76.6
5/19/2017 13:42,76.7
5/19/2017 13:43,76.8
5/19/2017 13:44,76.9
5/19/2017 13:45,77
5/19/2017 13:46,77.1
5/19/2017 13:48,77.2
5/19/2017 13:49,77.3
5/21/2017 16:18,77.4
5/21/2017 16:21,77.5
5/21/2017 16:28,77.6
5/21/2017 17:26,77.7
5/21/2017 17:40,77.8
5/21/2017 17:47,77.9
5/21/2017 17:52,78
5/21/2017 17:55,78.1
5/21/2017 17:59,78.2
5/21/2017 18:01,78.3
5/21/2017 18:04,78.4
5/21/2017 18:06,78.5
5/21/2017 18:09,78.6
5/21/2017 18:11,78.7
5/21/2017 18:14,78.8
5/21/2017 18:16,78.9
5/21/2017 18:21,79
