Reading,Receive,Value,Unit,Data Quality
2021-10-10 13:47:53,2021-10-10 13:48:20,2.99,ft,A
2021-10-10 13:32:53,2021-10-10 13:33:20,2.99,ft,A
2021-10-10 13:17:55,2021-10-10 13:18:05,2.99,ft,A
2021-10-10 13:02:54,2021-10-10 13:03:05,2.99,ft,A
2021-10-10 12:47:54,2021-10-10 12:48:05,3.03,ft,A
2021-10-10 12:32:52,2021-10-10 12:33:05,3.03,ft,A
2021-10-10 12:17:56,2021-10-10 12:18:05,3.03,ft,A
2021-10-10 12:02:55,2021-10-10 12:03:20,3.03,ft,A
2021-10-10 11:47:53,2021-10-10 11:48:20,3.03,ft,A
2021-10-10 11:32:53,2021-10-10 11:33:20,3.03,ft,A
2021-10-10 11:17:55,2021-10-10 11:18:20,3.03,ft,A
2021-10-10 11:02:53,2021-10-10 11:03:20,3.06,ft,A
2021-10-10 10:47:53,2021-10-10 10:48:20,3.06,ft,A
2021-10-10 10:32:52,2021-10-10 10:33:05,3.06,ft,A
2021-10-10 10:17:52,2021-10-10 10:18:05,3.06,ft,A
2021-10-10 10:02:53,2021-10-10 10:03:20,3.06,ft,A
2021-10-10 09:47:54,2021-10-10 09:48:05,3.06,ft,A
2021-10-10 09:32:54,2021-10-10 09:33:20,3.06,ft,A
2021-10-10 09:17:53,2021-10-10 09:18:20,3.06,ft,A
2021-10-10 09:02:54,2021-10-10 09:03:05,3.06,ft,A
2021-10-10 08:47:53,2021-10-10 08:48:20,3.06,ft,A
2021-10-10 08:32:52,2021-10-10 08:33:05,3.06,ft,A
2021-10-10 08:17:52,2021-10-10 08:18:05,3.06,ft,A
2021-10-10 08:02:53,2021-10-10 08:03:20,3.06,ft,A
2021-10-10 07:47:53,2021-10-10 07:48:20,3.06,ft,A
2021-10-10 07:32:55,2021-10-10 07:33:20,3.06,ft,A
2021-10-10 07:17:53,2021-10-10 07:18:20,3.03,ft,A
2021-10-10 07:02:52,2021-10-10 07:03:05,3.03,ft,A
2021-10-10 06:47:56,2021-10-10 06:48:05,3.03,ft,A
2021-10-10 06:32:55,2021-10-10 06:33:20,3.03,ft,A
2021-10-10 06:32:54,2021-10-10 06:33:05,3.03,ft,A
2021-10-10 06:17:52,2021-10-10 06:18:05,3.03,ft,A
2021-10-10 06:02:52,2021-10-10 06:03:05,3.03,ft,A
2021-10-10 05:47:52,2021-10-10 05:48:05,3.03,ft,A
2021-10-10 05:32:54,2021-10-10 05:33:05,3.03,ft,A
2021-10-10 05:17:52,2021-10-10 05:18:05,2.99,ft,A
2021-10-10 05:02:52,2021-10-10 05:03:05,2.99,ft,A
2021-10-10 04:47:52,2021-10-10 04:48:05,3.03,ft,A
2021-10-10 04:32:53,2021-10-10 04:33:05,2.99,ft,A
2021-10-10 04:17:55,2021-10-10 04:18:05,2.99,ft,A
2021-10-10 04:02:52,2021-10-10 04:03:05,2.99,ft,A
2021-10-10 03:47:53,2021-10-10 03:48:20,2.99,ft,A
2021-10-10 03:32:55,2021-10-10 03:33:05,2.99,ft,A
2021-10-10 03:17:52,2021-10-10 03:18:05,2.99,ft,A
2021-10-10 03:02:52,2021-10-10 03:03:05,2.99,ft,A
2021-10-10 02:47:52,2021-10-10 02:48:05,2.99,ft,A
2021-10-10 02:32:52,2021-10-10 02:33:05,2.99,ft,A
2021-10-10 02:17:52,2021-10-10 02:18:05,2.99,ft,A
2021-10-10 02:02:54,2021-10-10 02:03:05,2.99,ft,A
