Date,P_in
9/23/2013,0.51
9/24/2013,0
9/25/2013,0
9/26/2013,0
9/27/2013,0.88
9/28/2013,0.03
9/29/2013,0
9/30/2013,0
10/1/2013,0
10/2/2013,0
10/3/2013,0.18
10/4/2013,0.62
10/5/2013,0.04
10/6/2013,0
10/7/2013,0
10/8/2013,0
10/9/2013,0
10/10/2013,0.35
10/11/2013,0.45
10/12/2013,0.04
10/13/2013,0.02
10/14/2013,0.33
10/15/2013,0.03
10/16/2013,0
10/17/2013,0.17
10/18/2013,0.19
10/19/2013,0
10/20/2013,0.33
10/21/2013,0
10/22/2013,0
10/23/2013,0
10/24/2013,0
10/25/2013,0
10/26/2013,0
10/27/2013,0
10/28/2013,0
10/29/2013,0.34
10/30/2013,0.39
10/31/2013,0.4
11/1/2013,0.31
11/2/2013,0
11/3/2013,0.21
11/4/2013,0.01
11/5/2013,0.13
11/6/2013,0.05
11/7/2013,0
11/8/2013,0
11/9/2013,0
11/10/2013,0
11/11/2013,0
11/12/2013,0
11/13/2013,0
11/14/2013,0
11/15/2013,0.32
11/16/2013,0.8
11/17/2013,0.56
11/18/2013,0
11/19/2013,0.05
11/20/2013,0.05
11/21/2013,0.7
11/22/2013,0.06
11/23/2013,0.09
11/24/2013,0
11/25/2013,0
11/26/2013,0
11/27/2013,0
11/28/2013,0
11/29/2013,0
11/30/2013,0
12/1/2013,0.15
12/2/2013,0.52
12/3/2013,0.56
12/4/2013,0.64
12/5/2013,0.02
12/6/2013,0.14
12/7/2013,0.17
12/8/2013,0.16
12/9/2013,0.12
12/10/2013,0.02
12/11/2013,0
12/12/2013,0
12/13/2013,0
12/14/2013,0.03
12/15/2013,0.05
12/16/2013,0
12/17/2013,0
12/18/2013,0
12/19/2013,0.07
12/20/2013,0.29
12/21/2013,0.01
12/22/2013,0.36
12/23/2013,0.39
12/24/2013,0.32
12/25/2013,0
12/26/2013,0
12/27/2013,0
12/28/2013,0.19
12/29/2013,0.11
12/30/2013,0.06
12/31/2013,0.12
1/1/2014,0.67
1/2/2014,0.02
1/3/2014,0.06
1/4/2014,0.84
1/5/2014,0.37
1/6/2014,0.22
1/7/2014,0.06
1/8/2014,0.04
1/9/2014,0.33
1/10/2014,0.86
1/11/2014,0.25
1/12/2014,0.49
1/13/2014,0.17
1/14/2014,0.45
1/15/2014,0.06
1/16/2014,0.02
1/17/2014,0.02
1/18/2014,0
1/19/2014,0
1/20/2014,0
1/21/2014,0
1/22/2014,0.04
1/23/2014,0.06
1/24/2014,0
1/25/2014,0
1/26/2014,0.04
1/27/2014,0.9
1/28/2014,0.11
1/29/2014,0.32
1/30/2014,1.18
1/31/2014,0.3
2/1/2014,0.24
2/2/2014,0.03
2/3/2014,0.1
2/4/2014,0.28
2/5/2014,0.06
2/6/2014,0
2/7/2014,0.04
2/8/2014,0.06
2/9/2014,0.02
2/11/2014,0.57
2/12/2014,0.54
2/13/2014,1.04
2/14/2014,0.7
2/15/2014,0.25
2/16/2014,0.52
2/17/2014,0.08
2/18/2014,0
2/19/2014,0.18
2/20/2014,0.24
2/21/2014,0.29
2/22/2014,0.28
2/23/2014,0.71
2/24/2014,0.21
2/25/2014,0.16
2/26/2014,0.05
2/27/2014,0.3
2/28/2014,0.41
3/1/2014,
3/2/2014,
3/3/2014,
3/4/2014,0.42
3/5/2014,0.05
3/6/2014,0.05
3/7/2014,0.94
3/8/2014,0
3/9/2014,0
3/10/2014,0
3/11/2014,0.12
3/12/2014,0
3/13/2014,0.01
3/14/2014,0
3/15/2014,0.21
3/16/2014,0.02
3/17/2014,0.27
3/18/2014,0.19
3/19/2014,0.03
3/20/2014,0
3/21/2014,0.26
3/22/2014,0.57
3/23/2014,0.02
3/24/2014,0
3/25/2014,0
3/26/2014,0.36
3/27/2014,0.7
3/28/2014,0.27
3/29/2014,0.04
3/30/2014,0.75
3/31/2014,0.21
4/1/2014,0.12
4/2/2014,0.43
4/3/2014,0.26
4/4/2014,0
4/5/2014,0.03
4/6/2014,0.18
4/7/2014,0.3
4/8/2014,0.04
4/9/2014,0
4/10/2014,0.01
4/11/2014,0
4/12/2014,0.02
4/13/2014,1.67
4/14/2014,0.05
4/15/2014,0.04
4/16/2014,0.12
4/17/2014,0
4/18/2014,0
4/19/2014,0
4/20/2014,0.02
4/21/2014,0.02
4/22/2014,0
4/23/2014,0.03
4/24/2014,0
4/25/2014,0
4/26/2014,0.11
4/27/2014,0.47
4/28/2014,0.37
4/29/2014,0.32
4/30/2014,0
5/1/2014,0
5/2/2014,0
5/3/2014,0
5/4/2014,0
5/5/2014,0
5/6/2014,0
5/7/2014,0.1
5/8/2014,0.18
5/9/2014,0.62
5/10/2014,0.48
5/11/2014,1.33
5/12/2014,0.11
5/13/2014,0.01
5/14/2014,0
5/15/2014,0
5/16/2014,0.35
5/17/2014,0.23
5/18/2014,0
5/19/2014,0
5/20/2014,0
5/21/2014,0
5/22/2014,0
5/23/2014,0.07
5/24/2014,1.15
5/25/2014,0.32
5/26/2014,0
5/27/2014,0
5/28/2014,0
5/29/2014,0.02
5/30/2014,0.5
5/31/2014,0
6/1/2014,0.06
6/2/2014,0
6/3/2014,0
6/4/2014,0
6/5/2014,0
6/6/2014,0.04
6/7/2014,0
6/8/2014,0.21
6/9/2014,0
6/10/2014,0.05
6/11/2014,0.14
6/12/2014,0
6/13/2014,0
6/14/2014,0.01
6/15/2014,0
6/16/2014,0
6/17/2014,0
6/18/2014,0.06
6/19/2014,0.04
6/20/2014,0
6/21/2014,0.01
6/22/2014,0.03
6/23/2014,0
6/24/2014,0
6/25/2014,0
6/26/2014,0
6/27/2014,0.09
6/28/2014,0.09
6/29/2014,0
6/30/2014,0
7/1/2014,0
7/2/2014,0
7/3/2014,0
7/4/2014,0.18
7/5/2014,0.07
7/6/2014,0
7/7/2014,0
7/8/2014,0
7/9/2014,0.03
7/10/2014,0
7/11/2014,0.16
7/12/2014,0.15
7/13/2014,0
7/14/2014,0.01
7/15/2014,0.18
7/16/2014,0.34
7/17/2014,0.02
7/18/2014,0.01
7/19/2014,0
7/20/2014,0
7/21/2014,0
7/22/2014,0
7/23/2014,0.05
7/24/2014,0
7/25/2014,0.05
7/26/2014,0.22
7/27/2014,0
7/28/2014,0.86
7/29/2014,0.86
7/30/2014,1.76
7/31/2014,0.14
8/1/2014,0
8/2/2014,0
8/3/2014,0
8/4/2014,0.15
8/5/2014,0.09
8/6/2014,0
8/7/2014,0.06
8/8/2014,0
8/9/2014,0.07
8/10/2014,0.35
8/11/2014,0
8/12/2014,0
8/13/2014,0.03
8/14/2014,0.05
8/15/2014,0.38
8/16/2014,0
8/17/2014,0
8/18/2014,0
8/19/2014,0.02
8/20/2014,0.01
8/21/2014,0
8/22/2014,0.33
8/23/2014,0.32
8/24/2014,0
8/25/2014,0.14
8/26/2014,0.06
8/27/2014,0.23
8/28/2014,0.12
8/29/2014,0.03
8/30/2014,0.18
8/31/2014,0.25
9/1/2014,0
9/2/2014,0
9/3/2014,0
9/4/2014,0.12
9/5/2014,0.18
9/6/2014,0
9/7/2014,0.05
9/8/2014,0.05
9/9/2014,1.03
9/10/2014,0.18
9/11/2014,0.08
9/12/2014,0
9/13/2014,0
9/14/2014,0
9/15/2014,0
9/16/2014,0
9/17/2014,0.02
9/18/2014,0
9/19/2014,0
9/20/2014,0
9/21/2014,0.01
9/22/2014,0.87
9/23/2014,0.27
9/24/2014,0
9/25/2014,0
9/26/2014,0
9/27/2014,0
9/28/2014,0.33
9/29/2014,0.82
9/30/2014,0.43
10/1/2014,0.5
10/2/2014,0
10/3/2014,0
10/4/2014,0
10/5/2014,0
10/6/2014,0
10/7/2014,0
10/8/2014,0
10/9/2014,0.69
10/10/2014,0
10/11/2014,0
10/12/2014,0.23
10/13/2014,0
10/14/2014,0
10/15/2014,0
10/16/2014,0
10/17/2014,0
10/18/2014,0
10/19/2014,0
10/20/2014,0
10/21/2014,0.02
10/22/2014,0.19
10/23/2014,0
10/24/2014,0
10/25/2014,0
10/26/2014,0.24
10/27/2014,0.65
10/28/2014,0
10/29/2014,0
10/30/2014,0
10/31/2014,0
11/1/2014,0
11/2/2014,0.01
11/3/2014,0.34
11/4/2014,0
11/5/2014,0
11/6/2014,0
11/7/2014,0.14
11/8/2014,0
11/9/2014,0
11/10/2014,0.47
11/11/2014,0.08
11/12/2014,0.29
11/13/2014,0.36
11/14/2014,0.23
11/15/2014,0.57
11/16/2014,0.02
11/17/2014,0.01
11/18/2014,0
11/19/2014,0
11/20/2014,0
11/21/2014,0
11/22/2014,0.23
11/23/2014,0.53
11/24/2014,0.56
11/25/2014,1.28
11/26/2014,1.22
11/27/2014,0
11/28/2014,0
11/29/2014,0
11/30/2014,0.04
12/1/2014,0.26
12/2/2014,0
12/3/2014,0.05
12/4/2014,0.01
12/5/2014,0.04
12/6/2014,0
12/7/2014,0
12/8/2014,0
12/9/2014,0
12/10/2014,0
12/11/2014,0
12/12/2014,0
12/13/2014,0
12/14/2014,0.63
12/15/2014,0.08
12/16/2014,0.07
12/17/2014,0.04
12/18/2014,0.04
12/19/2014,0.01
12/20/2014,0.07
12/21/2014,1.69
12/22/2014,0.69
12/23/2014,0.12
12/24/2014,0.02
12/25/2014,0.82
12/26/2014,0.09
12/27/2014,0.13
12/28/2014,0.19
12/29/2014,0.02
12/30/2014,0
12/31/2014,0
1/1/2015,0
1/2/2015,0
1/3/2015,0.18
1/4/2015,0.25
1/5/2015,0.47
1/6/2015,0.03
1/7/2015,0
1/8/2015,0
1/9/2015,0
1/10/2015,0
1/11/2015,0.19
1/12/2015,0
1/13/2015,0.06
1/14/2015,0
1/15/2015,0
1/16/2015,0
1/17/2015,0.19
1/18/2015,0
1/19/2015,0.28
1/20/2015,0.06
1/21/2015,0.31
1/22/2015,0
1/23/2015,0
1/24/2015,0.05
1/25/2015,0.2
1/26/2015,0
1/27/2015,0
1/28/2015,0.05
1/29/2015,0
1/30/2015,0.07
1/31/2015,0.23
2/1/2015,0.29
2/2/2015,0.25
2/3/2015,0.44
2/4/2015,1.84
2/5/2015,0.11
2/6/2015,0
2/7/2015,0
2/8/2015,0
2/9/2015,0
2/10/2015,0.15
2/11/2015,0
2/12/2015,0
2/13/2015,0
2/14/2015,0
2/15/2015,0.18
2/16/2015,0.39
2/17/2015,0.18
2/18/2015,0.01
2/19/2015,0
2/20/2015,0.34
2/21/2015,0.6
2/22/2015,0.24
2/23/2015,0
2/24/2015,0
2/25/2015,0.24
2/26/2015,0.23
2/27/2015,0.04
2/28/2015,0.07
3/1/2015,0.49
3/2/2015,0.79
3/3/2015,0.75
3/4/2015,0.17
3/5/2015,0.04
3/6/2015,0
3/7/2015,0
3/8/2015,0
3/9/2015,0
3/10/2015,0
3/11/2015,0
3/12/2015,0
3/13/2015,0.26
3/14/2015,0
3/15/2015,0
3/16/2015,0
3/17/2015,0
3/18/2015,0.01
3/19/2015,0.17
3/20/2015,0
3/21/2015,0
3/22/2015,0
3/23/2015,0.33
3/24/2015,0.5
3/25/2015,0.23
3/26/2015,0.01
3/27/2015,0
3/28/2015,0
3/29/2015,0
3/30/2015,0
3/31/2015,0
4/1/2015,0.01
4/2/2015,0.39
4/3/2015,0.18
4/4/2015,0
4/5/2015,0
4/6/2015,0
4/7/2015,0
4/8/2015,0.06
4/9/2015,0.14
4/10/2015,0
4/11/2015,0
4/12/2015,0.01
4/13/2015,0
4/14/2015,0
4/15/2015,0.18
4/16/2015,1.77
4/17/2015,2.68
4/18/2015,0.14
4/19/2015,0.06
4/20/2015,0.15
4/21/2015,0
4/22/2015,0.01
4/23/2015,0.12
4/24/2015,0.04
4/25/2015,0.07
4/26/2015,0.57
4/27/2015,0.18
4/28/2015,0
4/29/2015,0
4/30/2015,0.19
5/1/2015,0.13
5/2/2015,0.02
5/3/2015,0.01
5/4/2015,0.17
5/5/2015,0.06
5/6/2015,0.51
5/7/2015,0.16
5/8/2015,1.01
5/9/2015,0.4
5/10/2015,0.07
5/11/2015,0
5/12/2015,0
5/13/2015,0.16
5/14/2015,0.07
5/15/2015,0.19
5/16/2015,0.28
5/17/2015,0.21
5/18/2015,0.15
5/19/2015,1.24
5/20/2015,0.09
5/21/2015,0.15
5/22/2015,0.44
5/23/2015,0.46
5/24/2015,0.08
5/25/2015,0.05
5/26/2015,0.1
5/27/2015,0
5/28/2015,0.14
5/29/2015,0.16
5/30/2015,0
5/31/2015,0.04
6/1/2015,0.02
6/2/2015,0
6/3/2015,0.04
6/4/2015,0
6/5/2015,0.07
6/6/2015,0
6/7/2015,0.02
6/8/2015,0
6/9/2015,0
6/10/2015,0.09
6/11/2015,0.25
6/12/2015,0
6/13/2015,0
6/14/2015,0.04
6/15/2015,0.19
6/16/2015,0.17
6/17/2015,0.05
6/18/2015,0
6/19/2015,0
6/20/2015,0
6/21/2015,0
6/22/2015,0
6/23/2015,0
6/24/2015,0.04
6/25/2015,0
6/26/2015,0
6/27/2015,0
6/28/2015,0.02
6/29/2015,0
6/30/2015,0.24
7/1/2015,0
7/2/2015,0.02
7/3/2015,0
7/4/2015,0
7/5/2015,0.08
7/6/2015,0.46
7/7/2015,0.65
7/8/2015,0.62
7/9/2015,0
7/10/2015,0.11
7/11/2015,0.07
7/12/2015,0
7/13/2015,0.08
7/14/2015,0.16
7/15/2015,0.08
7/16/2015,0
7/17/2015,0
7/18/2015,0.04
7/19/2015,0.02
7/20/2015,0
7/21/2015,0.02
7/22/2015,0
7/23/2015,0
7/24/2015,0
7/25/2015,0
7/26/2015,0
7/27/2015,0
7/28/2015,0
7/29/2015,0
7/30/2015,0
7/31/2015,0
8/1/2015,0
8/2/2015,0.22
8/3/2015,0
8/4/2015,0
8/5/2015,0
8/6/2015,0
8/7/2015,0
8/8/2015,0
8/9/2015,0
8/10/2015,0
8/11/2015,0.03
8/12/2015,0
8/13/2015,0.04
8/14/2015,0.24
8/15/2015,0.11
8/16/2015,0.05
8/17/2015,0.01
8/18/2015,0.02
8/19/2015,0
8/20/2015,0
8/21/2015,0
8/22/2015,0
8/23/2015,0
8/24/2015,0
8/25/2015,0.01
8/26/2015,0.07
8/27/2015,0.42
8/28/2015,0.04
8/29/2015,0
8/30/2015,0
8/31/2015,0.05
9/1/2015,0
9/2/2015,0
9/3/2015,0.28
9/4/2015,0.16
9/5/2015,0.02
9/6/2015,0
9/7/2015,0.32
9/8/2015,0
9/9/2015,0
9/10/2015,0
9/11/2015,0
9/12/2015,0
9/13/2015,0
9/14/2015,0.12
9/15/2015,0.14
9/16/2015,0.1
9/17/2015,0.03
9/18/2015,0.21
9/19/2015,0
9/20/2015,0
9/21/2015,0
9/22/2015,0
9/23/2015,0
9/24/2015,0
9/25/2015,0
9/26/2015,0
9/27/2015,0
9/28/2015,0.02
9/29/2015,0.04
9/30/2015,0
10/1/2015,0
10/2/2015,0.12
10/3/2015,0.1
10/4/2015,0
10/5/2015,0
10/6/2015,0.31
10/7/2015,0
10/8/2015,0
10/9/2015,0
10/10/2015,0
10/11/2015,0
10/12/2015,0
10/13/2015,0
10/14/2015,0
10/15/2015,0
10/16/2015,0
10/17/2015,0
10/18/2015,0
10/19/2015,0.1
10/20/2015,0.1
10/21/2015,0.44
10/22/2015,0.82
10/23/2015,0.04
10/24/2015,0
10/25/2015,0
10/26/2015,0.18
10/27/2015,0.36
10/28/2015,0
10/29/2015,0
10/30/2015,0.2
10/31/2015,0.03
11/1/2015,0
11/2/2015,0
11/3/2015,0
11/4/2015,0.62
11/5/2015,0.36
11/6/2015,0.15
11/7/2015,0.01
11/8/2015,0
11/9/2015,0
11/10/2015,0.94
11/11/2015,0.63
11/12/2015,0.05
11/13/2015,0
11/14/2015,0
11/15/2015,0
11/16/2015,0.42
11/17/2015,0.13
11/18/2015,0.55
11/19/2015,0.08
11/20/2015,0.77
11/21/2015,0
11/22/2015,0
11/23/2015,0
11/24/2015,0
11/25/2015,0
11/26/2015,0.64
11/27/2015,0
11/28/2015,0.21
11/29/2015,0.29
11/30/2015,0.21
12/1/2015,0.18
12/2/2015,0
12/3/2015,0
12/4/2015,0
12/5/2015,0.08
12/6/2015,0
12/7/2015,0
12/8/2015,0.11
12/9/2015,0
12/10/2015,0
12/11/2015,0.47
12/12/2015,0.27
12/13/2015,0
12/14/2015,0.1
12/15/2015,0.68
12/16/2015,0.18
12/17/2015,0.29
12/18/2015,0.08
12/19/2015,0
12/20/2015,0.07
12/21/2015,0.07
12/22/2015,1.09
12/23/2015,0.86
12/24/2015,0.07
12/25/2015,0.15
12/26/2015,0
12/27/2015,0
12/28/2015,0
12/29/2015,0.02
12/30/2015,0.06
12/31/2015,0
1/1/2016,0
1/2/2016,0
1/3/2016,0
1/4/2016,0
1/5/2016,0
1/6/2016,0
1/7/2016,0.13
1/8/2016,0.07
1/9/2016,0.07
1/10/2016,0.05
1/11/2016,0
1/12/2016,0
1/13/2016,0
1/14/2016,0.28
1/15/2016,0.32
1/16/2016,0.46
1/17/2016,0.46
1/18/2016,0.12
1/19/2016,0.03
1/20/2016,0.22
1/21/2016,0.08
1/22/2016,0
1/23/2016,0
1/24/2016,0.18
1/25/2016,0.03
1/26/2016,0.01
1/27/2016,0
1/28/2016,0
1/29/2016,0.09
1/30/2016,1.05
1/31/2016,0.47
2/1/2016,0.8
2/2/2016,0.1
2/3/2016,0.13
2/4/2016,0.19
2/5/2016,0.01
2/6/2016,0.01
2/7/2016,0.01
2/8/2016,0
2/9/2016,0
2/10/2016,0
2/11/2016,0
2/12/2016,0
2/13/2016,0
2/14/2016,0.5
2/15/2016,1.11
2/16/2016,0.26
2/17/2016,0
2/18/2016,0.48
2/19/2016,0
2/20/2016,0
2/21/2016,0
2/22/2016,0.38
2/23/2016,0.26
2/24/2016,0.02
2/25/2016,0
2/26/2016,0
2/27/2016,0
2/28/2016,0
2/29/2016,0.26
3/1/2016,0.07
3/2/2016,0.36
3/3/2016,0
3/4/2016,0
3/5/2016,0
3/6/2016,0.11
3/7/2016,0.46
3/8/2016,0.01
3/9/2016,0.11
3/10/2016,0.01
3/11/2016,0
3/12/2016,0.17
3/13/2016,0
3/14/2016,0.84
3/15/2016,0.38
3/16/2016,0.51
3/17/2016,0.66
3/18/2016,0.12
3/19/2016,0.04
3/20/2016,0
3/21/2016,0
3/22/2016,0.03
3/23/2016,0.52
3/24/2016,0.24
3/25/2016,0.49
3/26/2016,0.1
3/27/2016,0.01
3/28/2016,0
3/29/2016,0.26
3/30/2016,0.1
3/31/2016,0.05
4/1/2016,0
4/2/2016,0
4/3/2016,0
4/4/2016,0
4/5/2016,0.35
4/6/2016,0
4/7/2016,0
4/8/2016,0
4/9/2016,0.11
4/10/2016,0.08
4/11/2016,0
4/12/2016,0.16
4/13/2016,0
4/14/2016,0
4/15/2016,1.01
4/16/2016,1.26
4/17/2016,0.45
4/18/2016,0.03
4/19/2016,0
4/20/2016,0.15
4/21/2016,0
4/22/2016,0
4/23/2016,0.2
4/24/2016,0.32
4/25/2016,0.13
4/26/2016,0.35
4/27/2016,0.12
4/28/2016,0.42
4/29/2016,0.37
4/30/2016,0.18
5/1/2016,0.12
5/2/2016,0
5/3/2016,0
5/4/2016,0
5/5/2016,0
5/6/2016,0.09
5/7/2016,1.02
5/8/2016,0.42
5/9/2016,0.63
5/10/2016,0.28
5/11/2016,0.02
5/12/2016,0
5/13/2016,0
5/14/2016,0
5/15/2016,0.75
5/16/2016,0.34
5/17/2016,0.11
5/18/2016,0.12
5/19/2016,0
5/20/2016,0.02
5/21/2016,0
5/22/2016,0
5/23/2016,0
5/24/2016,0
5/25/2016,0
5/26/2016,0.03
5/27/2016,0.15
5/28/2016,0.04
5/29/2016,0
5/30/2016,0.01
5/31/2016,0.02
6/1/2016,0
6/2/2016,0
6/3/2016,0
6/4/2016,0
6/5/2016,0
6/6/2016,0.04
6/7/2016,0.05
6/8/2016,0
6/9/2016,0.04
6/10/2016,0
6/11/2016,0.07
6/12/2016,0
6/13/2016,0.38
6/14/2016,0
6/15/2016,0
6/16/2016,0
6/17/2016,0
6/18/2016,0
6/19/2016,0
6/20/2016,0
6/21/2016,0
6/22/2016,0.22
6/23/2016,0.15
6/24/2016,0
6/25/2016,0
6/26/2016,0
6/27/2016,0
6/28/2016,0
6/29/2016,0.02
6/30/2016,0.24
7/1/2016,0.42
7/2/2016,0.12
7/3/2016,0
7/4/2016,0.1
7/5/2016,0.05
7/6/2016,0
7/7/2016,0
7/8/2016,0
7/9/2016,0
7/10/2016,0
7/11/2016,0
7/12/2016,0
7/13/2016,0
7/14/2016,0
7/15/2016,0
7/16/2016,0
7/17/2016,0
7/18/2016,0.04
7/19/2016,0
7/20/2016,0.22
7/21/2016,0.09
7/22/2016,0.02
7/23/2016,0.02
7/24/2016,0
7/25/2016,0
7/26/2016,0
7/27/2016,0
7/28/2016,0
7/29/2016,0
7/30/2016,0
7/31/2016,0.07
8/1/2016,0
8/2/2016,0.16
8/3/2016,0.01
8/4/2016,0.1
8/5/2016,0.19
8/6/2016,0.09
8/7/2016,0
8/8/2016,0
8/9/2016,0.15
8/10/2016,0.2
8/11/2016,0.1
8/12/2016,0
8/13/2016,0
8/14/2016,0
8/15/2016,0
8/16/2016,0
8/17/2016,0
8/18/2016,0.11
8/19/2016,0.06
8/20/2016,0
8/21/2016,0
8/22/2016,0.12
8/23/2016,0
8/24/2016,0.12
8/25/2016,0.2
8/26/2016,0.01
8/27/2016,0.05
8/28/2016,0.02
8/29/2016,0.31
8/30/2016,0.02
8/31/2016,0
9/1/2016,0
9/2/2016,0.3
9/3/2016,0.1
9/4/2016,0.1
9/5/2016,0
9/6/2016,0
9/7/2016,0
9/8/2016,0
9/9/2016,0
9/10/2016,0
9/11/2016,0
9/12/2016,0.17
9/13/2016,0.01
9/14/2016,0.08
9/15/2016,0
9/16/2016,0
9/17/2016,0
9/18/2016,0
9/19/2016,0
9/20/2016,0
9/21/2016,0
9/22/2016,0.01
9/23/2016,0.19
9/24/2016,0.02
9/25/2016,0
9/26/2016,0
9/27/2016,0
9/28/2016,0
9/29/2016,0
9/30/2016,0.28
10/1/2016,0
10/2/2016,0
10/3/2016,0.14
10/4/2016,0.02
10/5/2016,0.1
10/6/2016,0.61
10/7/2016,0
10/8/2016,0
10/9/2016,0
10/10/2016,0.03
10/11/2016,0.99
10/12/2016,0.22
10/13/2016,0
10/14/2016,0
10/15/2016,0
10/16/2016,0
10/17/2016,0.05
10/18/2016,0.22
10/19/2016,0.11
10/20/2016,0
10/21/2016,0
10/22/2016,0
10/23/2016,0
10/24/2016,0
10/25/2016,0.23
10/26/2016,0
10/27/2016,0
10/28/2016,0
10/29/2016,0.27
10/30/2016,0.01
10/31/2016,0
11/1/2016,0.35
11/2/2016,0
11/3/2016,0
11/4/2016,0
11/5/2016,0
11/6/2016,0
11/7/2016,0
11/8/2016,0
11/9/2016,0
11/10/2016,0
11/11/2016,0
11/12/2016,0
11/13/2016,0.02
11/14/2016,0
11/15/2016,0
11/16/2016,0
11/17/2016,1
11/18/2016,0.07
11/19/2016,0
11/20/2016,0
11/21/2016,0.22
11/22/2016,0.18
11/23/2016,0
11/24/2016,0.23
11/25/2016,0
11/26/2016,0
11/27/2016,0.3
11/28/2016,0.24
11/29/2016,0.06
11/30/2016,0.03
12/1/2016,0.06
12/2/2016,0.09
12/3/2016,0.06
12/4/2016,0.06
12/5/2016,0.19
12/6/2016,0.36
12/7/2016,0.14
12/8/2016,0.22
12/9/2016,0.55
12/10/2016,0.8
12/11/2016,0.99
12/12/2016,0.01
12/13/2016,0.03
12/14/2016,0.95
12/15/2016,0.33
12/16/2016,2.26
12/17/2016,0.23
12/18/2016,0.05
12/19/2016,0.03
12/20/2016,0
12/21/2016,0.18
12/22/2016,0.02
12/23/2016,0.31
12/24/2016,0
12/25/2016,0.81
12/26/2016,0.05
12/27/2016,0.04
12/28/2016,1.04
12/29/2016,0
12/30/2016,0
12/31/2016,0
1/1/2017,0
1/2/2017,0.16
1/3/2017,0.72
1/4/2017,1.23
1/5/2017,0.26
1/6/2017,0.16
1/7/2017,0.47
1/8/2017,0.46
1/9/2017,0.72
1/10/2017,0.07
1/11/2017,0.02
1/12/2017,0.01
1/13/2017,0.03
1/14/2017,0.21
1/15/2017,0.31
1/16/2017,0.23
1/17/2017,0.02
1/18/2017,0
1/19/2017,0
1/20/2017,0.26
1/21/2017,0.07
1/22/2017,0.12
1/23/2017,0.92
1/24/2017,0.27
1/25/2017,0.2
1/26/2017,0.07
1/27/2017,0.03
1/28/2017,0
1/29/2017,0
1/30/2017,0.06
1/31/2017,0.11
2/1/2017,0.02
2/2/2017,0.57
2/3/2017,0.17
2/4/2017,0.84
2/5/2017,0.04
2/6/2017,0.2
2/7/2017,1.5
2/8/2017,0.62
2/9/2017,0.11
2/10/2017,0.22
2/11/2017,1.05
2/12/2017,0
2/13/2017,0
2/14/2017,0
2/15/2017,0
2/16/2017,0
2/17/2017,0
2/18/2017,0
2/19/2017,0.27
2/20/2017,0.04
2/21/2017,0.03
2/22/2017,0.12
2/23/2017,1.31
2/24/2017,0.19
2/25/2017,0.71
2/26/2017,0.61
2/27/2017,0.47
2/28/2017,0.59
3/1/2017,0.41
3/2/2017,0
3/3/2017,0
3/4/2017,0
3/5/2017,0
3/6/2017,0.61
3/7/2017,0.51
3/8/2017,0.12
3/9/2017,0.01
3/10/2017,0
3/11/2017,0.06
3/12/2017,0.12
3/13/2017,0
3/14/2017,0
3/15/2017,0
3/16/2017,0
3/17/2017,0
3/18/2017,0
3/19/2017,0
3/20/2017,0
3/21/2017,0
3/22/2017,0
3/23/2017,0.08
3/24/2017,0.2
3/25/2017,0.32
3/26/2017,0.12
3/27/2017,0.13
3/28/2017,0.39
3/29/2017,0.01
3/30/2017,0.15
3/31/2017,0.27
4/1/2017,0.02
4/2/2017,0.19
4/3/2017,0.12
4/4/2017,0.91
4/5/2017,0.03
4/6/2017,0
4/7/2017,0
4/8/2017,0.28
4/9/2017,0.3
4/10/2017,0
4/11/2017,0
4/12/2017,0
4/13/2017,0
4/14/2017,0
4/15/2017,0
4/16/2017,0
4/17/2017,0
4/18/2017,0
4/19/2017,0.57
4/20/2017,0.28
4/21/2017,0.48
4/22/2017,0.01
4/23/2017,0
4/24/2017,0.56
4/25/2017,0.21
4/26/2017,0.28
4/27/2017,0.42
4/28/2017,0.55
4/29/2017,0.25
4/30/2017,0.2
5/1/2017,0.23
5/2/2017,0.13
5/3/2017,0.3
5/4/2017,0
5/5/2017,0
5/6/2017,0
5/7/2017,0.02
5/8/2017,0.22
5/9/2017,0.04
5/10/2017,0.55
5/11/2017,0.03
5/12/2017,0
5/13/2017,0
5/14/2017,0
5/15/2017,0
5/16/2017,0
5/17/2017,0.63
5/18/2017,3.77
5/19/2017,0.62
5/20/2017,0
5/21/2017,0
5/22/2017,0.14
5/23/2017,0
5/24/2017,0
5/25/2017,0.18
5/26/2017,0
5/27/2017,0.04
5/28/2017,0
5/29/2017,0.02
5/30/2017,0.02
5/31/2017,0
6/1/2017,0
6/2/2017,0.24
6/3/2017,0
6/4/2017,0
6/5/2017,0.06
6/6/2017,0.11
6/7/2017,0
6/8/2017,0
6/9/2017,0
6/10/2017,0
6/11/2017,0
6/12/2017,0
6/13/2017,0
6/14/2017,0
6/15/2017,0
6/16/2017,0
6/17/2017,0
6/18/2017,0
6/19/2017,0
6/20/2017,0
6/21/2017,0
6/22/2017,0.01
6/23/2017,0
6/24/2017,0
6/25/2017,0
6/26/2017,0
6/27/2017,0
6/28/2017,0
6/29/2017,0.07
6/30/2017,0.01
7/1/2017,0
7/2/2017,0
7/3/2017,0
7/4/2017,0.02
7/5/2017,0.01
7/6/2017,0
7/7/2017,0.04
7/8/2017,0
7/9/2017,0
7/10/2017,0.18
7/11/2017,0.17
7/12/2017,0.07
7/13/2017,0
