Date,P_kPa,T_C
1/5/2021 16:30,74.607,-2.377
1/5/2021 16:45,74.627,-2.962
1/5/2021 17:00,74.621,-3.434
1/5/2021 17:15,74.662,-3.672
1/5/2021 17:30,74.636,-3.911
1/5/2021 17:45,74.64,-4.031
1/5/2021 18:00,74.666,-4.152
1/5/2021 18:15,74.688,-4.152
1/5/2021 18:30,74.676,-4.514
1/5/2021 18:45,74.706,-4.758
1/5/2021 19:00,74.735,-5.003
1/5/2021 19:15,74.739,-5.125
1/5/2021 19:30,74.761,-5.125
1/5/2021 19:45,74.75,-5.125
1/5/2021 20:00,74.75,-5.125
1/5/2021 20:15,74.772,-5.125
1/5/2021 20:30,74.783,-5.125
1/5/2021 20:45,74.825,-5.003
1/5/2021 21:00,74.832,-4.88
1/5/2021 21:15,74.844,-4.88
1/5/2021 21:30,74.885,-4.758
1/5/2021 21:45,74.9,-4.88
1/5/2021 22:00,74.892,-5.003
1/5/2021 22:15,74.887,-5.249
1/5/2021 22:30,74.905,-5.496
1/5/2021 22:45,74.897,-5.62
1/5/2021 23:00,74.923,-5.745
1/5/2021 23:15,74.926,-5.87
1/5/2021 23:30,74.921,-6.12
1/5/2021 23:45,74.924,-6.246
1/6/2021 0:00,74.893,-6.373
1/6/2021 0:15,74.913,-6.754
1/6/2021 0:30,74.91,-7.657
1/6/2021 0:45,74.905,-7.397
1/6/2021 1:00,74.93,-7.01
1/6/2021 1:15,74.936,-7.267
1/6/2021 1:30,74.936,-6.754
1/6/2021 1:45,74.955,-7.138
1/6/2021 2:00,74.921,-7.657
1/6/2021 2:15,74.915,-7.918
1/6/2021 2:30,74.899,-7.657
1/6/2021 2:45,74.88,-7.267
1/6/2021 3:00,74.885,-7.01
1/6/2021 3:15,74.885,-7.01
1/6/2021 3:30,74.86,-6.882
1/6/2021 3:45,74.891,-6.754
1/6/2021 4:00,74.877,-6.626
1/6/2021 4:15,74.883,-6.882
1/6/2021 4:30,74.871,-6.882
1/6/2021 4:45,74.868,-7.267
1/6/2021 5:00,74.849,-7.397
1/6/2021 5:15,74.846,-7.267
1/6/2021 5:30,74.849,-6.882
1/6/2021 5:45,74.88,-6.754
1/6/2021 6:00,74.871,-6.373
1/6/2021 6:15,74.857,-6.246
1/6/2021 6:30,74.892,-5.87
1/6/2021 6:45,74.876,-6.12
1/6/2021 7:00,74.886,-5.62
1/6/2021 7:15,74.902,-5.372
1/6/2021 7:30,74.902,-5.372
1/6/2021 7:45,74.914,-5.003
1/6/2021 8:00,74.922,-4.88
1/6/2021 8:15,74.896,-4.758
1/6/2021 8:30,74.923,-3.792
1/6/2021 8:45,74.943,-2.377
1/6/2021 9:00,74.907,-1.114
1/6/2021 9:15,74.913,6.471
1/6/2021 9:30,74.997,14.9
1/6/2021 9:45,75.006,15.378
1/6/2021 10:00,75.032,15.473
1/6/2021 10:15,75.046,16.618
1/6/2021 10:30,74.991,19.187
1/6/2021 10:45,74.987,17.665
1/6/2021 11:00,74.957,18.616
1/6/2021 11:15,74.942,19.092
1/6/2021 11:30,74.946,18.331
1/6/2021 11:45,74.934,16.903
1/6/2021 12:00,74.915,16.999
1/6/2021 12:15,74.917,10.651
1/6/2021 12:30,74.874,6.37
1/6/2021 12:45,74.827,4.831
1/6/2021 13:00,74.797,8.182
1/6/2021 13:15,74.887,13.942
1/6/2021 13:30,74.859,8.978
1/6/2021 13:45,74.814,7.179
1/6/2021 14:00,74.785,9.768
1/6/2021 14:15,74.854,16.332
1/6/2021 14:30,74.92,20.901
1/6/2021 14:45,74.97,14.804
1/6/2021 15:00,74.934,7.983
1/6/2021 15:15,74.889,7.983
1/6/2021 15:30,74.976,11.431
1/6/2021 15:45,74.934,11.722
1/6/2021 16:00,74.944,5.552
1/6/2021 16:15,74.925,2.303
1/6/2021 16:30,74.904,0.563
1/6/2021 16:45,74.92,-0.325
1/6/2021 17:00,74.914,-1.001
1/6/2021 17:15,74.933,-1.799
1/6/2021 17:30,74.944,-1.799
1/6/2021 17:45,74.955,-1.799
1/6/2021 18:00,74.958,-1.57
1/6/2021 18:15,74.98,-1.57
1/6/2021 18:30,74.985,-1.684
1/6/2021 18:45,74.981,-2.494
1/6/2021 19:00,74.982,-2.844
1/6/2021 19:15,74.979,-2.145
1/6/2021 19:30,74.978,-1.799
1/6/2021 19:45,75.014,-1.57
1/6/2021 20:00,75.005,-0.774
1/6/2021 20:15,75.005,-0.774
1/6/2021 20:30,74.988,-0.887
1/6/2021 20:45,75.019,-0.549
1/6/2021 21:00,75.03,-0.549
1/6/2021 21:15,75.019,-0.549
1/6/2021 21:30,75.001,-0.662
1/6/2021 21:45,75.019,-0.549
1/6/2021 22:00,75.001,-0.662
1/6/2021 22:15,74.976,-0.887
1/6/2021 22:30,74.988,-0.887
1/6/2021 22:45,74.972,-0.774
1/6/2021 23:00,74.972,-0.774
1/6/2021 23:15,74.958,-1.001
1/6/2021 23:30,74.931,-1.456
1/6/2021 23:45,74.936,-1.57
1/7/2021 0:00,74.926,-1.914
1/7/2021 0:15,74.901,-2.145
1/7/2021 0:30,74.891,-2.494
1/7/2021 0:45,74.881,-2.844
1/7/2021 1:00,74.889,-3.434
1/7/2021 1:15,74.886,-3.672
1/7/2021 1:30,74.86,-3.911
1/7/2021 1:45,74.871,-4.272
1/7/2021 2:00,74.871,-4.272
1/7/2021 2:15,74.886,-4.393
1/7/2021 2:30,74.871,-4.272
1/7/2021 2:45,74.874,-4.393
1/7/2021 3:00,74.867,-4.514
1/7/2021 3:15,74.837,-4.272
1/7/2021 3:30,74.818,-4.393
1/7/2021 3:45,74.822,-4.514
1/7/2021 4:00,74.83,-4.393
1/7/2021 4:15,74.845,-3.792
1/7/2021 4:30,74.849,-3.911
1/7/2021 4:45,74.852,-4.031
1/7/2021 5:00,74.834,-4.152
1/7/2021 5:15,74.83,-3.672
1/7/2021 5:30,74.819,-3.672
1/7/2021 5:45,74.852,-4.031
1/7/2021 6:00,74.856,-3.792
1/7/2021 6:15,74.869,-2.494
1/7/2021 6:30,74.903,-2.844
1/7/2021 6:45,74.886,-3.672
1/7/2021 7:00,74.886,-4.031
1/7/2021 7:15,74.878,-3.792
1/7/2021 7:30,74.856,-3.792
1/7/2021 7:45,74.841,-3.672
1/7/2021 8:00,74.837,-3.553
1/7/2021 8:15,74.829,-3.316
1/7/2021 8:30,74.858,-2.844
1/7/2021 8:45,74.883,-2.261
1/7/2021 9:00,74.873,-1.684
1/7/2021 9:15,74.888,0.674
1/7/2021 9:30,74.919,2.195
1/7/2021 9:45,74.927,3.155
1/7/2021 10:00,74.928,3.578
1/7/2021 10:15,74.906,4.207
1/7/2021 10:30,74.899,5.141
1/7/2021 10:45,74.915,5.86
1/7/2021 11:00,74.905,5.244
1/7/2021 11:15,74.911,4.934
1/7/2021 11:30,74.872,4.623
1/7/2021 11:45,74.883,5.037
1/7/2021 12:00,74.859,5.86
1/7/2021 12:15,74.845,6.471
1/7/2021 12:30,74.837,8.082
1/7/2021 12:45,74.849,8.082
1/7/2021 13:00,74.727,9.965
1/7/2021 13:15,74.803,10.846
1/7/2021 13:30,74.796,10.944
1/7/2021 13:45,74.776,9.571
1/7/2021 14:00,74.696,12.69
1/7/2021 14:15,74.754,19.187
1/7/2021 14:30,74.78,22.333
1/7/2021 14:45,74.792,18.14
1/7/2021 15:00,74.78,11.819
1/7/2021 15:15,74.762,10.455
1/7/2021 15:30,74.841,14.421
1/7/2021 15:45,74.866,15.282
1/7/2021 16:00,74.88,9.176
1/7/2021 16:15,74.872,4.623
1/7/2021 16:30,74.873,1.98
1/7/2021 16:45,74.874,0.232
1/7/2021 17:00,74.898,-0.887
1/7/2021 17:15,74.924,-1.57
1/7/2021 17:30,74.971,-1.914
1/7/2021 17:45,74.989,-1.799
1/7/2021 18:00,75,-1.799
1/7/2021 18:15,75.03,-1.684
1/7/2021 18:30,75.054,-2.03
1/7/2021 18:45,75.014,-2.494
1/7/2021 19:00,75.009,-3.316
1/7/2021 19:15,75.016,-3.911
1/7/2021 19:30,74.99,-4.152
1/7/2021 19:45,75.05,-3.911
1/7/2021 20:00,75.069,-3.792
1/7/2021 20:15,75.069,-4.152
1/7/2021 20:30,75.061,-4.636
1/7/2021 20:45,75.086,-4.758
1/7/2021 21:00,75.079,-4.514
1/7/2021 21:15,75.076,-4.393
1/7/2021 21:30,75.05,-4.272
1/7/2021 21:45,75.083,-4.272
1/7/2021 22:00,75.061,-4.636
1/7/2021 22:15,75.053,-4.758
1/7/2021 22:30,75.007,-5.125
1/7/2021 22:45,74.988,-5.249
1/7/2021 23:00,74.998,-5.62
1/7/2021 23:15,75.001,-5.745
1/7/2021 23:30,75.014,-5.372
1/7/2021 23:45,75.018,-5.125
1/8/2021 0:00,75.033,-5.249
1/8/2021 0:15,75.025,-5.372
1/8/2021 0:30,75.03,-5.125
1/8/2021 0:45,75.025,-5.372
1/8/2021 1:00,75.028,-5.496
1/8/2021 1:15,75.054,-5.62
1/8/2021 1:30,75.057,-5.745
1/8/2021 1:45,75.065,-5.62
1/8/2021 2:00,75.076,-5.62
1/8/2021 2:15,75.118,-5.496
1/8/2021 2:30,75.14,-5.496
1/8/2021 2:45,75.129,-5.496
1/8/2021 3:00,75.132,-5.62
1/8/2021 3:15,75.121,-5.62
1/8/2021 3:30,75.118,-5.496
1/8/2021 3:45,75.102,-5.745
1/8/2021 4:00,75.092,-6.246
1/8/2021 4:15,75.061,-6.373
1/8/2021 4:30,75.072,-6.373
1/8/2021 4:45,75.081,-6.246
1/8/2021 5:00,75.069,-6.246
1/8/2021 5:15,75.1,-6.12
1/8/2021 5:30,75.069,-6.246
1/8/2021 5:45,75.095,-6.373
1/8/2021 6:00,75.101,-6.626
1/8/2021 6:15,75.103,-7.267
1/8/2021 6:30,75.157,-8.314
1/8/2021 6:45,75.152,-8.713
1/8/2021 7:00,75.136,-9.117
1/8/2021 7:15,75.142,-9.525
1/8/2021 7:30,75.144,-9.662
1/8/2021 7:45,75.105,-9.252
1/8/2021 8:00,75.151,-7.397
1/8/2021 8:15,75.192,-6.246
1/8/2021 8:30,75.238,-5.372
1/8/2021 8:45,75.24,-4.636
1/8/2021 9:00,75.203,-3.792
1/8/2021 9:15,75.178,2.624
1/8/2021 9:30,75.278,11.139
1/8/2021 9:45,75.331,13.269
1/8/2021 10:00,75.299,14.325
1/8/2021 10:15,75.263,14.038
1/8/2021 10:30,75.263,14.804
1/8/2021 10:45,75.209,15.378
1/8/2021 11:00,75.183,18.331
1/8/2021 11:15,75.168,19.377
1/8/2021 11:30,75.188,20.805
1/8/2021 11:45,75.175,19.853
1/8/2021 12:00,75.119,18.711
1/8/2021 12:15,75.149,10.553
1/8/2021 12:30,75.04,4.831
1/8/2021 12:45,75,3.049
1/8/2021 13:00,74.938,5.655
1/8/2021 13:15,75.015,12.013
1/8/2021 13:30,75.026,7.582
1/8/2021 13:45,74.928,4.207
1/8/2021 14:00,74.896,7.682
1/8/2021 14:15,74.927,15.378
1/8/2021 14:30,74.95,17.284
1/8/2021 14:45,75.005,15.091
1/8/2021 15:00,74.974,6.775
1/8/2021 15:15,74.904,5.655
1/8/2021 15:30,74.963,8.581
1/8/2021 15:45,74.981,9.866
1/8/2021 16:00,74.983,2.943
1/8/2021 16:15,74.978,-0.662
1/8/2021 16:30,74.974,-2.61
1/8/2021 16:45,74.953,-3.672
1/8/2021 17:00,74.956,-4.514
1/8/2021 17:15,74.97,-5.003
1/8/2021 17:30,74.983,-5.496
1/8/2021 17:45,74.988,-6.12
1/8/2021 18:00,75,-6.626
1/8/2021 18:15,74.989,-6.626
1/8/2021 18:30,75.028,-6.882
1/8/2021 18:45,75.017,-7.397
1/8/2021 19:00,75.035,-7.787
1/8/2021 19:15,75.023,-8.314
1/8/2021 19:30,75.018,-8.713
1/8/2021 19:45,75.02,-8.847
1/8/2021 20:00,74.991,-9.117
1/8/2021 20:15,74.995,-9.388
1/8/2021 20:30,74.976,-9.662
1/8/2021 20:45,74.98,-9.937
1/8/2021 21:00,74.969,-9.937
1/8/2021 21:15,74.969,-9.937
1/8/2021 21:30,74.948,-10.075
1/8/2021 21:45,74.938,-10.214
1/8/2021 22:00,74.941,-10.493
1/8/2021 22:15,74.943,-10.634
1/8/2021 22:30,74.944,-10.774
1/8/2021 22:45,74.958,-11.058
1/8/2021 23:00,74.937,-11.2
1/8/2021 23:15,74.938,-11.344
1/8/2021 23:30,74.938,-11.344
1/8/2021 23:45,74.928,-11.487
1/9/2021 0:00,74.929,-11.631
1/9/2021 0:15,74.918,-11.631
1/9/2021 0:30,74.907,-11.631
1/9/2021 0:45,74.885,-11.776
1/9/2021 1:00,74.897,-11.922
1/9/2021 1:15,74.898,-12.068
1/9/2021 1:30,74.899,-12.214
1/9/2021 1:45,74.888,-12.361
1/9/2021 2:00,74.9,-12.361
1/9/2021 2:15,74.899,-12.214
1/9/2021 2:30,74.898,-12.068
1/9/2021 2:45,74.895,-11.631
1/9/2021 3:00,74.902,-11.058
1/9/2021 3:15,74.888,-10.774
1/9/2021 3:30,74.887,-10.634
1/9/2021 3:45,74.876,-10.634
1/9/2021 4:00,74.876,-10.634
1/9/2021 4:15,74.874,-10.493
1/9/2021 4:30,74.882,-10.214
1/9/2021 4:45,74.881,-10.075
1/9/2021 5:00,74.876,-9.662
1/9/2021 5:15,74.87,-9.252
1/9/2021 5:30,74.899,-8.982
1/9/2021 5:45,74.884,-8.713
1/9/2021 6:00,74.895,-8.713
1/9/2021 6:15,74.891,-8.447
1/9/2021 6:30,74.911,-8.314
1/9/2021 6:45,74.931,-8.182
1/9/2021 7:00,74.926,-7.918
1/9/2021 7:15,74.94,-8.05
1/9/2021 7:30,74.967,-8.314
1/9/2021 7:45,74.967,-8.314
1/9/2021 8:00,74.996,-8.05
1/9/2021 8:15,75.01,-7.657
1/9/2021 8:30,75.011,-7.138
1/9/2021 8:45,75.003,-6.754
1/9/2021 9:00,75.036,-6.246
1/9/2021 9:15,75.052,-5.995
1/9/2021 9:30,75.066,-6.12
1/9/2021 9:45,75.071,-5.87
1/9/2021 10:00,75.059,-5.372
1/9/2021 10:15,75.063,-5.125
1/9/2021 10:30,74.982,-2.844
1/9/2021 10:45,75.07,1.112
1/9/2021 11:00,75.091,4.519
1/9/2021 11:15,75.008,1.003
1/9/2021 11:30,74.974,-1.114
1/9/2021 11:45,74.929,-2.61
1/9/2021 12:00,74.9,-3.079
1/9/2021 12:15,74.904,-3.197
1/9/2021 12:30,74.919,-3.316
1/9/2021 12:45,74.893,-3.553
1/9/2021 13:00,74.885,-3.316
1/9/2021 13:15,74.874,-3.316
1/9/2021 13:30,74.878,-3.434
1/9/2021 13:45,74.875,-4.031
1/9/2021 14:00,74.889,-4.514
1/9/2021 14:15,74.896,-4.758
1/9/2021 14:30,74.892,-5.003
1/9/2021 14:45,74.891,-5.372
1/9/2021 15:00,74.928,-5.496
1/9/2021 15:15,74.928,-5.496
1/9/2021 15:30,74.935,-5.372
1/9/2021 15:45,74.939,-5.496
1/9/2021 16:00,74.964,-5.62
1/9/2021 16:15,74.996,-5.995
1/9/2021 16:30,74.997,-6.499
1/9/2021 16:45,75.017,-6.882
1/9/2021 17:00,75.034,-7.138
1/9/2021 17:15,75.045,-7.138
1/9/2021 17:30,75.061,-7.397
1/9/2021 17:45,75.084,-7.397
1/9/2021 18:00,75.086,-7.527
1/9/2021 18:15,75.109,-7.527
1/9/2021 18:30,75.1,-7.657
1/9/2021 18:45,75.089,-7.657
1/9/2021 19:00,75.122,-7.657
1/9/2021 19:15,75.134,-7.657
1/9/2021 19:30,75.145,-7.657
1/9/2021 19:45,75.156,-7.657
1/9/2021 20:00,75.145,-7.657
1/9/2021 20:15,75.167,-7.657
1/9/2021 20:30,75.145,-7.657
1/9/2021 20:45,75.156,-7.657
1/9/2021 21:00,75.147,-7.787
1/9/2021 21:15,75.158,-7.787
1/9/2021 21:30,75.161,-7.918
1/9/2021 21:45,75.15,-7.918
1/9/2021 22:00,75.152,-8.05
1/9/2021 22:15,75.166,-8.182
1/9/2021 22:30,75.157,-8.314
1/9/2021 22:45,75.157,-8.314
1/9/2021 23:00,75.146,-8.314
1/9/2021 23:15,75.137,-8.447
1/9/2021 23:30,75.119,-8.713
1/9/2021 23:45,75.119,-8.713
1/10/2021 0:00,75.117,-8.58
1/10/2021 0:15,75.117,-8.58
1/10/2021 0:30,75.108,-8.713
1/10/2021 0:45,75.096,-8.713
1/10/2021 1:00,75.099,-8.847
1/10/2021 1:15,75.087,-8.847
1/10/2021 1:30,75.087,-8.847
1/10/2021 1:45,75.099,-8.847
1/10/2021 2:00,75.099,-8.847
1/10/2021 2:15,75.099,-8.847
1/10/2021 2:30,75.093,-9.252
1/10/2021 2:45,75.127,-9.252
1/10/2021 3:00,75.097,-9.525
1/10/2021 3:15,75.086,-9.525
1/10/2021 3:30,75.09,-9.799
1/10/2021 3:45,75.106,-10.214
1/10/2021 4:00,75.091,-10.916
1/10/2021 4:15,75.131,-11.776
1/10/2021 4:30,75.136,-12.807
1/10/2021 4:45,75.159,-13.562
1/10/2021 5:00,75.182,-14.178
1/10/2021 5:15,75.203,-14.648
1/10/2021 5:30,75.192,-14.648
1/10/2021 5:45,75.203,-14.648
1/10/2021 6:00,75.181,-14.49
1/10/2021 6:15,75.214,-14.49
1/10/2021 6:30,75.202,-14.806
1/10/2021 6:45,75.214,-14.806
1/10/2021 7:00,75.2,-15.285
1/10/2021 7:15,75.222,-15.446
1/10/2021 7:30,75.231,-15.77
1/10/2021 7:45,75.222,-15.446
1/10/2021 8:00,75.212,-15.285
1/10/2021 8:15,75.225,-14.648
1/10/2021 8:30,75.215,-13.868
1/10/2021 8:45,75.213,-12.658
1/10/2021 9:00,75.191,-10.916
1/10/2021 9:15,75.139,-1.914
1/10/2021 9:30,75.296,9.866
1/10/2021 9:45,75.238,10.063
1/10/2021 10:00,75.269,10.944
1/10/2021 10:15,75.254,13.076
1/10/2021 10:30,75.225,14.709
1/10/2021 10:45,75.224,17.379
1/10/2021 11:00,75.181,16.046
1/10/2021 11:15,75.164,17.57
1/10/2021 11:30,75.13,16.999
1/10/2021 11:45,75.104,17.76
1/10/2021 12:00,75.104,17.76
1/10/2021 12:15,75.143,11.139
1/10/2021 12:30,75.028,3.155
1/10/2021 12:45,74.964,1.221
1/10/2021 13:00,74.883,1.764
1/10/2021 13:15,74.996,8.779
1/10/2021 13:30,74.962,4.415
1/10/2021 13:45,74.906,1.98
1/10/2021 14:00,74.843,5.141
1/10/2021 14:15,74.967,12.69
1/10/2021 14:30,74.975,15.187
1/10/2021 14:45,75.011,13.173
1/10/2021 15:00,75.018,4.623
1/10/2021 15:15,75.018,4.623
1/10/2021 15:30,74.992,7.582
1/10/2021 15:45,74.995,8.082
1/10/2021 16:00,75.051,3.578
1/10/2021 16:15,75.027,-0.213
1/10/2021 16:30,75.027,-3.197
1/10/2021 16:45,75.023,-4.88
1/10/2021 17:00,75.022,-6.12
1/10/2021 17:15,75.056,-7.138
1/10/2021 17:30,75.058,-7.787
1/10/2021 17:45,75.07,-8.447
1/10/2021 18:00,75.067,-8.982
1/10/2021 18:15,75.062,-9.388
1/10/2021 18:30,75.066,-9.662
1/10/2021 18:45,75.058,-9.937
1/10/2021 19:00,75.06,-10.075
1/10/2021 19:15,75.063,-10.353
1/10/2021 19:30,75.066,-10.634
1/10/2021 19:45,75.091,-10.916
1/10/2021 20:00,75.082,-11.2
1/10/2021 20:15,75.094,-11.344
1/10/2021 20:30,75.095,-11.487
1/10/2021 20:45,75.096,-11.631
1/10/2021 21:00,75.097,-11.776
1/10/2021 21:15,75.098,-11.922
1/10/2021 21:30,75.099,-12.068
1/10/2021 21:45,75.111,-12.214
1/10/2021 22:00,75.101,-12.361
1/10/2021 22:15,75.112,-12.361
1/10/2021 22:30,75.123,-12.361
1/10/2021 22:45,75.124,-12.509
1/10/2021 23:00,75.124,-12.658
1/10/2021 23:15,75.113,-12.658
1/10/2021 23:30,75.113,-12.807
1/10/2021 23:45,75.102,-12.807
1/11/2021 0:00,75.114,-12.956
1/11/2021 0:15,75.125,-12.956
1/11/2021 0:30,75.125,-12.956
1/11/2021 0:45,75.125,-13.107
1/11/2021 1:00,75.137,-13.107
1/11/2021 1:15,75.148,-13.258
1/11/2021 1:30,75.137,-13.258
1/11/2021 1:45,75.159,-13.258
1/11/2021 2:00,75.159,-13.107
1/11/2021 2:15,75.159,-13.107
1/11/2021 2:30,75.159,-13.258
1/11/2021 2:45,75.148,-13.258
1/11/2021 3:00,75.137,-13.258
1/11/2021 3:15,75.137,-13.258
1/11/2021 3:30,75.137,-13.258
1/11/2021 3:45,75.115,-13.409
1/11/2021 4:00,75.126,-13.409
1/11/2021 4:15,75.126,-13.409
1/11/2021 4:30,75.126,-13.258
1/11/2021 4:45,75.114,-13.258
1/11/2021 5:00,75.125,-13.107
1/11/2021 5:15,75.137,-13.107
1/11/2021 5:30,75.148,-13.107
1/11/2021 5:45,75.148,-13.107
1/11/2021 6:00,75.148,-13.107
1/11/2021 6:15,75.159,-13.107
1/11/2021 6:30,75.159,-13.107
1/11/2021 6:45,75.159,-13.107
1/11/2021 7:00,75.17,-13.107
1/11/2021 7:15,75.17,-13.107
1/11/2021 7:30,75.181,-12.956
1/11/2021 7:45,75.146,-12.658
1/11/2021 8:00,75.168,-12.509
1/11/2021 8:15,75.176,-11.922
1/11/2021 8:30,75.184,-11.344
1/11/2021 8:45,75.195,-10.214
1/11/2021 9:00,75.217,-8.58
1/11/2021 9:15,75.187,-1.114
1/11/2021 9:30,75.296,9.866
1/11/2021 9:45,75.334,15.951
1/11/2021 10:00,75.33,18.616
1/11/2021 10:15,75.331,21.951
1/11/2021 10:30,75.286,20.71
1/11/2021 10:45,75.263,21.951
1/11/2021 11:00,75.262,22.238
1/11/2021 11:15,75.244,23.004
1/11/2021 11:30,75.216,24.158
1/11/2021 11:45,75.138,23.196
1/11/2021 12:00,75.13,22.333
1/11/2021 12:15,75.127,17.76
1/11/2021 12:30,75.02,9.275
1/11/2021 12:45,74.986,7.682
1/11/2021 13:00,74.925,8.481
1/11/2021 13:15,75.006,13.558
1/11/2021 13:30,74.978,9.571
1/11/2021 13:45,74.948,7.381
1/11/2021 14:00,74.912,10.063
1/11/2021 14:15,74.998,19.377
1/11/2021 14:30,75.022,22.812
1/11/2021 14:45,75.06,20.71
1/11/2021 15:00,75.014,11.041
1/11/2021 15:15,75.029,10.161
1/11/2021 15:30,75.007,13.846
1/11/2021 15:45,75.03,13.846
1/11/2021 16:00,75.034,8.879
1/11/2021 16:15,75.079,3.472
1/11/2021 16:30,75.066,-0.887
1/11/2021 16:45,75.045,-2.727
1/11/2021 17:00,75.054,-3.672
1/11/2021 17:15,75.069,-4.152
1/11/2021 17:30,75.102,-4.514
1/11/2021 17:45,75.101,-4.88
1/11/2021 18:00,75.052,-5.125
1/11/2021 18:15,75.103,-5.372
1/11/2021 18:30,75.105,-5.87
1/11/2021 18:45,75.095,-6.373
1/11/2021 19:00,75.106,-6.882
1/11/2021 19:15,75.103,-7.267
1/11/2021 19:30,75.115,-7.267
1/11/2021 19:45,75.128,-7.397
1/11/2021 20:00,75.145,-7.657
1/11/2021 20:15,75.131,-7.527
1/11/2021 20:30,75.114,-7.787
1/11/2021 20:45,75.114,-7.787
1/11/2021 21:00,75.094,-7.918
1/11/2021 21:15,75.111,-7.657
1/11/2021 21:30,75.114,-7.787
1/11/2021 21:45,75.114,-7.787
1/11/2021 22:00,75.111,-7.657
1/11/2021 22:15,75.12,-7.527
1/11/2021 22:30,75.116,-7.918
1/11/2021 22:45,75.107,-8.05
1/11/2021 23:00,75.107,-8.05
1/11/2021 23:15,75.087,-8.182
1/11/2021 23:30,75.07,-8.447
1/11/2021 23:45,75.058,-8.447
1/12/2021 0:00,75.049,-8.58
1/12/2021 0:15,75.038,-8.58
1/12/2021 0:30,75.047,-8.447
1/12/2021 0:45,75.056,-8.314
1/12/2021 1:00,75.045,-8.314
1/12/2021 1:15,75.054,-8.182
1/12/2021 1:30,75.054,-8.182
1/12/2021 1:45,75.074,-8.05
1/12/2021 2:00,75.074,-8.05
1/12/2021 2:15,75.063,-8.05
1/12/2021 2:30,75.074,-8.05
1/12/2021 2:45,75.083,-7.918
1/12/2021 3:00,75.063,-8.05
1/12/2021 3:15,75.074,-8.05
1/12/2021 3:30,75.054,-8.182
1/12/2021 3:45,75.054,-8.182
1/12/2021 4:00,75.056,-8.314
1/12/2021 4:15,75.087,-8.182
1/12/2021 4:30,75.074,-8.05
1/12/2021 4:45,75.074,-8.05
1/12/2021 5:00,75.085,-8.05
1/12/2021 5:15,75.09,-8.314
1/12/2021 5:30,75.067,-8.314
1/12/2021 5:45,75.092,-8.447
1/12/2021 6:00,75.116,-7.918
1/12/2021 6:15,75.125,-7.787
1/12/2021 6:30,75.099,-8.182
1/12/2021 6:45,75.099,-8.182
1/12/2021 7:00,75.11,-8.182
1/12/2021 7:15,75.127,-7.918
1/12/2021 7:30,75.096,-8.05
1/12/2021 7:45,75.11,-8.182
1/12/2021 8:00,75.122,-7.657
1/12/2021 8:15,75.142,-6.499
1/12/2021 8:30,75.162,-4.272
1/12/2021 8:45,75.203,-1.228
1/12/2021 9:00,75.221,1.003
1/12/2021 9:15,75.192,6.877
1/12/2021 9:30,75.266,14.613
1/12/2021 9:45,75.285,18.045
1/12/2021 10:00,75.273,19.472
1/12/2021 10:15,75.273,18.901
1/12/2021 10:30,75.277,21.091
1/12/2021 10:45,75.253,20.424
1/12/2021 11:00,75.243,21.091
1/12/2021 11:15,75.193,21.569
1/12/2021 11:30,75.17,20.329
1/12/2021 11:45,75.142,22.046
1/12/2021 12:00,75.142,20.805
1/12/2021 12:15,75.113,16.332
1/12/2021 12:30,75.081,10.553
1/12/2021 12:45,75.046,8.879
1/12/2021 13:00,75.05,9.669
1/12/2021 13:15,75.081,10.063
1/12/2021 13:30,75.036,8.68
1/12/2021 13:45,75.031,7.682
1/12/2021 14:00,74.976,8.382
1/12/2021 14:15,75.038,9.176
1/12/2021 14:30,75.018,10.161
1/12/2021 14:45,75.105,12.013
1/12/2021 15:00,75.024,7.983
1/12/2021 15:15,75.029,8.779
1/12/2021 15:30,75.018,6.775
1/12/2021 15:45,75.021,5.962
1/12/2021 16:00,75.029,5.037
1/12/2021 16:15,75.018,3.788
1/12/2021 16:30,74.988,2.837
1/12/2021 16:45,74.942,2.41
1/12/2021 17:00,74.907,2.195
1/12/2021 17:15,74.956,1.872
1/12/2021 17:30,74.963,1.98
1/12/2021 17:45,74.978,1.656
1/12/2021 18:00,74.974,1.003
1/12/2021 18:15,74.957,0.893
1/12/2021 18:30,74.959,1.33
1/12/2021 18:45,74.927,1.548
1/12/2021 19:00,74.938,1.548
1/12/2021 19:15,74.935,2.088
1/12/2021 19:30,74.931,2.41
1/12/2021 19:45,74.942,2.624
1/12/2021 20:00,74.993,2.517
1/12/2021 20:15,74.976,2.624
1/12/2021 20:30,74.975,2.41
1/12/2021 20:45,74.925,2.303
1/12/2021 21:00,74.942,2.624
1/12/2021 21:15,74.977,2.837
1/12/2021 21:30,74.976,2.624
1/12/2021 21:45,74.987,2.624
1/12/2021 22:00,74.981,2.303
1/12/2021 22:15,74.94,1.98
1/12/2021 22:30,74.89,2.088
1/12/2021 22:45,74.987,2.41
1/12/2021 23:00,74.993,2.517
1/12/2021 23:15,74.947,2.303
1/12/2021 23:30,74.909,2.624
1/12/2021 23:45,74.808,2.624
1/13/2021 0:00,74.815,3.155
1/13/2021 0:15,74.826,3.367
1/13/2021 0:30,74.815,3.155
1/13/2021 0:45,74.752,2.837
1/13/2021 1:00,74.734,2.517
1/13/2021 1:15,74.785,2.624
1/13/2021 1:30,74.807,2.41
1/13/2021 1:45,74.813,2.517
