Date,P_kPa,T_C
12/18/2020 7:15,84.25,-2.377
12/18/2020 7:30,84.284,-2.377
12/18/2020 7:45,84.336,-2.261
12/18/2020 8:00,84.377,-2.145
12/18/2020 8:15,84.423,-2.145
12/18/2020 8:30,84.464,-2.03
12/18/2020 8:45,84.302,-1.914
12/18/2020 9:00,84.05,-1.799
12/18/2020 9:15,83.027,-1.57
12/18/2020 9:30,78.379,-1.228
12/18/2020 9:45,76.845,-0.774
12/18/2020 10:00,75.061,-0.213
12/18/2020 10:15,74.763,0.453
12/18/2020 10:30,74.51,1.112
12/18/2020 10:45,74.529,1.656
12/18/2020 11:00,74.543,2.303
12/18/2020 11:15,74.551,3.261
12/18/2020 11:30,74.541,4.519
12/18/2020 11:45,74.535,4.623
12/18/2020 12:00,74.254,4.623
12/18/2020 12:15,74.266,4.415
12/18/2020 12:30,74.204,4.519
12/18/2020 12:45,74.193,4.102
12/18/2020 13:00,74.21,3.788
12/18/2020 13:15,74.215,3.472
12/18/2020 13:30,74.287,3.155
12/18/2020 13:45,74.314,2.624
12/18/2020 14:00,74.335,2.195
12/18/2020 14:15,74.333,1.764
12/18/2020 14:30,74.371,3.049
12/18/2020 14:45,74.369,2.195
12/18/2020 15:00,74.653,1.656
12/18/2020 15:15,74.756,-0.437
12/18/2020 15:30,74.747,-1.914
12/18/2020 15:45,74.754,-2.727
12/18/2020 16:00,74.773,-2.962
12/18/2020 16:15,74.785,-3.672
12/18/2020 16:30,74.807,-4.031
12/18/2020 16:45,74.833,-4.514
12/18/2020 17:00,74.829,-4.758
12/18/2020 17:15,74.844,-4.88
12/18/2020 17:30,74.844,-4.88
12/18/2020 17:45,74.847,-5.003
12/18/2020 18:00,74.857,-5.372
12/18/2020 18:15,74.878,-5.745
12/18/2020 18:30,74.89,-6.246
12/18/2020 18:45,74.902,-6.754
12/18/2020 19:00,74.893,-7.397
12/18/2020 19:15,74.91,-7.657
12/18/2020 19:30,74.907,-7.527
12/18/2020 19:45,74.894,-6.882
12/18/2020 20:00,74.896,-6.499
12/18/2020 20:15,74.885,-6.499
12/18/2020 20:30,74.884,-5.995
12/18/2020 20:45,74.884,-5.995
12/18/2020 21:00,74.892,-5.87
12/18/2020 21:15,74.873,-5.995
12/18/2020 21:30,74.887,-6.12
12/18/2020 21:45,74.843,-6.12
12/18/2020 22:00,74.851,-5.995
12/18/2020 22:15,74.851,-5.995
12/18/2020 22:30,74.865,-6.12
12/18/2020 22:45,74.823,-6.246
12/18/2020 23:00,74.834,-6.246
12/18/2020 23:15,74.812,-6.246
12/18/2020 23:30,74.846,-6.246
12/18/2020 23:45,74.837,-6.373
12/19/2020 0:00,74.823,-6.246
12/19/2020 0:15,74.804,-6.373
12/19/2020 0:30,74.81,-6.626
12/19/2020 0:45,74.829,-6.499
12/19/2020 1:00,74.829,-6.499
12/19/2020 1:15,74.843,-6.626
12/19/2020 1:30,74.821,-6.626
12/19/2020 1:45,74.824,-6.754
12/19/2020 2:00,74.796,-7.01
12/19/2020 2:15,74.754,-7.138
12/19/2020 2:30,74.732,-7.138
12/19/2020 2:45,74.726,-6.882
12/19/2020 3:00,74.734,-6.754
12/19/2020 3:15,74.74,-6.499
12/19/2020 3:30,74.731,-6.626
12/19/2020 3:45,74.676,-6.626
12/19/2020 4:00,74.67,-6.373
12/19/2020 4:15,74.67,-6.373
12/19/2020 4:30,74.681,-6.373
12/19/2020 4:45,74.639,-6.499
12/19/2020 5:00,74.644,-6.246
12/19/2020 5:15,74.667,-6.246
12/19/2020 5:30,74.711,-6.246
12/19/2020 5:45,74.717,-6.499
12/19/2020 6:00,74.723,-6.754
12/19/2020 6:15,74.687,-6.626
12/19/2020 6:30,74.628,-6.499
12/19/2020 6:45,74.588,-6.246
12/19/2020 7:00,74.595,-5.62
12/19/2020 7:15,74.622,-5.372
12/19/2020 7:30,74.649,-5.125
12/19/2020 7:45,74.676,-4.88
12/19/2020 8:00,74.654,-4.514
12/19/2020 8:15,74.598,-3.792
12/19/2020 8:30,74.654,-3.079
12/19/2020 8:45,74.697,-2.377
12/19/2020 9:00,74.692,-2.261
12/19/2020 9:15,74.666,-2.145
12/19/2020 9:30,74.603,-2.261
12/19/2020 9:45,74.664,-1.799
12/19/2020 10:00,74.685,-1.456
12/19/2020 10:15,74.627,-1.114
12/19/2020 10:30,74.58,-1.341
12/19/2020 10:45,74.626,1.98
12/19/2020 11:00,74.726,3.998
12/19/2020 11:15,74.646,3.155
12/19/2020 11:30,74.513,3.788
12/19/2020 11:45,74.488,5.86
12/19/2020 12:00,74.484,5.141
12/19/2020 12:15,74.596,3.049
12/19/2020 12:30,74.604,1.98
12/19/2020 12:45,74.574,3.261
12/19/2020 13:00,74.634,8.282
12/19/2020 13:15,74.665,6.674
12/19/2020 13:30,74.698,4.102
12/19/2020 13:45,74.573,3.049
12/19/2020 14:00,74.724,7.179
12/19/2020 14:15,74.661,2.41
12/19/2020 14:30,74.599,-0.437
12/19/2020 14:45,74.575,-1.799
12/19/2020 15:00,74.551,-2.377
12/19/2020 15:15,74.559,-2.61
12/19/2020 15:30,74.53,-1.799
12/19/2020 15:45,74.62,-0.662
12/19/2020 16:00,74.558,-2.261
12/19/2020 16:15,74.609,-3.079
12/19/2020 16:30,74.598,-3.434
12/19/2020 16:45,74.613,-3.553
12/19/2020 17:00,74.666,-3.792
12/19/2020 17:15,74.669,-3.911
12/19/2020 17:30,74.684,-4.031
12/19/2020 17:45,74.632,-4.152
12/19/2020 18:00,74.662,-4.031
12/19/2020 18:15,74.666,-4.152
12/19/2020 18:30,74.666,-4.152
12/19/2020 18:45,74.647,-4.272
12/19/2020 19:00,74.673,-4.393
12/19/2020 19:15,74.662,-4.393
12/19/2020 19:30,74.703,-4.272
12/19/2020 19:45,74.759,-4.272
12/19/2020 20:00,74.74,-4.393
12/19/2020 20:15,74.729,-4.393
12/19/2020 20:30,74.729,-4.393
12/19/2020 20:45,74.748,-4.272
12/19/2020 21:00,74.759,-4.272
12/19/2020 21:15,74.759,-4.272
12/19/2020 21:30,74.774,-4.393
12/19/2020 21:45,74.751,-4.393
12/19/2020 22:00,74.785,-4.393
12/19/2020 22:15,74.785,-4.393
12/19/2020 22:30,74.878,-4.514
12/19/2020 22:45,74.856,-4.514
12/19/2020 23:00,74.859,-4.636
12/19/2020 23:15,74.848,-4.636
12/19/2020 23:30,74.867,-4.514
12/19/2020 23:45,74.825,-4.636
12/20/2020 0:00,74.863,-4.393
12/20/2020 0:15,74.848,-4.272
12/20/2020 0:30,74.848,-4.272
12/20/2020 0:45,74.837,-4.272
12/20/2020 1:00,74.848,-4.272
12/20/2020 1:15,74.886,-4.393
12/20/2020 1:30,74.941,-4.393
12/20/2020 1:45,74.941,-4.393
12/20/2020 2:00,74.964,-4.393
12/20/2020 2:15,74.96,-4.272
12/20/2020 2:30,74.927,-4.272
12/20/2020 2:45,74.841,-4.393
12/20/2020 3:00,74.796,-4.031
12/20/2020 3:15,74.766,-3.434
12/20/2020 3:30,74.777,-3.079
12/20/2020 3:45,74.822,-3.079
12/20/2020 4:00,74.851,-2.962
12/20/2020 4:15,74.773,-3.316
12/20/2020 4:30,74.781,-3.197
12/20/2020 4:45,74.751,-3.316
12/20/2020 5:00,74.691,-3.197
12/20/2020 5:15,74.706,-2.962
12/20/2020 5:30,74.657,-2.844
12/20/2020 5:45,74.689,-2.494
12/20/2020 6:00,74.704,-2.261
12/20/2020 6:15,74.677,-2.145
12/20/2020 6:30,74.569,-2.261
12/20/2020 6:45,74.601,-1.914
12/20/2020 7:00,74.573,-1.456
12/20/2020 7:15,74.528,-1.456
12/20/2020 7:30,74.593,-1.114
12/20/2020 7:45,74.582,-1.114
12/20/2020 8:00,74.55,-0.887
12/20/2020 8:15,74.57,-0.549
12/20/2020 8:30,74.619,-0.102
12/20/2020 8:45,74.616,0.232
12/20/2020 9:00,74.706,1.221
12/20/2020 9:15,74.683,1.003
12/20/2020 9:30,74.697,0.674
12/20/2020 9:45,74.725,1.548
12/20/2020 10:00,74.71,1.872
12/20/2020 10:15,74.74,2.41
12/20/2020 10:30,74.724,2.943
12/20/2020 10:45,74.707,2.837
12/20/2020 11:00,74.702,3.155
12/20/2020 11:15,74.645,11.334
12/20/2020 11:30,74.708,12.207
12/20/2020 11:45,74.697,12.207
12/20/2020 12:00,74.677,8.481
12/20/2020 12:15,74.597,6.674
12/20/2020 12:30,74.621,6.471
12/20/2020 12:45,74.58,8.779
12/20/2020 13:00,74.706,11.431
12/20/2020 13:15,74.656,6.064
12/20/2020 13:30,74.591,4.623
12/20/2020 13:45,74.574,4.934
12/20/2020 14:00,74.652,10.748
12/20/2020 14:15,74.714,13.846
12/20/2020 14:30,74.756,14.804
12/20/2020 14:45,74.735,5.86
12/20/2020 15:00,74.61,2.303
12/20/2020 15:15,74.47,2.195
12/20/2020 15:30,74.507,3.893
12/20/2020 15:45,74.456,3.367
12/20/2020 16:00,74.45,3.261
12/20/2020 16:15,74.456,3.367
12/20/2020 16:30,74.522,2.943
12/20/2020 16:45,74.573,2.837
12/20/2020 17:00,74.55,2.837
12/20/2020 17:15,74.601,2.943
12/20/2020 17:30,74.596,3.049
12/20/2020 17:45,74.612,2.943
12/20/2020 18:00,74.63,3.261
12/20/2020 18:15,74.68,3.367
12/20/2020 18:30,74.703,3.578
12/20/2020 18:45,74.715,3.788
12/20/2020 19:00,74.765,3.683
12/20/2020 19:15,74.757,2.517
12/20/2020 19:30,74.749,1.98
12/20/2020 19:45,74.773,2.195
12/20/2020 20:00,74.752,2.837
12/20/2020 20:15,74.787,3.261
12/20/2020 20:30,74.82,3.049
12/20/2020 20:45,74.848,3.155
12/20/2020 21:00,74.82,3.049
12/20/2020 21:15,74.802,2.73
12/20/2020 21:30,74.835,2.517
12/20/2020 21:45,74.824,2.517
12/20/2020 22:00,74.836,2.73
12/20/2020 22:15,74.848,2.943
12/20/2020 22:30,74.842,2.837
12/20/2020 22:45,74.876,3.049
12/20/2020 23:00,74.865,3.049
12/20/2020 23:15,74.854,3.049
12/20/2020 23:30,74.876,3.049
12/20/2020 23:45,74.843,3.049
12/21/2020 0:00,74.847,2.73
12/21/2020 0:15,74.841,2.624
12/21/2020 0:30,74.853,2.624
12/21/2020 0:45,74.79,2.303
12/21/2020 1:00,74.791,2.517
12/21/2020 1:15,74.797,2.837
12/21/2020 1:30,74.746,2.73
12/21/2020 1:45,74.735,2.73
12/21/2020 2:00,74.73,3.049
12/21/2020 2:15,74.731,3.261
12/21/2020 2:30,74.708,3.261
12/21/2020 2:45,74.697,3.261
12/21/2020 3:00,74.669,3.367
12/21/2020 3:15,74.686,3.261
12/21/2020 3:30,74.674,3.049
12/21/2020 3:45,74.696,2.837
12/21/2020 4:00,74.657,2.73
12/21/2020 4:15,74.696,2.624
12/21/2020 4:30,74.712,2.517
12/21/2020 4:45,74.746,2.517
12/21/2020 5:00,74.797,2.624
12/21/2020 5:15,74.818,2.41
12/21/2020 5:30,74.795,2.195
12/21/2020 5:45,74.818,2.195
12/21/2020 6:00,74.846,2.303
12/21/2020 6:15,74.861,1.764
12/21/2020 6:30,74.865,1.439
12/21/2020 6:45,74.866,1.656
12/21/2020 7:00,74.917,1.764
12/21/2020 7:15,74.933,1.656
12/21/2020 7:30,74.961,1.548
12/21/2020 7:45,74.951,1.98
12/21/2020 8:00,74.982,2.73
12/21/2020 8:15,75.04,3.367
12/21/2020 8:30,75.046,3.893
12/21/2020 8:45,75.057,4.727
12/21/2020 9:00,75.063,8.779
12/21/2020 9:15,75.108,14.613
12/21/2020 9:30,75.204,14.996
12/21/2020 9:45,75.144,16.808
12/21/2020 10:00,75.138,18.331
12/21/2020 10:15,75.167,21.473
12/21/2020 10:30,75.176,23.004
12/21/2020 10:45,75.195,22.908
12/21/2020 11:00,75.169,24.448
12/21/2020 11:15,75.14,26
12/21/2020 11:30,75.142,27.173
12/21/2020 11:45,75.141,25.319
12/21/2020 12:00,75.123,21.187
12/21/2020 12:15,75.081,12.98
12/21/2020 12:30,75.043,10.455
12/21/2020 12:45,74.976,10.944
12/21/2020 13:00,75.099,16.808
12/21/2020 13:15,75.094,13.269
12/21/2020 13:30,75.043,10.455
12/21/2020 13:45,75.047,8.68
12/21/2020 14:00,75.017,8.082
12/21/2020 14:15,75.035,16.618
12/21/2020 14:30,75.098,22.717
12/21/2020 14:45,75.121,14.134
12/21/2020 15:00,75.055,9.077
12/21/2020 15:15,74.976,8.382
12/21/2020 15:30,75.052,13.846
12/21/2020 15:45,75.048,10.553
12/21/2020 16:00,75.015,6.064
12/21/2020 16:15,75.012,4.311
12/21/2020 16:30,75.012,3.472
12/21/2020 16:45,75.017,3.367
12/21/2020 17:00,75.028,3.367
12/21/2020 17:15,75.034,3.261
12/21/2020 17:30,75.017,3.155
12/21/2020 17:45,74.994,2.943
12/21/2020 18:00,75.005,2.943
12/21/2020 18:15,75,3.049
12/21/2020 18:30,75.011,3.049
12/21/2020 18:45,75,3.049
12/21/2020 19:00,75,3.049
12/21/2020 19:15,75.004,2.73
12/21/2020 19:30,74.988,2.837
12/21/2020 19:45,74.971,2.73
12/21/2020 20:00,74.949,2.943
12/21/2020 20:15,74.925,2.303
12/21/2020 20:30,74.931,2.41
12/21/2020 20:45,74.928,1.764
12/21/2020 21:00,74.911,1.656
12/21/2020 21:15,74.913,1.112
12/21/2020 21:30,74.922,-0.102
12/21/2020 21:45,74.875,-0.325
12/21/2020 22:00,74.896,0.232
12/21/2020 22:15,74.891,0.343
12/21/2020 22:30,74.891,-0.437
12/21/2020 22:45,74.889,-0.662
12/21/2020 23:00,74.862,-0.549
12/21/2020 23:15,74.851,-1.114
12/21/2020 23:30,74.828,-1.684
12/21/2020 23:45,74.783,-1.684
12/22/2020 0:00,74.756,-1.57
12/22/2020 0:15,74.73,-1.456
12/22/2020 0:30,74.693,-1.684
12/22/2020 0:45,74.675,-1.799
12/22/2020 1:00,74.685,-0.887
12/22/2020 1:15,74.689,-0.437
12/22/2020 1:30,74.678,0.343
12/22/2020 1:45,74.651,-0.325
12/22/2020 2:00,74.651,-0.325
12/22/2020 2:15,74.642,-0.662
12/22/2020 2:30,74.617,-0.325
12/22/2020 2:45,74.603,0.01
12/22/2020 3:00,74.574,-0.102
12/22/2020 3:15,74.532,-0.437
12/22/2020 3:30,74.472,-0.887
12/22/2020 3:45,74.454,0.343
12/22/2020 4:00,74.432,1.33
12/22/2020 4:15,74.432,1.33
12/22/2020 4:30,74.426,1.221
12/22/2020 4:45,74.403,2.41
12/22/2020 5:00,74.393,2.837
12/22/2020 5:15,74.366,3.155
12/22/2020 5:30,74.36,2.837
12/22/2020 5:45,74.343,2.943
12/22/2020 6:00,74.343,3.155
12/22/2020 6:15,74.354,2.943
12/22/2020 6:30,74.342,2.73
12/22/2020 6:45,74.308,2.517
12/22/2020 7:00,74.319,2.517
12/22/2020 7:15,74.342,2.517
12/22/2020 7:30,74.331,2.517
12/22/2020 7:45,74.325,2.41
12/22/2020 8:00,74.269,2.624
12/22/2020 8:15,74.225,2.837
12/22/2020 8:30,74.215,3.261
12/22/2020 8:45,74.215,3.893
12/22/2020 9:00,74.11,7.481
12/22/2020 9:15,74.142,15.76
12/22/2020 9:30,74.126,18.996
12/22/2020 9:45,74.126,20.805
12/22/2020 10:00,74.066,18.901
12/22/2020 10:15,74.037,21.473
12/22/2020 10:30,73.997,24.255
12/22/2020 10:45,73.975,24.255
12/22/2020 11:00,73.975,24.255
12/22/2020 11:15,73.86,23.196
12/22/2020 11:30,73.887,22.333
12/22/2020 11:45,73.8,21.473
12/22/2020 12:00,73.78,18.236
12/22/2020 12:15,73.67,9.965
12/22/2020 12:30,73.662,8.182
12/22/2020 12:45,73.701,8.978
12/22/2020 13:00,73.717,7.481
12/22/2020 13:15,73.687,7.782
12/22/2020 13:30,73.626,6.573
12/22/2020 13:45,73.599,6.471
12/22/2020 14:00,73.606,7.28
12/22/2020 14:15,73.555,6.268
12/22/2020 14:30,73.504,6.166
12/22/2020 14:45,73.495,5.552
12/22/2020 15:00,73.463,4.934
12/22/2020 15:15,73.429,4.727
12/22/2020 15:30,73.435,4.207
12/22/2020 15:45,73.413,3.788
12/22/2020 16:00,73.379,3.788
12/22/2020 16:15,73.357,3.367
12/22/2020 16:30,73.351,3.049
12/22/2020 16:45,73.362,3.049
12/22/2020 17:00,73.311,2.73
12/22/2020 17:15,73.343,2.303
12/22/2020 17:30,73.348,1.98
12/22/2020 17:45,73.347,1.764
12/22/2020 18:00,73.471,0.784
12/22/2020 18:15,73.575,-2.03
12/22/2020 18:30,73.512,-3.079
12/22/2020 18:45,73.478,-3.079
12/22/2020 19:00,73.538,-3.197
12/22/2020 19:15,73.625,-4.152
12/22/2020 19:30,73.65,-5.003
12/22/2020 19:45,73.675,-5.496
12/22/2020 20:00,73.685,-5.87
12/22/2020 20:15,73.641,-6.373
12/22/2020 20:30,73.636,-7.138
12/22/2020 20:45,73.63,-7.918
12/22/2020 21:00,73.662,-8.447
12/22/2020 21:15,73.693,-8.982
12/22/2020 21:30,73.699,-9.388
12/22/2020 21:45,73.677,-9.388
12/22/2020 22:00,73.549,-9.799
12/22/2020 22:15,73.467,-9.525
12/22/2020 22:30,73.526,-9.799
12/22/2020 22:45,73.638,-9.799
12/22/2020 23:00,73.716,-9.799
12/22/2020 23:15,73.682,-9.799
12/22/2020 23:30,73.729,-9.937
12/22/2020 23:45,73.807,-9.937
12/23/2020 0:00,73.85,-9.799
12/23/2020 0:15,73.796,-9.937
12/23/2020 0:30,73.809,-10.075
12/23/2020 0:45,73.855,-10.214
12/23/2020 1:00,73.825,-10.493
12/23/2020 1:15,73.881,-10.493
12/23/2020 1:30,73.882,-10.634
12/23/2020 1:45,73.903,-10.493
12/23/2020 2:00,73.948,-10.493
12/23/2020 2:15,74.003,-10.493
12/23/2020 2:30,74.026,-10.493
12/23/2020 2:45,74.07,-10.493
12/23/2020 3:00,74.148,-10.493
12/23/2020 3:15,74.142,-10.916
12/23/2020 3:30,74.153,-10.916
12/23/2020 3:45,74.154,-11.058
12/23/2020 4:00,74.197,-10.916
12/23/2020 4:15,74.255,-11.058
12/23/2020 4:30,74.29,-11.344
12/23/2020 4:45,74.326,-11.631
12/23/2020 5:00,74.339,-11.922
12/23/2020 5:15,74.339,-11.922
12/23/2020 5:30,74.384,-11.922
12/23/2020 5:45,74.417,-11.922
12/23/2020 6:00,74.417,-11.922
12/23/2020 6:15,74.44,-11.922
12/23/2020 6:30,74.45,-11.776
12/23/2020 6:45,74.462,-11.922
12/23/2020 7:00,74.451,-11.922
12/23/2020 7:15,74.452,-12.068
12/23/2020 7:30,74.496,-12.068
12/23/2020 7:45,74.517,-11.776
12/23/2020 8:00,74.521,-10.916
12/23/2020 8:15,74.538,-10.353
12/23/2020 8:30,74.544,-9.117
12/23/2020 8:45,74.584,-8.182
12/23/2020 9:00,74.563,-6.12
12/23/2020 9:15,74.662,-4.031
12/23/2020 9:30,74.693,-1.684
12/23/2020 9:45,74.736,-1.341
12/23/2020 10:00,74.72,-1.799
12/23/2020 10:15,74.732,-3.079
12/23/2020 10:30,74.654,-4.514
12/23/2020 10:45,74.677,-4.152
12/23/2020 11:00,74.724,-5.003
12/23/2020 11:15,74.65,-6.499
12/23/2020 11:30,74.685,-8.182
12/23/2020 11:45,74.649,-8.713
12/23/2020 12:00,74.617,-9.525
12/23/2020 12:15,74.626,-9.388
12/23/2020 12:30,74.582,-8.713
12/23/2020 12:45,74.582,-8.05
12/23/2020 13:00,74.628,-6.499
12/23/2020 13:15,74.628,-6.499
12/23/2020 13:30,74.677,-5.745
12/23/2020 13:45,74.658,-7.918
12/23/2020 14:00,74.635,-9.252
12/23/2020 14:15,74.52,-9.799
12/23/2020 14:30,74.617,-9.525
12/23/2020 14:45,74.609,-9.799
12/23/2020 15:00,74.606,-9.525
12/23/2020 15:15,74.645,-9.937
12/23/2020 15:30,74.686,-10.634
12/23/2020 15:45,74.698,-10.774
12/23/2020 16:00,74.715,-11.344
12/23/2020 16:15,74.719,-11.922
12/23/2020 16:30,74.71,-12.361
12/23/2020 16:45,74.722,-12.658
12/23/2020 17:00,74.746,-12.956
12/23/2020 17:15,74.757,-12.956
12/23/2020 17:30,74.813,-12.956
12/23/2020 17:45,74.791,-13.107
12/23/2020 18:00,74.802,-13.107
12/23/2020 18:15,74.768,-13.107
12/23/2020 18:30,74.835,-13.107
12/23/2020 18:45,74.813,-13.107
12/23/2020 19:00,74.801,-12.956
12/23/2020 19:15,74.79,-12.956
12/23/2020 19:30,74.779,-12.956
12/23/2020 19:45,74.789,-12.658
12/23/2020 20:00,74.812,-12.658
12/23/2020 20:15,74.822,-12.509
12/23/2020 20:30,74.8,-12.509
12/23/2020 20:45,74.811,-12.509
12/23/2020 21:00,74.821,-12.214
12/23/2020 21:15,74.821,-12.214
12/23/2020 21:30,74.81,-12.214
12/23/2020 21:45,74.798,-12.068
12/23/2020 22:00,74.763,-11.922
12/23/2020 22:15,74.784,-11.631
12/23/2020 22:30,74.805,-11.487
12/23/2020 22:45,74.794,-11.487
12/23/2020 23:00,74.839,-11.487
12/23/2020 23:15,74.826,-11.344
12/23/2020 23:30,74.815,-11.344
12/23/2020 23:45,74.758,-11.2
12/24/2020 0:00,74.788,-10.774
12/24/2020 0:15,74.831,-10.634
12/24/2020 0:30,74.82,-10.634
12/24/2020 0:45,74.798,-10.634
12/24/2020 1:00,74.751,-10.493
12/24/2020 1:15,74.753,-10.634
12/24/2020 1:30,74.742,-10.634
12/24/2020 1:45,74.74,-10.493
12/24/2020 2:00,74.736,-10.075
12/24/2020 2:15,74.723,-9.937
12/24/2020 2:30,74.742,-9.662
12/24/2020 2:45,74.769,-9.252
12/24/2020 3:00,74.794,-9.388
12/24/2020 3:15,74.767,-9.117
12/24/2020 3:30,74.827,-9.388
12/24/2020 3:45,74.801,-9.117
12/24/2020 4:00,74.745,-9.117
12/24/2020 4:15,74.817,-8.713
12/24/2020 4:30,74.799,-8.314
12/24/2020 4:45,74.805,-8.05
12/24/2020 5:00,74.789,-7.787
12/24/2020 5:15,74.851,-7.527
12/24/2020 5:30,74.832,-7.138
12/24/2020 5:45,74.866,-7.138
12/24/2020 6:00,74.877,-7.138
12/24/2020 6:15,74.883,-6.882
12/24/2020 6:30,74.877,-6.626
12/24/2020 6:45,74.899,-6.12
12/24/2020 7:00,74.867,-5.745
12/24/2020 7:15,74.873,-5.125
12/24/2020 7:30,74.874,-4.393
12/24/2020 7:45,74.923,-4.152
12/24/2020 8:00,74.934,-3.792
12/24/2020 8:15,74.938,-3.553
12/24/2020 8:30,74.971,-3.197
12/24/2020 8:45,74.996,-2.61
12/24/2020 9:00,75.014,-1.001
12/24/2020 9:15,75.046,4.934
12/24/2020 9:30,75.051,8.082
12/24/2020 9:45,75.129,8.978
12/24/2020 10:00,75.143,7.682
12/24/2020 10:15,75.162,10.357
12/24/2020 10:30,75.165,12.594
12/24/2020 10:45,75.127,15.569
12/24/2020 11:00,75.122,16.808
12/24/2020 11:15,75.138,18.616
12/24/2020 11:30,75.153,18.14
12/24/2020 11:45,75.138,18.045
12/24/2020 12:00,75.21,17.855
12/24/2020 12:15,75.13,8.082
12/24/2020 12:30,75.073,5.244
12/24/2020 12:45,75.023,5.347
12/24/2020 13:00,75.162,14.038
12/24/2020 13:15,75.199,11.139
12/24/2020 13:30,75.148,6.674
12/24/2020 13:45,75.147,5.141
12/24/2020 14:00,75.19,10.944
12/24/2020 14:15,75.231,15.378
12/24/2020 14:30,75.336,16.808
12/24/2020 14:45,75.398,7.381
12/24/2020 15:00,75.352,2.517
12/24/2020 15:15,75.379,2.195
12/24/2020 15:30,75.405,8.182
12/24/2020 15:45,75.482,7.481
12/24/2020 16:00,75.416,1.656
12/24/2020 16:15,75.38,-0.887
12/24/2020 16:30,75.35,-1.57
12/24/2020 16:45,75.352,-1.914
12/24/2020 17:00,75.331,-2.261
12/24/2020 17:15,75.328,-2.494
12/24/2020 17:30,75.32,-2.261
12/24/2020 17:45,75.331,-2.261
12/24/2020 18:00,75.331,-2.261
12/24/2020 18:15,75.345,-2.03
12/24/2020 18:30,75.36,-2.145
12/24/2020 18:45,75.381,-2.727
12/24/2020 19:00,75.367,-3.316
12/24/2020 19:15,75.379,-3.672
12/24/2020 19:30,75.382,-3.792
12/24/2020 19:45,75.352,-3.911
12/24/2020 20:00,75.356,-3.672
12/24/2020 20:15,75.36,-3.434
12/24/2020 20:30,75.337,-3.079
12/24/2020 20:45,75.373,-2.494
12/24/2020 21:00,75.353,-2.261
12/24/2020 21:15,75.374,-2.844
12/24/2020 21:30,75.345,-3.672
12/24/2020 21:45,75.319,-3.911
12/24/2020 22:00,75.315,-4.152
12/24/2020 22:15,75.303,-4.514
12/24/2020 22:30,75.284,-4.636
12/24/2020 22:45,75.284,-4.636
12/24/2020 23:00,75.272,-5.003
12/24/2020 23:15,75.253,-5.125
12/24/2020 23:30,75.258,-4.88
12/24/2020 23:45,75.249,-5.372
12/25/2020 0:00,75.222,-5.62
12/25/2020 0:15,75.201,-5.249
12/25/2020 0:30,75.143,-5.62
12/25/2020 0:45,75.161,-5.87
12/25/2020 1:00,75.139,-5.87
12/25/2020 1:15,75.155,-5.62
12/25/2020 1:30,75.148,-5.372
12/25/2020 1:45,75.175,-5.125
12/25/2020 2:00,75.168,-4.88
12/25/2020 2:15,75.172,-4.636
12/25/2020 2:30,75.176,-4.758
12/25/2020 2:45,75.164,-5.125
12/25/2020 3:00,75.156,-5.249
12/25/2020 3:15,75.118,-5.496
12/25/2020 3:30,75.111,-5.249
12/25/2020 3:45,75.116,-5.003
12/25/2020 4:00,75.119,-5.125
12/25/2020 4:15,75.122,-5.249
12/25/2020 4:30,75.137,-5.372
12/25/2020 4:45,75.099,-5.62
12/25/2020 5:00,75.091,-5.745
12/25/2020 5:15,75.083,-5.87
12/25/2020 5:30,75.071,-5.87
12/25/2020 5:45,75.071,-5.87
12/25/2020 6:00,75.083,-5.87
12/25/2020 6:15,75.071,-5.87
12/25/2020 6:30,75.086,-5.995
12/25/2020 6:45,75.063,-5.995
12/25/2020 7:00,75.071,-5.87
12/25/2020 7:15,75.079,-5.745
12/25/2020 7:30,75.065,-5.62
12/25/2020 7:45,75.073,-5.496
12/25/2020 8:00,75.081,-5.372
12/25/2020 8:15,75.09,-4.88
12/25/2020 8:30,75.099,-4.031
12/25/2020 8:45,75.087,-2.03
12/25/2020 9:00,75.064,1.98
12/25/2020 9:15,75.141,14.325
12/25/2020 9:30,75.176,18.426
12/25/2020 9:45,75.209,19.282
12/25/2020 10:00,75.198,17.855
12/25/2020 10:15,75.226,20.615
12/25/2020 10:30,75.191,20.901
12/25/2020 10:45,75.192,20.615
12/25/2020 11:00,75.182,21.569
12/25/2020 11:15,75.202,23.1
12/25/2020 11:30,75.169,23.773
12/25/2020 11:45,75.136,25.513
12/25/2020 12:00,75.138,25.222
12/25/2020 12:15,75.053,14.134
12/25/2020 12:30,75.005,10.357
12/25/2020 12:45,74.92,9.768
12/25/2020 13:00,74.984,18.711
12/25/2020 13:15,75.014,17.76
12/25/2020 13:30,74.954,11.431
12/25/2020 13:45,74.925,9.866
12/25/2020 14:00,74.949,16.999
12/25/2020 14:15,74.979,21.282
12/25/2020 14:30,74.979,23.196
12/25/2020 14:45,74.976,15.473
12/25/2020 15:00,74.925,9.866
12/25/2020 15:15,74.93,9.965
12/25/2020 15:30,74.911,15.282
12/25/2020 15:45,74.915,13.558
12/25/2020 16:00,74.89,7.782
12/25/2020 16:15,74.849,5.244
12/25/2020 16:30,74.833,4.102
12/25/2020 16:45,74.809,3.261
12/25/2020 17:00,74.82,3.049
12/25/2020 17:15,74.826,1.548
12/25/2020 17:30,74.828,1.98
12/25/2020 17:45,74.83,2.41
