Reading,Receive,Value,Unit,Data Quality
2021-09-29 14:01:09,2021-09-29 14:01:20,79.59,cfs,A
2021-09-29 12:58:01,2021-09-29 12:58:20,79.59,cfs,A
2021-09-29 12:00:42,2021-09-29 12:01:20,77.80,cfs,A
2021-09-29 10:59:38,2021-09-29 10:59:50,83.27,cfs,A
2021-09-29 10:01:16,2021-09-29 10:01:50,79.59,cfs,A
2021-09-29 08:58:26,2021-09-29 08:58:50,74.31,cfs,A
2021-09-29 08:01:34,2021-09-29 08:01:50,81.41,cfs,A
2021-09-29 07:00:19,2021-09-29 07:00:50,79.59,cfs,A
2021-09-29 05:59:38,2021-09-29 05:59:50,76.04,cfs,A
2021-09-29 05:02:36,2021-09-29 05:02:50,76.04,cfs,A
2021-09-29 03:58:43,2021-09-29 03:59:20,81.41,cfs,A
2021-09-29 02:59:23,2021-09-29 02:59:50,81.41,cfs,A
2021-09-29 01:58:27,2021-09-29 01:58:50,72.61,cfs,A
2021-09-29 00:58:00,2021-09-29 00:58:20,70.95,cfs,A
2021-09-28 23:59:18,2021-09-28 23:59:50,67.70,cfs,A
2021-09-28 22:59:55,2021-09-28 23:00:21,70.95,cfs,A
2021-09-28 22:01:46,2021-09-28 22:02:05,69.31,cfs,A
2021-09-28 20:57:59,2021-09-28 20:58:20,72.61,cfs,A
2021-09-28 20:01:12,2021-09-28 20:01:35,70.95,cfs,A
2021-09-28 18:58:56,2021-09-28 18:59:05,74.31,cfs,A
2021-09-28 18:02:13,2021-09-28 18:02:50,72.61,cfs,A
2021-09-28 18:02:12,2021-09-28 18:02:20,72.61,cfs,A
2021-09-28 17:02:34,2021-09-28 17:02:50,72.61,cfs,A
2021-09-28 16:02:40,2021-09-28 16:03:20,72.61,cfs,A
2021-09-28 16:02:39,2021-09-28 16:02:50,72.61,cfs,A
2021-09-28 14:58:55,2021-09-28 14:59:05,72.61,cfs,A
2021-09-28 14:02:12,2021-09-28 14:02:35,74.31,cfs,A
2021-09-28 13:01:06,2021-09-28 13:01:20,72.61,cfs,A
