DateTime,P_kPa,T_C
2/3/2021 15:15,76.923,0.121
2/3/2021 15:30,76.933,0.121
2/3/2021 15:45,76.913,0.121
2/3/2021 16:00,76.903,0.121
2/3/2021 16:15,76.883,0.121
2/3/2021 16:30,76.873,0.121
2/3/2021 16:45,76.864,0.121
2/3/2021 17:00,76.883,0.121
2/3/2021 17:15,76.883,0.121
2/3/2021 17:30,76.903,0.121
2/3/2021 17:45,76.923,0.121
2/3/2021 18:00,76.903,0.121
2/3/2021 18:15,76.933,0.121
2/3/2021 18:30,76.962,0.121
2/3/2021 18:45,77.022,0.121
2/3/2021 19:00,77.002,0.121
2/3/2021 19:15,77.002,0.121
2/3/2021 19:30,77.002,0.121
2/3/2021 19:45,77.002,0.121
2/3/2021 20:00,77.002,0.121
2/3/2021 20:15,77.101,0.121
2/3/2021 20:30,77.101,0.121
2/3/2021 20:45,77.101,0.121
2/3/2021 21:00,77.111,0.121
2/3/2021 21:15,77.13,0.121
2/3/2021 21:30,77.13,0.121
2/3/2021 21:45,77.15,0.121
2/3/2021 22:00,77.16,0.121
2/3/2021 22:15,77.18,0.121
2/3/2021 22:30,77.15,0.121
2/3/2021 22:45,77.14,0.121
2/3/2021 23:00,77.14,0.121
2/3/2021 23:15,77.16,0.121
2/3/2021 23:30,77.19,0.121
2/3/2021 23:45,77.18,0.121
2/4/2021 0:00,77.18,0.121
2/4/2021 0:15,77.2,0.121
2/4/2021 0:30,77.219,0.121
2/4/2021 0:45,77.19,0.121
2/4/2021 1:00,77.18,0.121
2/4/2021 1:15,77.18,0.121
2/4/2021 1:30,77.19,0.121
2/4/2021 1:45,77.17,0.121
2/4/2021 2:00,77.19,0.121
2/4/2021 2:15,77.19,0.121
2/4/2021 2:30,77.21,0.121
2/4/2021 2:45,77.2,0.121
2/4/2021 3:00,77.19,0.121
2/4/2021 3:15,77.2,0.121
2/4/2021 3:30,77.18,0.121
2/4/2021 3:45,77.2,0.121
2/4/2021 4:00,77.19,0.121
2/4/2021 4:15,77.19,0.121
2/4/2021 4:30,77.19,0.121
2/4/2021 4:45,77.21,0.121
2/4/2021 5:00,77.249,0.121
2/4/2021 5:15,77.239,0.121
2/4/2021 5:30,77.239,0.121
2/4/2021 5:45,77.259,0.121
2/4/2021 6:00,77.259,0.121
2/4/2021 6:15,77.249,0.121
2/4/2021 6:30,77.259,0.121
2/4/2021 6:45,77.269,0.121
2/4/2021 7:00,77.259,0.121
2/4/2021 7:15,77.259,0.121
2/4/2021 7:30,77.269,0.121
2/4/2021 7:45,77.249,0.121
2/4/2021 8:00,77.249,0.121
2/4/2021 8:15,77.249,0.121
2/4/2021 8:30,77.249,0.121
2/4/2021 8:45,77.249,0.121
2/4/2021 9:00,77.229,0.121
2/4/2021 9:15,77.21,0.121
2/4/2021 9:30,77.219,0.121
2/4/2021 9:45,77.219,0.121
2/4/2021 10:00,77.18,0.121
2/4/2021 10:15,77.21,0.121
2/4/2021 10:30,77.21,0.121
2/4/2021 10:45,77.219,0.121
2/4/2021 11:00,77.2,0.121
2/4/2021 11:15,77.19,0.121
2/4/2021 11:30,77.17,0.121
2/4/2021 11:45,77.15,0.121
2/4/2021 12:00,77.13,0.121
2/4/2021 12:15,77.081,0.121
2/4/2021 12:30,77.081,0.121
2/4/2021 12:45,77.081,0.121
2/4/2021 13:00,77.081,0.121
2/4/2021 13:15,77.071,0.121
2/4/2021 13:30,77.071,0.121
2/4/2021 13:45,77.081,0.121
2/4/2021 14:00,77.091,0.121
2/4/2021 14:15,77.101,0.121
2/4/2021 14:30,77.121,0.121
2/4/2021 14:45,77.15,0.121
2/4/2021 15:00,77.14,0.121
2/4/2021 15:15,77.13,0.121
2/4/2021 15:30,77.13,0.121
2/4/2021 15:45,77.081,0.121
2/4/2021 16:00,77.111,0.121
2/4/2021 16:15,77.041,0.121
2/4/2021 16:30,77.041,0.121
2/4/2021 16:45,77.061,0.121
2/4/2021 17:00,77.091,0.121
2/4/2021 17:15,77.071,0.121
2/4/2021 17:30,77.061,0.121
2/4/2021 17:45,77.091,0.121
2/4/2021 18:00,77.121,0.121
2/4/2021 18:15,77.14,0.121
2/4/2021 18:30,77.16,0.121
2/4/2021 18:45,77.15,0.121
2/4/2021 19:00,77.13,0.121
2/4/2021 19:15,77.15,0.121
2/4/2021 19:30,77.16,0.121
2/4/2021 19:45,77.121,0.121
2/4/2021 20:00,77.14,0.121
2/4/2021 20:15,77.121,0.121
2/4/2021 20:30,77.13,0.121
2/4/2021 20:45,77.13,0.121
2/4/2021 21:00,77.091,0.121
2/4/2021 21:15,77.071,0.121
2/4/2021 21:30,77.032,0.121
2/4/2021 21:45,77.032,0.121
2/4/2021 22:00,77.071,0.121
2/4/2021 22:15,77.051,0.121
2/4/2021 22:30,77.071,0.121
2/4/2021 22:45,77.15,0.121
2/4/2021 23:00,77.111,0.121
2/4/2021 23:15,77.111,0.121
2/4/2021 23:30,77.091,0.121
2/4/2021 23:45,77.101,0.121
2/5/2021 0:00,77.101,0.121
2/5/2021 0:15,77.101,0.121
2/5/2021 0:30,77.111,0.121
2/5/2021 0:45,77.071,0.121
2/5/2021 1:00,77.091,0.121
2/5/2021 1:15,77.071,0.121
2/5/2021 1:30,77.071,0.121
2/5/2021 1:45,77.081,0.121
2/5/2021 2:00,77.111,0.121
2/5/2021 2:15,77.111,0.121
2/5/2021 2:30,77.111,0.121
2/5/2021 2:45,77.091,0.121
2/5/2021 3:00,77.091,0.121
2/5/2021 3:15,77.081,0.121
2/5/2021 3:30,77.081,0.121
2/5/2021 3:45,77.051,0.121
2/5/2021 4:00,77.081,0.121
2/5/2021 4:15,77.101,0.121
2/5/2021 4:30,77.111,0.121
2/5/2021 4:45,77.121,0.121
2/5/2021 5:00,77.15,0.121
2/5/2021 5:15,77.16,0.121
2/5/2021 5:30,77.15,0.121
2/5/2021 5:45,77.121,0.121
2/5/2021 6:00,77.15,0.121
2/5/2021 6:15,77.17,0.121
2/5/2021 6:30,77.14,0.121
2/5/2021 6:45,77.15,0.121
2/5/2021 7:00,77.15,0.121
2/5/2021 7:15,77.15,0.121
2/5/2021 7:30,77.16,0.121
2/5/2021 7:45,77.14,0.121
2/5/2021 8:00,77.14,0.121
2/5/2021 8:15,77.15,0.121
2/5/2021 8:30,77.061,0.121
2/5/2021 8:45,77.041,0.121
2/5/2021 9:00,77.032,0.121
2/5/2021 9:15,77.041,0.121
2/5/2021 9:30,77.012,0.121
2/5/2021 9:45,76.992,0.121
2/5/2021 10:00,76.953,0.121
2/5/2021 10:15,76.923,0.121
2/5/2021 10:30,76.893,0.121
2/5/2021 10:45,76.893,0.121
2/5/2021 11:00,76.883,0.121
2/5/2021 11:15,76.873,0.121
2/5/2021 11:30,76.854,0.121
2/5/2021 11:45,76.844,0.121
2/5/2021 12:00,76.824,0.121
2/5/2021 12:15,76.794,0.121
2/5/2021 12:30,76.765,0.121
2/5/2021 12:45,76.745,0.121
2/5/2021 13:00,76.735,0.121
2/5/2021 13:15,76.715,0.121
2/5/2021 13:30,76.715,0.121
2/5/2021 13:45,76.696,0.121
2/5/2021 14:00,76.715,0.121
2/5/2021 14:15,76.696,0.121
2/5/2021 14:30,76.715,0.121
2/5/2021 14:45,76.725,0.121
2/5/2021 15:00,76.696,0.121
2/5/2021 15:15,76.725,0.121
2/5/2021 15:30,76.705,0.121
2/5/2021 15:45,76.705,0.121
2/5/2021 16:00,76.696,0.121
2/5/2021 16:15,76.696,0.121
2/5/2021 16:30,76.705,0.121
2/5/2021 16:45,76.705,0.121
2/5/2021 17:00,76.705,0.121
2/5/2021 17:15,76.686,0.121
2/5/2021 17:30,76.745,0.121
2/5/2021 17:45,76.735,0.121
2/5/2021 18:00,76.735,0.121
2/5/2021 18:15,76.725,0.121
2/5/2021 18:30,76.705,0.121
2/5/2021 18:45,76.705,0.121
2/5/2021 19:00,76.765,0.121
2/5/2021 19:15,76.755,0.121
2/5/2021 19:30,76.755,0.121
2/5/2021 19:45,76.765,0.121
2/5/2021 20:00,76.775,0.121
2/5/2021 20:15,76.735,0.121
2/5/2021 20:30,76.755,0.121
2/5/2021 20:45,76.775,0.121
2/5/2021 21:00,76.755,0.121
2/5/2021 21:15,76.765,0.121
2/5/2021 21:30,76.755,0.121
2/5/2021 21:45,76.775,0.121
2/5/2021 22:00,76.785,0.121
2/5/2021 22:15,76.814,0.121
2/5/2021 22:30,76.824,0.121
2/5/2021 22:45,76.794,0.121
2/5/2021 23:00,76.824,0.121
2/5/2021 23:15,76.785,0.121
2/5/2021 23:30,76.824,0.121
2/5/2021 23:45,76.844,0.121
2/6/2021 0:00,76.824,0.121
2/6/2021 0:15,76.834,0.121
2/6/2021 0:30,76.854,0.121
2/6/2021 0:45,76.854,0.121
2/6/2021 1:00,76.873,0.121
2/6/2021 1:15,76.854,0.121
2/6/2021 1:30,76.854,0.121
2/6/2021 1:45,76.854,0.121
2/6/2021 2:00,76.883,0.121
2/6/2021 2:15,76.903,0.121
2/6/2021 2:30,76.873,0.121
2/6/2021 2:45,76.873,0.121
2/6/2021 3:00,76.893,0.121
2/6/2021 3:15,76.893,0.121
2/6/2021 3:30,76.893,0.121
2/6/2021 3:45,76.923,0.121
2/6/2021 4:00,76.943,0.121
2/6/2021 4:15,76.962,0.121
2/6/2021 4:30,76.972,0.121
2/6/2021 4:45,76.992,0.121
2/6/2021 5:00,77.032,0.121
2/6/2021 5:15,77.032,0.121
2/6/2021 5:30,77.041,0.121
2/6/2021 5:45,77.081,0.121
2/6/2021 6:00,77.101,0.121
2/6/2021 6:15,77.081,0.121
2/6/2021 6:30,77.071,0.121
2/6/2021 6:45,77.101,0.121
2/6/2021 7:00,77.13,0.121
2/6/2021 7:15,77.13,0.121
2/6/2021 7:30,77.14,0.121
2/6/2021 7:45,77.19,0.121
2/6/2021 8:00,77.19,0.121
2/6/2021 8:15,77.2,0.121
2/6/2021 8:30,77.2,0.121
2/6/2021 8:45,77.21,0.121
2/6/2021 9:00,77.21,0.121
2/6/2021 9:15,77.2,0.121
2/6/2021 9:30,77.2,0.121
2/6/2021 9:45,77.2,0.121
2/6/2021 10:00,77.19,0.121
2/6/2021 10:15,77.17,0.121
2/6/2021 10:30,77.17,0.121
2/6/2021 10:45,77.17,0.121
2/6/2021 11:00,77.15,0.121
2/6/2021 11:15,77.111,0.121
2/6/2021 11:30,77.111,0.121
2/6/2021 11:45,77.059,0.01
2/6/2021 12:00,77.022,0.121
2/6/2021 12:15,76.992,0.121
2/6/2021 12:30,76.992,0.121
2/6/2021 12:45,77.002,0.121
2/6/2021 13:00,76.972,0.121
2/6/2021 13:15,76.943,0.121
2/6/2021 13:30,76.923,0.121
2/6/2021 13:45,76.864,0.121
2/6/2021 14:00,76.893,0.121
2/6/2021 14:15,76.893,0.121
2/6/2021 14:30,76.864,0.121
2/6/2021 14:45,76.873,0.121
2/6/2021 15:00,76.854,0.121
2/6/2021 15:15,76.854,0.121
2/6/2021 15:30,76.854,0.121
2/6/2021 15:45,76.864,0.121
2/6/2021 16:00,76.834,0.121
2/6/2021 16:15,76.814,0.121
2/6/2021 16:30,76.804,0.121
2/6/2021 16:45,76.792,0.01
2/6/2021 17:00,76.785,0.121
2/6/2021 17:15,76.775,0.121
2/6/2021 17:30,76.765,0.121
2/6/2021 17:45,76.733,0.01
2/6/2021 18:00,76.735,0.121
2/6/2021 18:15,76.715,0.121
2/6/2021 18:30,76.705,0.121
2/6/2021 18:45,76.666,0.121
2/6/2021 19:00,76.656,0.121
2/6/2021 19:15,76.646,0.121
2/6/2021 19:30,76.653,0.01
2/6/2021 19:45,76.666,0.121
2/6/2021 20:00,76.636,0.121
2/6/2021 20:15,76.626,0.121
2/6/2021 20:30,76.636,0.121
2/6/2021 20:45,76.644,0.01
2/6/2021 21:00,76.624,0.01
2/6/2021 21:15,76.626,0.121
2/6/2021 21:30,76.597,0.121
2/6/2021 21:45,76.594,0.01
2/6/2021 22:00,76.614,0.01
2/6/2021 22:15,76.634,0.01
2/6/2021 22:30,76.614,0.01
2/6/2021 22:45,76.604,0.01
2/6/2021 23:00,76.594,0.01
2/6/2021 23:15,76.584,0.01
2/6/2021 23:30,76.594,0.01
2/6/2021 23:45,76.528,0.121
2/7/2021 0:00,76.574,0.01
2/7/2021 0:15,76.557,0.121
2/7/2021 0:30,76.537,0.121
2/7/2021 0:45,76.547,0.121
2/7/2021 1:00,76.547,0.121
2/7/2021 1:15,76.528,0.121
2/7/2021 1:30,76.545,0.01
2/7/2021 1:45,76.555,0.01
2/7/2021 2:00,76.537,0.121
2/7/2021 2:15,76.535,0.01
2/7/2021 2:30,76.545,0.01
2/7/2021 2:45,76.528,0.121
2/7/2021 3:00,76.528,0.121
2/7/2021 3:15,76.555,0.01
2/7/2021 3:30,76.547,0.121
2/7/2021 3:45,76.555,0.01
2/7/2021 4:00,76.545,0.01
2/7/2021 4:15,76.555,0.01
2/7/2021 4:30,76.567,0.121
2/7/2021 4:45,76.577,0.121
2/7/2021 5:00,76.594,0.01
2/7/2021 5:15,76.557,0.121
2/7/2021 5:30,76.577,0.121
2/7/2021 5:45,76.574,0.01
2/7/2021 6:00,76.597,0.121
2/7/2021 6:15,76.567,0.121
2/7/2021 6:30,76.567,0.121
2/7/2021 6:45,76.584,0.01
2/7/2021 7:00,76.584,0.01
2/7/2021 7:15,76.604,0.01
2/7/2021 7:30,76.653,0.01
2/7/2021 7:45,76.644,0.01
2/7/2021 8:00,76.686,0.121
2/7/2021 8:15,76.673,0.01
2/7/2021 8:30,76.676,0.121
2/7/2021 8:45,76.656,0.121
2/7/2021 9:00,76.666,0.121
2/7/2021 9:15,76.666,0.121
2/7/2021 9:30,76.634,0.01
2/7/2021 9:45,76.617,0.121
2/7/2021 10:00,76.646,0.121
2/7/2021 10:15,76.636,0.121
2/7/2021 10:30,76.636,0.121
2/7/2021 10:45,76.646,0.121
2/7/2021 11:00,76.644,0.01
2/7/2021 11:15,76.646,0.121
2/7/2021 11:30,76.626,0.121
2/7/2021 11:45,76.597,0.121
2/7/2021 12:00,76.587,0.121
2/7/2021 12:15,76.597,0.121
2/7/2021 12:30,76.557,0.121
2/7/2021 12:45,76.597,0.121
2/7/2021 13:00,76.597,0.121
2/7/2021 13:15,76.587,0.121
2/7/2021 13:30,76.567,0.121
2/7/2021 13:45,76.537,0.121
2/7/2021 14:00,76.557,0.121
2/7/2021 14:15,76.537,0.121
2/7/2021 14:30,76.528,0.121
2/7/2021 14:45,76.577,0.121
2/7/2021 15:00,76.547,0.121
2/7/2021 15:15,76.617,0.121
2/7/2021 15:30,76.597,0.121
2/7/2021 15:45,76.567,0.121
2/7/2021 16:00,76.567,0.121
2/7/2021 16:15,76.587,0.121
2/7/2021 16:30,76.597,0.121
2/7/2021 16:45,76.646,0.121
2/7/2021 17:00,76.646,0.121
2/7/2021 17:15,76.676,0.121
2/7/2021 17:30,76.715,0.121
2/7/2021 17:45,76.735,0.121
2/7/2021 18:00,76.745,0.121
2/7/2021 18:15,76.745,0.121
2/7/2021 18:30,76.765,0.121
2/7/2021 18:45,76.755,0.121
2/7/2021 19:00,76.804,0.121
2/7/2021 19:15,76.794,0.121
2/7/2021 19:30,76.814,0.121
2/7/2021 19:45,76.804,0.121
2/7/2021 20:00,76.804,0.121
2/7/2021 20:15,76.804,0.121
2/7/2021 20:30,76.834,0.121
2/7/2021 20:45,76.844,0.121
2/7/2021 21:00,76.824,0.121
2/7/2021 21:15,76.834,0.121
2/7/2021 21:30,76.824,0.121
2/7/2021 21:45,76.824,0.121
2/7/2021 22:00,76.814,0.121
2/7/2021 22:15,76.824,0.121
2/7/2021 22:30,76.794,0.121
2/7/2021 22:45,76.814,0.121
2/7/2021 23:00,76.804,0.121
2/7/2021 23:15,76.814,0.121
2/7/2021 23:30,76.804,0.121
2/7/2021 23:45,76.834,0.121
2/8/2021 0:00,76.804,0.121
2/8/2021 0:15,76.794,0.121
2/8/2021 0:30,76.794,0.121
2/8/2021 0:45,76.775,0.121
2/8/2021 1:00,76.765,0.121
2/8/2021 1:15,76.765,0.121
2/8/2021 1:30,76.745,0.121
2/8/2021 1:45,76.745,0.121
2/8/2021 2:00,76.745,0.121
2/8/2021 2:15,76.735,0.121
2/8/2021 2:30,76.755,0.121
2/8/2021 2:45,76.735,0.121
2/8/2021 3:00,76.715,0.121
2/8/2021 3:15,76.715,0.121
2/8/2021 3:30,76.705,0.121
2/8/2021 3:45,76.715,0.121
2/8/2021 4:00,76.715,0.121
2/8/2021 4:15,76.715,0.121
2/8/2021 4:30,76.705,0.121
2/8/2021 4:45,76.696,0.121
2/8/2021 5:00,76.705,0.121
2/8/2021 5:15,76.686,0.121
2/8/2021 5:30,76.666,0.121
2/8/2021 5:45,76.676,0.121
2/8/2021 6:00,76.666,0.121
2/8/2021 6:15,76.653,0.01
2/8/2021 6:30,76.653,0.01
2/8/2021 6:45,76.614,0.01
2/8/2021 7:00,76.644,0.01
2/8/2021 7:15,76.653,0.01
2/8/2021 7:30,76.673,0.01
2/8/2021 7:45,76.693,0.01
2/8/2021 8:00,76.693,0.01
2/8/2021 8:15,76.693,0.01
2/8/2021 8:30,76.713,0.01
2/8/2021 8:45,76.703,0.01
2/8/2021 9:00,76.713,0.01
2/8/2021 9:15,76.733,0.01
2/8/2021 9:30,76.723,0.01
2/8/2021 9:45,76.762,0.01
2/8/2021 10:00,76.752,0.01
2/8/2021 10:15,76.772,0.01
2/8/2021 10:30,76.782,0.01
2/8/2021 10:45,76.814,0.121
2/8/2021 11:00,76.785,0.121
2/8/2021 11:15,76.821,0.01
2/8/2021 11:30,76.834,0.121
2/8/2021 11:45,76.834,0.121
2/8/2021 12:00,76.834,0.121
2/8/2021 12:15,76.824,0.121
2/8/2021 12:30,76.794,0.121
2/8/2021 12:45,76.785,0.121
2/8/2021 13:00,76.775,0.121
2/8/2021 13:15,76.765,0.121
2/8/2021 13:30,76.775,0.121
2/8/2021 13:45,76.794,0.121
2/8/2021 14:00,76.765,0.121
2/8/2021 14:15,76.765,0.121
2/8/2021 14:30,76.794,0.121
2/8/2021 14:45,76.814,0.121
2/8/2021 15:00,76.814,0.121
2/8/2021 15:15,76.873,0.121
2/8/2021 15:30,76.834,0.121
2/8/2021 15:45,76.873,0.121
2/8/2021 16:00,76.873,0.121
2/8/2021 16:15,76.873,0.121
2/8/2021 16:30,76.883,0.121
2/8/2021 16:45,76.913,0.121
2/8/2021 17:00,76.913,0.121
2/8/2021 17:15,76.923,0.121
2/8/2021 17:30,76.943,0.121
2/8/2021 17:45,76.953,0.121
2/8/2021 18:00,76.962,0.121
2/8/2021 18:15,76.962,0.121
2/8/2021 18:30,76.962,0.121
2/8/2021 18:45,76.943,0.121
2/8/2021 19:00,76.962,0.121
2/8/2021 19:15,76.972,0.121
2/8/2021 19:30,76.992,0.121
2/8/2021 19:45,76.999,0.01
2/8/2021 20:00,77.009,0.01
2/8/2021 20:15,77.002,0.121
2/8/2021 20:30,77.009,0.01
2/8/2021 20:45,77.032,0.121
2/8/2021 21:00,77.032,0.121
2/8/2021 21:15,77.059,0.01
2/8/2021 21:30,77.101,0.121
2/8/2021 21:45,77.101,0.121
2/8/2021 22:00,77.121,0.121
2/8/2021 22:15,77.14,0.121
2/8/2021 22:30,77.14,0.121
2/8/2021 22:45,77.121,0.121
2/8/2021 23:00,77.14,0.121
2/8/2021 23:15,77.148,0.01
2/8/2021 23:30,77.158,0.01
2/8/2021 23:45,77.158,0.01
2/9/2021 0:00,77.148,0.01
2/9/2021 0:15,77.167,0.01
2/9/2021 0:30,77.177,0.01
2/9/2021 0:45,77.177,0.01
2/9/2021 1:00,77.177,0.01
2/9/2021 1:15,77.177,0.01
2/9/2021 1:30,77.197,0.01
2/9/2021 1:45,77.177,0.01
2/9/2021 2:00,77.217,0.01
2/9/2021 2:15,77.217,0.01
2/9/2021 2:30,77.207,0.01
2/9/2021 2:45,77.197,0.01
2/9/2021 3:00,77.177,0.01
2/9/2021 3:15,77.177,0.01
2/9/2021 3:30,77.17,0.121
2/9/2021 3:45,77.16,0.121
2/9/2021 4:00,77.128,0.01
2/9/2021 4:15,77.128,0.01
2/9/2021 4:30,77.17,0.121
2/9/2021 4:45,77.158,0.01
2/9/2021 5:00,77.177,0.01
2/9/2021 5:15,77.2,0.121
2/9/2021 5:30,77.187,0.01
2/9/2021 5:45,77.167,0.01
2/9/2021 6:00,77.2,0.121
2/9/2021 6:15,77.217,0.01
2/9/2021 6:30,77.197,0.01
2/9/2021 6:45,77.227,0.01
2/9/2021 7:00,77.247,0.01
2/9/2021 7:15,77.229,0.121
2/9/2021 7:30,77.247,0.01
2/9/2021 7:45,77.237,0.01
2/9/2021 8:00,77.256,0.01
2/9/2021 8:15,77.276,0.01
2/9/2021 8:30,77.269,0.121
2/9/2021 8:45,77.296,0.01
2/9/2021 9:00,77.296,0.01
2/9/2021 9:15,77.276,0.01
2/9/2021 9:30,77.266,0.01
2/9/2021 9:45,77.269,0.121
2/9/2021 10:00,77.269,0.121
2/9/2021 10:15,77.279,0.121
2/9/2021 10:30,77.279,0.121
2/9/2021 10:45,77.249,0.121
2/9/2021 11:00,77.269,0.121
2/9/2021 11:15,77.259,0.121
2/9/2021 11:30,77.259,0.121
2/9/2021 11:45,77.239,0.121
2/9/2021 12:00,77.239,0.121
2/9/2021 12:15,77.2,0.121
2/9/2021 12:30,77.229,0.121
2/9/2021 12:45,77.21,0.121
2/9/2021 13:00,77.19,0.121
2/9/2021 13:15,77.19,0.121
2/9/2021 13:30,77.18,0.121
2/9/2021 13:45,77.17,0.121
2/9/2021 14:00,77.18,0.121
2/9/2021 14:15,77.18,0.121
2/9/2021 14:30,77.18,0.121
2/9/2021 14:45,77.18,0.121
2/9/2021 15:00,77.17,0.121
2/9/2021 15:15,77.18,0.121
2/9/2021 15:30,77.18,0.121
2/9/2021 15:45,77.17,0.121
2/9/2021 16:00,77.18,0.121
2/9/2021 16:15,77.19,0.121
2/9/2021 16:30,77.18,0.121
2/9/2021 16:45,77.2,0.121
2/9/2021 17:00,77.19,0.121
2/9/2021 17:15,77.2,0.121
2/9/2021 17:30,77.2,0.121
2/9/2021 17:45,77.229,0.121
2/9/2021 18:00,77.219,0.121
2/9/2021 18:15,77.229,0.121
2/9/2021 18:30,77.279,0.121
2/9/2021 18:45,77.289,0.121
2/9/2021 19:00,77.279,0.121
2/9/2021 19:15,77.269,0.121
2/9/2021 19:30,77.249,0.121
2/9/2021 19:45,77.269,0.121
2/9/2021 20:00,77.279,0.121
2/9/2021 20:15,77.279,0.121
2/9/2021 20:30,77.298,0.121
2/9/2021 20:45,77.308,0.121
2/9/2021 21:00,77.308,0.121
2/9/2021 21:15,77.328,0.121
2/9/2021 21:30,77.318,0.121
2/9/2021 21:45,77.318,0.121
2/9/2021 22:00,77.328,0.121
2/9/2021 22:15,77.328,0.121
2/9/2021 22:30,77.308,0.121
2/9/2021 22:45,77.289,0.121
2/9/2021 23:00,77.259,0.121
2/9/2021 23:15,77.259,0.121
2/9/2021 23:30,77.269,0.121
2/9/2021 23:45,77.249,0.121
2/10/2021 0:00,77.239,0.121
2/10/2021 0:15,77.21,0.121
2/10/2021 0:30,77.2,0.121
2/10/2021 0:45,77.19,0.121
2/10/2021 1:00,77.2,0.121
2/10/2021 1:15,77.21,0.121
2/10/2021 1:30,77.2,0.121
2/10/2021 1:45,77.2,0.121
2/10/2021 2:00,77.21,0.121
2/10/2021 2:15,77.19,0.121
2/10/2021 2:30,77.19,0.121
2/10/2021 2:45,77.18,0.121
2/10/2021 3:00,77.19,0.121
2/10/2021 3:15,77.16,0.121
2/10/2021 3:30,77.16,0.121
2/10/2021 3:45,77.15,0.121
2/10/2021 4:00,77.16,0.121
2/10/2021 4:15,77.14,0.121
2/10/2021 4:30,77.14,0.121
2/10/2021 4:45,77.14,0.121
2/10/2021 5:00,77.091,0.121
2/10/2021 5:15,77.16,0.121
2/10/2021 5:30,77.16,0.121
2/10/2021 5:45,77.16,0.121
2/10/2021 6:00,77.15,0.121
2/10/2021 6:15,77.14,0.121
2/10/2021 6:30,77.14,0.121
2/10/2021 6:45,77.15,0.121
2/10/2021 7:00,77.14,0.121
2/10/2021 7:15,77.14,0.121
2/10/2021 7:30,77.111,0.121
2/10/2021 7:45,77.101,0.121
2/10/2021 8:00,77.14,0.121
2/10/2021 8:15,77.15,0.121
2/10/2021 8:30,77.17,0.121
2/10/2021 8:45,77.18,0.121
2/10/2021 9:00,77.19,0.121
2/10/2021 9:15,77.18,0.121
2/10/2021 9:30,77.19,0.121
2/10/2021 9:45,77.2,0.121
2/10/2021 10:00,77.2,0.121
2/10/2021 10:15,77.19,0.121
2/10/2021 10:30,77.2,0.121
2/10/2021 10:45,77.219,0.121
2/10/2021 11:00,77.219,0.121
2/10/2021 11:15,77.219,0.121
2/10/2021 11:30,77.2,0.121
2/10/2021 11:45,77.17,0.121
2/10/2021 12:00,77.16,0.121
2/10/2021 12:15,77.18,0.121
2/10/2021 12:30,77.14,0.121
2/10/2021 12:45,77.15,0.121
2/10/2021 13:00,77.121,0.121
2/10/2021 13:15,77.121,0.121
2/10/2021 13:30,77.081,0.121
2/10/2021 13:45,77.111,0.121
2/10/2021 14:00,77.071,0.121
2/10/2021 14:15,77.071,0.121
2/10/2021 14:30,77.071,0.121
2/10/2021 14:45,77.081,0.121
2/10/2021 15:00,77.091,0.121
2/10/2021 15:15,77.111,0.121
2/10/2021 15:30,77.111,0.121
2/10/2021 15:45,77.111,0.121
2/10/2021 16:00,77.111,0.121
2/10/2021 16:15,77.111,0.121
2/10/2021 16:30,77.111,0.121
2/10/2021 16:45,77.121,0.121
2/10/2021 17:00,77.13,0.121
2/10/2021 17:15,77.14,0.121
2/10/2021 17:30,77.13,0.121
2/10/2021 17:45,77.14,0.121
2/10/2021 18:00,77.16,0.121
2/10/2021 18:15,77.17,0.121
2/10/2021 18:30,77.17,0.121
2/10/2021 18:45,77.17,0.121
2/10/2021 19:00,77.19,0.121
2/10/2021 19:15,77.17,0.121
2/10/2021 19:30,77.17,0.121
2/10/2021 19:45,77.2,0.121
2/10/2021 20:00,77.2,0.121
2/10/2021 20:15,77.21,0.121
2/10/2021 20:30,77.21,0.121
2/10/2021 20:45,77.19,0.121
2/10/2021 21:00,77.19,0.121
2/10/2021 21:15,77.2,0.121
2/10/2021 21:30,77.21,0.121
2/10/2021 21:45,77.2,0.121
2/10/2021 22:00,77.19,0.121
2/10/2021 22:15,77.19,0.121
2/10/2021 22:30,77.2,0.121
2/10/2021 22:45,77.21,0.121
2/10/2021 23:00,77.21,0.121
2/10/2021 23:15,77.21,0.121
2/10/2021 23:30,77.229,0.121
2/10/2021 23:45,77.219,0.121
2/11/2021 0:00,77.219,0.121
2/11/2021 0:15,77.2,0.121
2/11/2021 0:30,77.19,0.121
2/11/2021 0:45,77.17,0.121
2/11/2021 1:00,77.17,0.121
2/11/2021 1:15,77.16,0.121
2/11/2021 1:30,77.17,0.121
2/11/2021 1:45,77.18,0.121
2/11/2021 2:00,77.2,0.121
2/11/2021 2:15,77.18,0.121
2/11/2021 2:30,77.21,0.121
2/11/2021 2:45,77.18,0.121
2/11/2021 3:00,77.21,0.121
2/11/2021 3:15,77.19,0.121
2/11/2021 3:30,77.19,0.121
2/11/2021 3:45,77.19,0.121
2/11/2021 4:00,77.17,0.121
2/11/2021 4:15,77.19,0.121
2/11/2021 4:30,77.18,0.121
2/11/2021 4:45,77.2,0.121
2/11/2021 5:00,77.21,0.121
2/11/2021 5:15,77.21,0.121
2/11/2021 5:30,77.21,0.121
2/11/2021 5:45,77.219,0.121
2/11/2021 6:00,77.229,0.121
2/11/2021 6:15,77.219,0.121
2/11/2021 6:30,77.219,0.121
2/11/2021 6:45,77.229,0.121
2/11/2021 7:00,77.2,0.121
